attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd
0.20699102451289747,0.09373275398469229,3.6858601978872048,0.8506318827364052,0.0019152501795547043,0.7395172856929767,0.033948660709045876,,,0.14285714285714285,0.028707581052721295,0.025796422533624287,0.9999906975135883,0.6180890260384998,0.2793839152809647,0.03309499422962216,0.03338524451209312,0.10123704123286607,0.18346048684423805,0.6885368260415591,0.02798015657649534,4.3512548433799845,0.5,0.002539286980559751,0.21461124853796484,0.23476825583829872,0.7874667500865636,0.15614911919009875,0.18421383994973078,522.125,0.47309999999999997,0.4054515178579719,4.456034271574456,0.8170231772726049,7.262806104551082,24.12913426282959,704.0,12.711647727272727,3.5896295407577967,0.0014204545454545455,0.0036920538548620603,13020151.684926879,109603556.92749175,0.5,0.0,,0.7701639645221621,0.038656475118633384,0.12809663999999996,0.16016609526006428,,,,,,,,,0.22981662382633777,0.047524835401453906,0.7347331704014779,0.049774477586277344,703.0,70.3,0.16830260952836965,27.03846153846154,27.410189009535515,70.3,46.67154736382042,8.0,0.0,1.0,2.0,0.6666666666666667,,4177.0,0.0,7.0,7.0,15.038266233831918,7.0,0.7220468601195599,0.02559688991853901,,0.7395172856929767,0.033948660709045876,,,,,,,0.6468332982566813,1.0247010099008143,0.04635930585503608,0.1160771937911508,0.33003709613083393,0.2048041926613382,11.721393034825871,3.8409697230898034,0.03954397217691085,0.058353457274390216,0.010069102175872435,0.0234357207018193,,,0.1,0.12085795226907156,,0.6025891248723508,0.02417648232028262
0.11070755714867903,0.25740658684201906,2.6002487467896698,1.76742215093323,0.002909090909090909,0.7586181818181819,0.09272938005131687,,,0.0,0.022950410976274364,0.07843053258689105,0.9832048570341375,0.22539841208807537,0.3502777289799359,0.8571529501982914,10.157901294729198,1712.5614829092603,10703.647665366336,0.6901818181818181,0.10831020308275378,10.686003923231102,0.5,0.10768593453124585,,,35.32179446601601,,,343.75,9.8018,53.18673893291398,3.4914449480065777,1.7162297272673797,916.396077672967,2080.582681320197,1341.0,12.53020134228188,2.8620036355981977,0.0007457121551081282,0.0038680359890940243,7034389.486621723,49630213.56125792,0.5,0.0015818943650706,,0.8749818181818183,0.032015515063403596,7.210217385,39.19543073961213,,,,,,,,,0.09200865581722976,0.09831256104141697,0.727709090909091,0.033167322141452626,1340.0,33.5,0.09745454545454546,55.833333333333336,62.73454541483341,40.60606060606061,43.38414125139752,40.0,0.0,0.0,2.0,0.18076923076923077,,13750.0,1.0,40.0,39.0,27.260914407389276,,0.6702545454545453,0.03431686197207797,,0.6848,0.03224187741618776,,,,,,,-4.556913388971333,16.99118165719825,0.06899940776396733,0.09031580949086838,-0.9741328000000001,3.5807015366735833,11.535248041775457,3.1817412310264195,0.044975894252435714,0.0648410358505732,0.006526748872710021,0.011459705817381151,,,0.025,0.06646265956671098,,0.5761454545454545,0.0003066451064406002
0.12380009303243715,0.0726406321681189,2.55304742183577,0.860263769415521,0.00022862368541380886,0.9205660842724125,0.0037017713203447234,,,0.0,0.180327749835114,0.09174935930482606,0.9286919590843379,0.5252422191076731,0.14415807868369612,4.145373915170335,1.8388929569237265,7.832415095541999,13.892319166177105,0.8859421624839184,0.005308509427626013,1.9994627497130846,0.5,0.22047016796940722,,,12.791589254587143,,,4374.0,2.9059392500000003,1.4655823355327695,3.0172686328566085,0.8020400161165353,1.6358091363089082,4.11638599164831,651.0,11.66205837173579,3.242898238822293,0.0015360983102918585,0.019730626370944707,2536360.1846453515,10635408.000613803,0.5,0.0293270093579674,,0.9737082499571503,0.0023229017739471755,0.4618295705333334,0.941721569963549,,,,,,,,,0.4644707480634994,0.1293933176365847,0.9550373282657135,0.0032156601687878482,650.0,72.22222222222223,0.01651171061321953,29.545454545454547,28.691673377691327,72.22222222222223,19.594500362204812,9.0,0.0,0.0,2.0,0.6944444444444444,,39366.0,0.0,9.0,8.0,4.496680754342648,,0.9783569626082341,0.002052423761303825,,0.8975003923585083,0.003200135805010076,,,,,,,1.4710187561714194,0.8288316671143074,8.001764758155113e-05,8.896503347699902e-05,2.2127053482877037,0.841059083187015,10.671790930053804,3.5205828546216797,0.049766608530590006,0.0686941697967693,0.01195628448931669,0.0193565893771613,,,0.11111111111111113,0.22008945461315996,,0.8514200861226925,0.004792293846502542
0.03410273172851173,0.06933799644681556,3.373340466372597,0.2220875001991341,0.1797752808988764,0.8574608490101449,0.02127247597860661,,,0.0,0.021316712564987104,0.022435363972466246,0.9999772329467561,0.19256490773129273,0.17435993489154203,0.04006481752254857,0.0475911426074021,0.21956652548596733,1.002540553871521,0.8117994681374963,0.02426845499315853,7.5128940225179965,0.5,0.0039725100066659675,,,5.560207972072377,,,5.5625,0.6167131923828124,0.4085426923992567,4.24021623003873,0.25989141494339824,6.057984595293324,17.738149881323537,36.0,6.138888888888889,2.179813593311892,0.027777777777777776,0.09366310041871671,1038.103318903319,1722.3838464076305,0.5,0.0,,0.9691224268689058,0.014469580145146101,0.3704407999277344,0.3050870891608715,,,,,,,,,0.1331014692806231,0.1081479391605339,0.8757313109425786,0.03262670924002242,35.0,0.13671875,0.02457865168539326,3.1818181818181817,2.400757456228422,1.1290322580645162,0.42754613660367824,256.0,0.0,0.0,2.0,0.06464460784313725,,1424.0,0.0,256.0,118.0,24.344126436804764,,0.9880527922781445,0.009408856759298556,,0.5119324337634197,0.01264062546786959,,,,,,,1.4112585170873333,2.038766461178555,0.00015139885420962162,0.00029113495732621436,-0.5012089650582288,0.43698552729380086,5.23943661971831,2.458017718943425,0.10747781806140891,0.14971190154012626,0.1286078559027778,0.08800357618262668,,,0.00390625,0.03575739481844686,,0.6165714567123017,0.027942808228404628
0.022786512051465053,0.07325530296753986,0.6195710748851097,0.8662216264689243,0.011574632264287437,0.7518689249752635,0.0006648679071954421,,,0.0,0.0424331913528303,0.10550863993585778,0.808302654832032,,,12.337728133249408,134.7764953835834,1685.8984474713898,5408.35388893763,0.6771375356498458,0.1523993563538114,36.444705487956405,0.5,0.35619630236284006,31.38972651572493,117.28577526698159,173.20583459414232,28.627491702078498,108.30652659511307,86.39583333333333,12.46875,48.092708149236714,1.4056948523189103,0.8482701109334092,,,597.0,14.966499162479062,4.920735809967101,0.0016750418760469012,0.009319247477039808,448630965.4715035,5028333422.36772,0.5,0.041455171426347005,,0.8425277923287352,0.01278746340344993,7.5674375,28.654562338506057,,,,,,,,,0.022178877398231284,0.038002690690450265,0.7721168732902626,0.015679412502422444,596.0,12.416666666666666,0.14371835061490235,18.625,17.3423777065352,15.68421052631579,32.15511834601722,48.0,40.0,0.0,2.0,0.0070921985815602835,,4147.0,2.0,48.0,40.0,26.935186428079493,,0.7477713753564985,0.014954371911982062,,0.7518689249752635,0.0006648679071954421,,,,,,,,,0.4609908069429314,0.19567860678367263,32.924015668943355,122.08494987685877,13.979882648784576,5.099144320864932,0.02852633938020368,0.06969096088265225,0.008735191481815062,0.03470934608343144,,,0.020833333333333332,0.04652282812470838,,0.7518689249752635,0.0006648679071954421
0.036986186013693724,0.06870043820578628,4.730744728139019,0.044691775002354606,0.0003875968992248062,0.9317829457364342,0.07234053362617801,,,0.0,0.004926419978083444,0.012230086526679172,0.9865690330331821,0.31003036343962825,0.35129662702521336,1693738.2716502135,6357703.03334227,1665314233.87556,4707683652.746106,0.9082364341085272,0.0792240303086548,8.310345160116723,0.5,0.09633644712677186,22654.67871816612,62438.95979554682,11524.472904863831,19086.639676485647,52963.742437843364,2580.0,18558.151231249998,51144.09114191434,5.598597990163318,0.30415473637730944,19.18385248147296,25.408530067050936,318.0,11.0062893081761,3.2527529817372822,0.0031446540880503146,0.030982715481408307,662332.6949057821,2902171.1629208853,0.5,0.013341637380878252,,0.9617732558139535,0.04777602934103296,12965.947497614998,35739.053960712794,,,,,,,,,0.11871577100888131,0.3080970027683406,0.7838178294573643,0.1215268495590673,317.0,39.625,0.015358527131782946,15.095238095238095,13.434674398379595,39.625,10.875102626773558,8.0,0.0,0.0,2.0,0.25,,20640.0,0.0,8.0,6.0,38.84933667983426,,0.539389534883721,0.07245482543048026,,0.5633236434108528,0.012830866538012367,,,,,,,2.38683000765627,1.8287577568183224,0.002729692708922385,0.006656903815773707,23800.973405419292,65561.97729684669,10.025196850393701,3.5150862001253724,0.047777222400863975,0.0618376588564951,0.019653737170141447,0.03782692451920831,,,0.125,0.3234941836425201,,0.5640988372093025,0.012650720673662037
0.009762637342597635,0.0072659569073351814,4.370447659357498,0.06868803044878875,0.0014054813773717498,0.8475136252129885,0.06241770070610047,,,0.0,0.0056750474909132344,0.006194202735100174,0.6391484789513525,0.23241366424941703,0.1611118465328374,0.20548569678960776,0.6421891969777427,19.99735460791059,67.2461200779017,0.8356609990614412,0.03216517679358241,7.8214948922906755,0.5,0.4779590360133546,,,19.102819138863737,,,711.5,2.149122857142857,5.001086027900153,4.927879217470439,0.09843291181677512,-0.03836411902033089,1.133220311042011,189.0,9.814814814814815,2.6782402512066774,0.005291005291005291,0.03439378216916108,72615.59366907603,187449.59367907597,0.5,0.018706528602818757,,0.9389667999983888,0.03618649885031838,1.5921395711999995,3.707671409771518,,,,,,,,,0.08171692083841091,0.08529468390979597,0.9538216053783841,0.024262810185287784,188.0,13.428571428571429,0.018873607067563497,11.058823529411764,9.317125282479127,13.428571428571429,5.970624058534555,14.0,0.0,0.0,2.0,0.06593406593406594,,9961.0,0.0,14.0,12.0,52.48277461408183,,0.8703918985873281,0.0591189409749572,,0.8379681212311633,0.0004996348415236228,,,,,,,0.10980362188338426,0.5231775957516585,0.0032613337559988516,0.009447680034686944,1.8462844274480752,5.119487773467023,8.843501326259947,2.977650159784958,0.05967138675460346,0.07121158589740893,0.02783986248036541,0.05225665438770146,,,0.07142857142857142,0.10152991826606692,,0.8379681212311633,0.0004996348415236228
0.03518653876826048,0.041297953107971234,4.700433704223882,9.671838628050602e-06,0.0005257623554153522,0.7309148264984227,0.010819866238872974,,,0.0,0.003747663318998554,0.002890913235641359,0.935515244546736,0.2787805964759968,0.27287739282098306,152.2162467221324,305.8270796560457,1493.801871141658,2166.1980904677353,0.6561514195583596,0.011842303474606495,13.482452753821887,0.5,0.20982705956976205,,,49.78054595719078,,,1902.0,31.3244825,30.793050627058086,5.566561333502949,0.05517817993013298,4.270956301627322,5.63740982800956,1953.0,16.615463389656938,5.81424431810277,0.0005120327700972862,0.002166521988181126,6419955811.378801,48506499526.02858,0.5,0.030775256733669536,,0.7846477392218718,0.006066932078070475,21.395830553999996,22.470444835484315,,,,,,,,,0.06938761526767037,0.05518399361789782,0.7268664563617245,0.005985640153500907,1952.0,195.2,0.10262881177707676,57.411764705882355,48.48374775934142,195.2,23.236943765382648,10.0,0.0,0.0,2.0,0.22222222222222224,,19020.0,0.0,10.0,8.0,66.74168107797684,,0.7821240799158781,0.006387525782749721,,0.7037329127234491,0.0068517412556342895,,,,,,,0.6462430119061873,1.3275007134972407,3.7458295454659706e-05,6.163993798343159e-05,29.27010219418156,58.62862169507372,15.619974391805378,5.977160294301156,0.02973002153919719,0.048762786524160905,0.004049496391692275,0.01298342126334082,,,0.09999999999999999,0.08063346674372021,,0.6764458464773921,0.0077398060300626695
0.08877810838567161,0.09171506810388738,3.991805723674792,0.2582621097543107,0.0018271514708569341,0.9314712632941458,0.026598224354010647,,,0.0,0.015523568474985688,0.00990154697216022,0.47630848422266575,0.28992457976774855,0.2686335163274701,342370.50684354245,1276507.4927769653,2871748.8745084135,8430332.52051338,0.9239911794926542,0.03848141872158349,4.28265710898947,0.5,0.5624037673131813,81.47383813899714,121.60449443085459,2588.503126142357,29.9093981259776,42.535677360697136,547.3,194.62849999999997,305.1357306421193,4.356896225205621,0.2975570144919063,651.9928962559,1478.2079363740295,148.0,9.932432432432432,3.3066870243547726,0.006756756756756756,0.05600543308430644,105250.25703708055,303394.30854898493,0.5,0.05733298225836872,,0.9442653358064559,0.0204501871527746,89.17423871999999,134.3333789856489,,,,,,,,,0.1112179826918375,0.05911934190667808,0.887796741349631,0.06294757066947787,147.0,14.7,0.02685912662159693,8.166666666666666,5.533321521367029,14.7,6.30784344200844,10.0,0.0,0.0,2.0,0.2888888888888889,,5473.0,0.0,10.0,10.0,34.891729260503475,,0.9508433525934427,0.016776052198893214,,0.9015022218070697,0.0920115314162199,,,,,,,14.703388934468663,19.901346626975467,0.0018631511620153674,0.002709256658765574,101.36292843226789,152.28863588302792,8.969491525423729,3.540208987128724,0.055557162353491944,0.07367463956183369,0.03649433239086254,0.05952799710742752,,,0.09999999999999999,0.15995707192678849,,0.9060849490919282,0.01331930088246365
0.07073367549921593,0.03808910374616643,3.4594097747073844,1.6114746737255955e-05,0.0029154518950437317,0.8527557389188617,0.03610296320108403,,,0.0,0.024286779730748026,0.024028284464771874,0.9911281257467459,0.42562485877722694,0.2011575389798076,6.667856244713239,6.690612368015218,16.37940609506653,22.541871717780793,0.7936686766105998,0.0527435287351809,4.650453395733756,0.5,0.07833836059792652,,,6.82519028292908,,,343.0,5.16994625,2.4030084736234802,4.2374128476031565,0.22353036055417838,0.13532211734199429,0.9143370649797784,27.0,5.407407407407407,1.337600010905274,0.037037037037037035,0.07350684396576247,262.7809523809524,147.7769153260979,0.5,0.07856742013183865,,0.9766740717232626,0.009606629139695812,3.7745402204999996,1.9883103092118917,,,,,,,,,0.2131250528509735,0.22354371307580517,0.8410769068020736,0.04021180759421389,26.0,6.5,0.018950437317784258,3.7142857142857144,1.889822365046136,6.5,3.1091263510296048,4.0,0.0,0.0,2.0,0.3333333333333333,,1372.0,0.0,4.0,2.0,15.231830694847298,,0.9992700729927007,0.00230823186873604,,0.6246323918332805,0.005283566453964438,,,,,,,-0.11903070433627125,0.8832536596646683,7.019218105145433e-05,4.892169632139492e-05,0.6875092299757282,1.2762182601216172,4.528301886792453,1.7387415164301767,0.1611537180807404,0.11589578042718239,0.15219907407407407,0.10841288658399918,,,0.24999999999999997,0.24033902239743152,,0.5553898233365069,0.0013604071883372047
