climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,class
0.31813524590163933,0.5958549222797928,0.3783783783783784,0.43103448275862066,0.42999999999999994,0.3833333333333333,0.8,0.4444444444444444,0.6193548387096774,0.46502057613168724,0.07575757575757575,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09375,0.09375,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.1147540983606557,0.33333333333333326,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.5454545454545455,0.6666666666666666,0.30769230769230765,0.75,0.125,0.1147540983606557,0.0
0.48719262295081966,0.528497409326425,0.47490347490347495,0.49137931034482757,0.31333333333333335,0.6,0.6500000000000001,0.5740740740740741,0.5225806451612904,0.3580246913580247,0.10606060606060602,0.10606060606060602,0.10606060606060602,0.10606060606060602,0.10606060606060602,0.10606060606060602,0.10606060606060602,0.109375,0.109375,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.09836065573770486,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.7777777777777777,0.5,0.5454545454545455,0.6666666666666666,0.4615384615384615,0.75,0.0625,0.09836065573770486,0.0
0.34938524590163933,0.4196891191709845,0.5482625482625483,0.5258620689655172,0.42999999999999994,0.6166666666666666,0.6500000000000001,0.5555555555555556,0.5161290322580646,0.3168724279835391,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.140625,0.140625,0.14516129032258068,0.14516129032258068,0.14516129032258068,0.14516129032258068,0.14754098360655737,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.5454545454545455,0.6666666666666666,0.4615384615384615,0.75,0.125,0.14754098360655737,1.0
0.6147540983606558,0.5077720207253886,0.6447876447876448,0.5,0.23666666666666664,0.39999999999999997,0.7500000000000001,0.5462962962962963,0.6838709677419356,0.3580246913580247,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.078125,0.078125,0.08064516129032262,0.08064516129032262,0.08064516129032262,0.08064516129032262,0.08196721311475408,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.5454545454545455,0.6666666666666666,0.4615384615384615,0.75,0.0625,0.08196721311475408,0.0
0.2228483606557377,0.5440414507772021,0.4285714285714286,0.6551724137931034,0.51,0.6,0.7000000000000002,0.37962962962962965,0.5612903225806453,0.3786008230452675,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.125,0.125,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.180327868852459,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.5454545454545455,0.6666666666666666,0.23076923076923075,0.75,0.125,0.180327868852459,0.0
0.33401639344262296,0.4766839378238342,0.5057915057915059,0.5431034482758621,0.43999999999999995,0.6333333333333333,0.6500000000000001,0.5462962962962963,0.5935483870967743,0.34567901234567905,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.12121212121212122,0.125,0.125,0.16129032258064513,0.16129032258064513,0.16129032258064513,0.16129032258064513,0.16393442622950816,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.4444444444444444,0.5,0.5454545454545455,0.6666666666666666,0.4615384615384615,0.75,0.125,0.16393442622950816,0.0
0.4718237704918033,0.4818652849740933,0.38996138996138996,0.48275862068965514,0.3633333333333333,0.31666666666666665,0.7500000000000001,0.6574074074074074,0.6258064516129033,0.32510288065843623,0.1515151515151515,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.1875,0.1875,0.1935483870967742,0.1935483870967742,0.16129032258064513,0.16129032258064513,0.16393442622950816,0.33333333333333326,0.5,0.6,0.5,0.7272727272727274,1.0,0.44444444444444436,0.5,0.5555555555555556,0.5,0.7272727272727274,0.6666666666666666,0.4615384615384615,0.75,0.125,0.16393442622950816,0.0
0.6301229508196722,0.3626943005181348,0.6911196911196912,0.4224137931034483,0.22666666666666666,0.3833333333333333,0.45000000000000007,0.6851851851851851,0.6967741935483872,0.3580246913580247,0.09090909090909088,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.07575757575757575,0.078125,0.078125,0.08064516129032262,0.08064516129032262,0.08064516129032262,0.08064516129032262,0.08196721311475408,0.6666666666666665,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.5454545454545455,0.6666666666666666,0.4615384615384615,0.75,0.0625,0.08196721311475408,1.0
0.3698770491803279,0.3678756476683938,0.7142857142857143,0.5775862068965517,0.41000000000000003,0.5666666666666667,0.6000000000000001,0.4166666666666667,0.5677419354838711,0.3827160493827161,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09375,0.09375,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.13114754098360654,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.36363636363636365,0.6666666666666666,0.23076923076923075,0.75,0.125,0.13114754098360654,1.0
0.24487704918032788,0.689119170984456,0.48262548262548266,0.48275862068965514,0.45999999999999996,0.6166666666666666,0.8,0.5648148148148148,0.6064516129032259,0.34156378600823045,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09090909090909088,0.09375,0.09375,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.09677419354838707,0.09836065573770486,0.5555555555555555,0.5,0.6,0.5,0.7272727272727274,1.0,0.5555555555555555,0.5,0.6666666666666666,0.5,0.5454545454545455,0.6666666666666666,0.4615384615384615,0.75,0.0625,0.09836065573770486,0.0
