median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,class
0.3686603354212972,0.2504310285375374,0.6666666666666666,0.06098987740983773,0.061607697082557415,0.03405364500126125,0.0669297812859727,0.14771519659936239,0.0
0.3189698186811601,0.16297706238534643,0.37254901960784315,0.05547077674347627,0.08271260086902545,0.027915580593626504,0.08140108534780464,0.026567481402762994,0.0
0.5047422484855733,0.25535509855036487,0.45098039215686275,0.04066839615443309,0.043606455617628805,0.020404159309397686,0.046702844926821245,0.21785334750265717,1.0
0.24969175384843773,0.17996303499262079,0.25490196078431376,0.02055038404801872,0.023277467411545624,0.008380279716359764,0.022529189278079263,0.7141339001062699,1.0
1.0,0.19357664032220245,0.9999999999999999,0.08103158858538075,0.10971446306641837,0.04268617393985257,0.10902812037493834,0.5557917109458028,1.0
0.549071962589845,0.24683797464862556,0.19607843137254904,0.2777608220153619,0.3165735567970205,0.1336920877827293,0.3053774050320671,0.06695005313496338,0.0
0.4146395272596814,0.13276368601812388,0.5294117647058824,0.0408209980161758,0.06517690875232775,0.025869559124414923,0.06314750863344845,0.46971307120085015,1.0
0.21113521181355951,0.1566116329429939,0.6274509803921569,0.0232209166285162,0.03476101800124146,0.023066789988508647,0.03469824042098339,0.145589798087141,0.0
1.0,0.23965876332740238,0.9999999999999999,0.04616206317717076,0.08286778398510242,0.022338070013173016,0.07992106561420818,0.5579171094580229,1.0
0.18391882920070432,0.23798982083005754,0.09803921568627451,0.12363294165522153,0.14261328367473616,0.0842792679167017,0.13599736885380695,0.1360255047821468,0.0
0.23319697650731336,0.17334243665604615,0.7843137254901961,0.031995523678722215,0.046244568590937306,0.04293842316208414,0.05278737049827331,0.145589798087141,0.0
0.10247586607890277,0.0695645577302382,0.21568627450980393,0.03713311969072689,0.05509000620732464,0.04778721376720199,0.06018746916625555,0.39001062699256117,1.0
0.12062012115413956,0.15787368450090344,0.7647058823529411,0.020601251335266288,0.023743016759776536,0.010398273494212282,0.02318697582634435,0.7205100956429327,1.0
0.3200007422649803,0.19504558557813,0.7647058823529411,0.0390660766061346,0.03941651148355059,0.018666442445135795,0.043085018911363265,0.6078639744952179,1.0
0.4663918911674591,0.3444090426338947,0.37254901960784315,0.09591027010529528,0.09667908131595282,0.05499033044648112,0.09965466206216084,0.5005313496280555,1.0
0.13711489849526393,0.09287458104026151,0.8235294117647058,0.039651050409481664,0.0547796399751707,0.024075786877434904,0.05443183686893603,0.5366631243358135,1.0
0.16989826846074862,0.22845202135142967,0.7254901960784313,0.05033318073147159,0.05307262569832402,0.022225959247736765,0.05640519651373129,0.17109458023379398,0.0
0.443299202889885,0.2924166563219818,0.8039215686274509,0.04916323312477746,0.06005586592178771,0.0317553743098181,0.06216082881105081,0.144527098831031,0.0
0.29134106663477677,0.18774223803809603,0.7843137254901961,0.006765349203926955,0.011483550589695841,0.005465399815017237,0.013320177602368033,0.5727948990435703,1.0
0.6602055249256704,0.30807850926194125,0.45098039215686275,0.04341522966580193,0.06765983860955928,0.02491661761820679,0.0669297812859727,0.512221041445271,1.0
0.6383499449486807,0.443628363746707,0.09803921568627451,0.08683045933160384,0.07635009310986965,0.036884441828526585,0.07663213287288274,0.052072263549415965,0.0
0.3315470864037674,0.300161377084454,0.6862745098039215,0.032682232056564425,0.03600248292985723,0.021749488494632697,0.03749383325111001,0.14771519659936239,0.0
0.25216597044960637,0.1774044495937987,0.09803921568627451,0.14649778727300472,0.17287399130974548,0.07141455758289189,0.1509620128268377,0.2592986184909667,1.0
0.21938260048412173,0.16538392573895533,0.8235294117647058,0.0617528867185513,0.07774674115456238,0.04299447854480226,0.07942772570300938,0.5557917109458028,1.0
0.46948466191891997,0.25780334064357735,0.19607843137254904,0.10000508672872475,0.10800744878957169,0.025168866840438352,0.056569643150797565,0.5419766206163659,0.0
0.10556863683036358,0.11539151184121597,0.5490196078431372,0.04160944096851315,0.04996896337678461,0.026318002186159924,0.05278737049827331,0.39851222104144535,0.0
0.31237190774471035,0.3162921890732542,0.0196078431372549,0.020041711175543007,0.02079453755431409,0.006502424395302559,0.014142410787699393,0.6259298618490963,1.0
0.3061863662417887,0.22952786858112306,0.0392156862745098,0.021059056920494427,0.0223463687150838,0.00753944897558788,0.016938003617826016,0.10414452709883149,0.0
0.22041352406794196,0.2449345526268603,0.49019607843137253,0.09402818047713515,0.10397268777157045,0.06684604389136467,0.11478375267225785,0.5961742826780023,1.0
0.1717539309116251,0.18522503137887758,0.45098039215686275,0.05493667022737678,0.07107386716325263,0.041060567841026935,0.07235652030915968,0.5451647183846973,1.0
0.7661844693423945,0.41804940621508674,0.5686274509803921,0.0995727147871204,0.08504034761018,0.037192746433476274,0.0892945239269857,0.5621679064824656,1.0
0.2556711106345953,0.2034937449138633,0.1764705882352941,0.1592146090848975,0.19816883923029172,0.08270971720059418,0.1920736720934057,0.6524973432518593,1.0
0.46020634966453744,0.25061723286575355,0.6666666666666666,0.06645811078895163,0.08131595282433271,0.03668824798901314,0.08978786383818452,0.02125398512221066,0.0
0.2861864487156754,0.19684556075088622,0.7254901960784313,0.019990843888295435,0.03460583488516449,0.03228790044564029,0.034040453872718306,0.14877789585547285,0.0
0.41092820235792843,0.26503082716100473,0.6274509803921569,0.09102701052952845,0.11374922408441962,0.04980520754505451,0.10886367373787206,0.48140276301806617,1.0
0.16206324922371454,0.17281140949780005,0.411764705882353,0.05867541584007325,0.08845437616387337,0.02567336528490148,0.05607630323959875,0.7120085015940489,1.0
0.3958767180341524,0.21059709521247982,0.6666666666666666,0.047255709852993544,0.04996896337678461,0.028251912889935255,0.049991777668146685,0.16365568544102027,0.0
0.38989736124799484,0.30149928966497014,0.5098039215686274,0.0881275751564169,0.08441961514587212,0.050309705989517645,0.08090774543660582,0.18278427205100956,0.0
0.2758772128774727,0.1711217776306534,0.411764705882353,0.03929497939874867,0.051675977653631286,0.02158132234647832,0.05180069067587568,0.16471838469713118,0.0
0.3734025839068705,0.3190714610832954,0.7647058823529411,0.04572969123556641,0.04484792054624457,0.021244990050169568,0.04538727183029107,0.5823591923485658,1.0
0.16886734487692834,0.12500517234245045,0.27450980392156865,0.15018566559845364,0.19490999379267535,0.06465988396535777,0.164446637066272,0.32837407013815145,0.0
0.5781440076535768,0.19396973834843662,0.1568627450980392,0.13751971107380842,0.15797641216635627,0.01656436559320609,0.05360960368360467,0.6546227417640811,1.0
0.39711382633473674,0.2292106315774955,0.9019607843137254,0.06383844549570171,0.07138423339540657,0.030241878976428712,0.0698898207531656,0.15302869287991472,0.0
0.15237256753580397,0.10776403084095394,0.7058823529411764,0.08527900707055293,0.1031967721911856,0.009389276605286023,0.02220029600394672,0.5929861849096705,1.0
0.42659824083199654,0.22870719024565178,0.6862745098039215,0.05079098631669973,0.06036623215394165,0.024776479161411475,0.06216082881105081,0.1360255047821468,0.0
1.0,0.4219183183680225,0.8431372549019608,0.046569001475151334,0.051210428305400374,0.01435017797584013,0.043907252096694625,0.10308182784272057,0.0
0.36783559655424103,0.32502999958621265,0.6470588235294117,0.0913067806093901,0.09543761638733705,0.05983912105159898,0.09932576878802829,0.13283740701381497,0.0
0.6340200658966355,0.40393235955366136,0.058823529411764705,0.46088305610661784,0.49224084419615144,0.20454609153843997,0.4872553856273639,0.04357066950053179,0.0
0.3587634690166226,0.13362574309319875,0.5098039215686274,0.14186886413347577,0.3116076970825574,0.11665125143641918,0.28975497451077126,0.5228480340063761,1.0
0.6028861736652633,0.559226769285941,0.29411764705882354,0.09593570374891906,0.07060831781502172,0.0443958631127554,0.07054760730143068,0.117959617428268,0.0
0.15835192432196155,0.07641963559123324,0.7450980392156862,0.03568340200417112,0.05245189323401614,0.041649149359567254,0.05508962341720112,0.16153028692879978,0.0
0.5028865860346968,0.2580102343415953,0.5098039215686274,0.051681163843532225,0.05276225946617008,0.021441183889683007,0.05180069067587568,0.29011689691817244,1.0
0.30041319417239515,0.2796375222410726,0.1764705882352941,0.055852281397833055,0.056952203600248295,0.04602146921158104,0.057391876336128925,0.0031880977683318434,0.0
0.352577927513701,0.16092191831836805,0.6078431372549019,0.03400478152500127,0.051675977653631286,0.02281454076627708,0.05722742969906265,0.16471838469713118,0.0
0.938142523123616,0.3823533468503883,0.6666666666666666,0.032173559184088714,0.03336436995654873,0.014518344123994506,0.03124486104259168,0.14240170031881005,0.0
0.2057744091776941,0.11902594446973146,0.47058823529411764,0.04349153059667328,0.07603972687771571,0.05056195521174921,0.07844104588061174,0.16153028692879978,0.0
0.556494612393351,0.21319016289430492,0.9999999999999999,0.06391474642657308,0.08923029174425823,0.03380139577902968,0.0886367373787206,0.553666312433581,1.0
0.26556797703926993,0.10205376477565829,0.411764705882353,0.028383946284144663,0.06765983860955928,0.03326886964320749,0.06544976155237625,0.13071200850159448,0.0
0.44474249590723336,0.27729962345346965,0.6274509803921569,0.03316547128541635,0.04003724394785847,0.021273017741528632,0.03880940634764019,0.5015940488841655,1.0
0.5892779823588357,0.35313995669025255,0.35294117647058826,0.08309171371890738,0.07479826194909994,0.0386782140755066,0.07416543331688867,0.4877789585547294,1.0
0.2991760858718108,0.22610032965062554,0.47058823529411764,0.048501958390559034,0.051675977653631286,0.029148799013425264,0.05278737049827331,0.04357066950053179,0.0
0.46041253438130153,0.23383815395649715,0.8823529411764706,0.07172287501907523,0.08131595282433271,0.0401076263348188,0.08534780463739516,0.16471838469713118,0.0
0.4490723749592785,0.16858388160163307,0.9999999999999999,0.023348084846635128,0.031191806331471138,0.014630454889430758,0.04324946554842953,0.4707757704569606,1.0
0.5694842495494864,0.1826043778706501,0.9999999999999999,0.07286738898214558,0.07681564245810056,0.027326999075086185,0.08419667817793126,0.16578108395324165,0.0
0.824328559469858,0.41433221610736404,0.8627450980392156,0.04784068365634061,0.04252017380509,0.021329073124246756,0.04736063147508633,0.16684378320935167,0.0
0.7684525012267991,0.3676638942911133,0.7058823529411764,0.07118876850297573,0.07697082557417753,0.03214776198884498,0.0781121526064792,0.20085015940488837,1.0
0.1468055801831745,0.0994538006372326,0.588235294117647,0.06892517422045882,0.0972998137802607,0.042489980100339136,0.10327248807761881,0.12752391073326308,0.0
0.08247594855278947,0.14655659921932113,0.6862745098039215,0.0009664784577038506,0.0013966480446927375,0.001709689172902828,0.0021378062818615358,0.5738575982996812,1.0
0.46659807588422314,0.39822209348836574,0.37254901960784315,0.07711480746731776,0.06983240223463687,0.04669413380419855,0.07054760730143068,0.5079702444208292,1.0
0.3630933480686678,0.15025309995724195,0.8627450980392156,0.06373671092120657,0.12352576039726877,0.037473023347066904,0.11823713205064956,0.13071200850159448,0.0
0.17525907109661404,0.21465910815023242,0.27450980392156865,0.010936466758227783,0.01334574798261949,0.005745676728607864,0.011840157868771585,0.6365568544102018,1.0
0.2560834800681234,0.24297595895229035,0.588235294117647,0.030596673279414007,0.04329608938547486,0.04128478937189944,0.0493339911198816,0.1285866099893731,0.0
0.3655675646698364,0.342119419042496,0.5294117647058824,0.1025738847347271,0.09931719428926133,0.05263600437231985,0.10820588718960697,0.579171094580234,1.0
0.18515593750128864,0.17744582833340233,0.43137254901960786,0.08263390813367923,0.10676598386095593,0.05288825359455142,0.10968590692320342,0.5823591923485658,1.0
0.2525783398831345,0.1759975724472766,0.5686274509803921,0.06762805839564576,0.11855990068280571,0.06505227164438465,0.11889491859891466,0.14984059511158376,0.0
0.1921662178712665,0.24895518682500933,0.25490196078431376,0.11885141665394984,0.12849162011173182,0.06255780711342807,0.1292550567340898,0.4558979808714132,1.0
0.08123884025220514,0.12397760030896128,0.47058823529411764,0.04931583498652017,0.07386716325263812,0.027943608284985565,0.0639697418187798,0.9840595111583417,1.0
0.24804227611432528,0.17720445235238136,0.8431372549019608,0.04255048578259322,0.04903786468032278,0.02250623616132739,0.05097845749054432,0.5749202975557921,1.0
