V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,class
0.30543478260869567,0.29380993897122926,0.23755209475762226,0.10109942638623329,0.03247422680412365,0.0370084811102544,0.11477097272259396,0.10477767265846735,0.1789145052833814,0.00830959164292494,0.012275731822474018,0.01586925627664615,0.9992912827781715,0.05631479736098022,0.9999999999999999,0.837194055944056,0.1076291333477415,0.9999999999999999,0.8718884120171673,0.709795479009688,0.4833333333333333,0.48120950323974077,0.47917116339304994,0.482370754921047,0.0
0.28413043478260874,0.4864864864864864,0.47773634568984424,0.2609942638623327,0.20438144329896907,0.21613980981752762,0.997941327843541,0.25804162724692525,0.3530259365994237,0.28537511870845206,0.2861189801699717,0.2882520132638561,0.29293645168910926,0.4224787935909519,0.9999999999999999,0.2593968531468532,0.23968013831856494,0.9999999999999999,0.9999999999999999,0.05554359526372443,0.09696969696969694,0.28833693304535635,0.28556011223829053,0.28682673588578844,1.0
0.17195652173913045,0.1880993897122929,0.993638955911384,0.47681644359464614,0.43067010309278353,0.4325366229760987,0.997941327843541,0.5085146641438033,0.5180115273775217,0.5189933523266856,0.9955146364494807,0.38086215063950746,0.38459721237892747,0.2836946277097078,0.6805771365149833,1.0,0.05467905770477631,0.057468790357296615,0.06244635193133047,0.06695371367061359,0.0380952380952381,0.039524838012958974,0.15778113533347726,0.17045208738914125,1.0
0.21565217391304348,0.2133827375762859,0.21254661109892523,0.4273422562141491,0.39201030927835046,0.5502441531739912,0.997941327843541,0.979422894985809,1.0,0.9947768281101617,0.012275731822474018,0.010658455708195153,0.016064257028112428,0.3932610744580584,0.9999999999999999,0.03212412587412587,0.017073697860384693,0.020017219113215676,0.024892703862660945,0.6258342303552208,0.08917748917748917,0.23801295896328292,0.22123893805309736,0.2171749945922561,0.0
0.09173913043478261,0.08958151700087182,0.2132046501425751,0.1477055449330784,0.09097938144329892,0.9987149832947828,0.997941327843541,0.7682119205298015,1.0,0.9947768281101617,0.9955146364494807,0.3197536712458552,0.14953933380581147,0.15150801131008484,0.07946725860155383,0.05026223776223779,0.05792089907067215,0.06392595781317263,0.07060085836909871,0.11259418729817008,0.09675324675324674,0.09481641468682506,0.0919490610835312,0.09582522171749945,0.0
0.17173913043478262,0.24585876198779422,0.3614827813116911,0.2108030592734226,0.15154639175257728,0.15497301464919044,0.22079258878023672,0.21215704824976347,0.4558117195004804,0.4121557454890788,0.412653446647781,0.42349597347228807,0.49893692416725716,1.0,0.9999999999999999,0.032998251748251745,0.040847201210287454,0.04735256134309082,0.05343347639484977,0.05640473627556514,0.17424242424242425,0.1732181425485961,0.1705158644506799,0.17607614103396063,1.0
0.21565217391304348,0.17632955536181338,0.1921474007457776,0.11974187380497134,0.05670103092783502,0.0642508352608584,0.7712300566134844,0.979422894985809,0.48583093179634973,0.4632003798670466,0.3991973559962229,0.1932733301752724,0.1963146704464918,0.9766729500471252,0.06459489456159824,0.07692307692307693,0.08904257618327209,0.09707275075333623,0.16201716738197425,0.16792249730893435,0.056709956709956696,0.05745140388768899,0.0630261169868336,0.06597447544884276,0.0
0.4804347826086957,0.48539668700959027,0.4314542662864663,0.12978011472275333,0.05902061855670099,0.05474171164225128,0.04992279979413278,0.11021759697256386,0.18515850144092225,0.09496676163342826,0.012747875354107652,0.008053055423969696,0.0077958894401133905,0.013195098963242252,0.9999999999999999,0.09462412587412589,0.11843527123406096,0.09621179509255275,0.09635193133047212,1.0000000000000002,0.869047619047619,0.7010799136069115,1.0,0.48583171101016664,0.0
0.14021739130434785,0.9945510026155188,0.7514805878482123,0.4744263862332696,0.4239690721649485,0.42328450269853507,0.34482758620689663,0.21972563859981079,1.0,0.07549857549857547,0.07389046270066102,0.07508289909995261,0.08055752421450507,0.1387841658812441,0.10210876803551609,0.06577797202797203,0.06332396801383185,0.06736978045630652,0.08304721030042919,1.0000000000000002,0.13398268398268398,0.13822894168466524,0.14353550615152172,0.14081765087605452,1.0
0.21434782608695652,0.22210113339145593,0.21144987935950862,0.4144359464627151,0.37783505154639174,0.5345669493703418,0.997941327843541,0.979422894985809,1.0,0.9947768281101617,0.022190745986779975,0.020369493131217442,0.02575005905976846,0.07964184731385487,0.9999999999999999,0.04217657342657344,0.02874432677760967,0.03185535944898839,0.03755364806866954,0.06071044133476858,0.10129870129870129,0.2259179265658747,0.2182171379235916,0.21566082630326633,0.0
