V1,V2,V3,class
0.6381048387096774,0.11178247734138973,0.5909387930423896,1.0
0.3034274193548387,0.8187311178247735,0.4917153895891738,1.0
0.7338709677419355,0.04833836858006042,0.43786656430854576,1.0
0.6199596774193549,0.00906344410876133,0.4004647241471489,1.0
0.09375,0.5709969788519638,0.580916607833595,1.0
0.8497983870967741,0.4954682779456193,0.481062605242655,1.0
0.6915322580645161,0.2094662638469285,0.5210713787958755,1.0
0.17641129032258063,0.6908358509566969,0.4515489662515222,1.0
0.4868951612903226,0.2769385699899295,0.41876580781805844,1.0
0.30745967741935487,0.03726082578046325,0.6966075594214025,1.0
0.012096774193548387,0.972809667673716,0.4502969070940118,1.0
0.4274193548387097,0.13997985901309162,0.456171075148682,1.0
0.5141129032258065,0.25176233635448136,0.4205787803390156,1.0
0.8326612903225806,0.6062437059415912,0.5099799167883312,1.0
0.4979838709677419,0.6404833836858006,0.48187712912888214,1.0
0.5393145161290323,0.39577039274924475,0.4044699425834915,1.0
0.9858870967741935,0.5065458207452165,0.4246022770112342,1.0
0.37298387096774194,0.8882175226586103,0.4926761393624094,1.0
0.4727822580645161,0.044310171198388724,0.526888427363433,1.0
0.561491935483871,0.5397784491440081,0.5169382127084005,1.0
0.8417338709677419,0.2366565961732125,0.6260684200064431,1.0
0.16733870967741937,0.6324269889224572,0.5262406923795749,1.0
0.7893145161290323,0.5871097683786506,0.5543229170236634,1.0
0.8639112903225806,0.3202416918429003,0.6506743526648525,1.0
0.2691532258064516,0.06847935548841894,0.4230874682130054,1.0
0.16834677419354838,0.5427995971802618,0.4680587828065774,1.0
0.6824596774193549,0.7099697885196374,0.4731241389237318,1.0
0.26713709677419356,0.06545820745216516,0.4408013635563964,1.0
0.9475806451612903,0.36153071500503525,0.8148974476728379,1.0
0.9102822580645161,0.5317220543806647,0.4284989684220627,1.0
0.48286290322580644,0.6324269889224572,0.5125502937084027,1.0
0.4112903225806452,0.10070493454179255,0.41705450798416194,1.0
0.4586693548387097,0.014098690835850958,0.4913258346870652,0.0
0.21774193548387094,0.8640483383685801,0.5064647835514156,1.0
0.6179435483870968,0.5589123867069486,0.8683304430872855,0.0
0.4657258064516129,0.9204431017119838,0.5623550593014515,1.0
0.33870967741935487,0.9133937562940584,0.5796428432709817,1.0
0.7419354838709677,0.9295065458207452,0.5748779356560402,1.0
0.9375,0.10070493454179255,0.4149205239456314,1.0
0.017137096774193547,0.42296072507552873,0.6162872790332641,1.0
0.8538306451612903,0.9677744209466264,0.7426721409983116,1.0
0.5695564516129032,0.49043303121852977,0.508782692338449,1.0
0.7540322580645161,0.006042296072507555,0.6980823845786523,1.0
0.024193548387096774,0.6787512588116817,0.6332312036903759,1.0
0.3024193548387097,0.6837865055387714,0.4083517829276707,1.0
0.936491935483871,0.1067472306143001,0.44257549482611686,0.0
0.9153225806451613,0.17321248741188316,0.5611418413951778,1.0
0.0,0.12386706948640484,0.40532330772095526,1.0
0.9284274193548387,0.6868076535750252,0.44962061236659745,1.0
0.06854838709677419,0.5528700906344411,0.5239604824540359,1.0
0.689516129032258,0.6948640483383686,0.5381775227963873,1.0
0.7983870967741935,0.19637462235649544,0.4249575602210752,1.0
0.23790322580645162,0.6092648539778449,0.4443576228240331,1.0
0.592741935483871,0.3061430010070494,0.4258543361687447,1.0
0.248991935483871,0.8026183282980867,0.434373136476733,1.0
0.46673387096774194,0.07653575025176233,0.859707685312752,1.0
0.9324596774193549,0.00906344410876133,0.4038096413124687,1.0
0.6350806451612904,0.5548841893252769,0.8684720994153249,1.0
0.8669354838709677,0.3806646525679758,0.5076482993243907,1.0
0.20564516129032256,0.47935548841893255,0.472846538216364,1.0
0.5352822580645161,0.22759315206445113,0.5587885185261344,1.0
0.05544354838709677,0.5750251762336355,0.5383317454115916,1.0
0.29939516129032256,0.27895266868076535,0.5793492491072224,1.0
0.9566532258064516,0.2366565961732125,0.6380897872641822,1.0
0.8719758064516129,0.05740181268882176,0.5928625773683452,1.0
0.8931451612903226,0.6102719033232629,0.5189613849419323,1.0
0.02217741935483871,0.4773413897280967,0.45610253176414683,1.0
