V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,class
0.24733475479744135,0.694672131147541,0.9711229946524065,0.2756508422664625,0.5733041575492341,0.3069767441860465,0.25820568927789933,0.6481149012567325,0.9797679262124368,0.18648648648648652,0.5885286783042394,0.22857142857142856,0.28293736501079914,0.5738724727838258,0.9847122302158272,0.27027027027027023,0.32352941176470584,0.2538860103626943,0.228310502283105,0.5083565459610028,0.9850657108721624,0.28680203045685276,0.3247126436781609,0.35341365461847385,0.40747028862478774,0.456575682382134,0.9787667248400231,0.6080882352941176,0.6374889478337754,0.3890577507598784,0.5557894736842105,0.5574912891986062,0.887575670221966,0.15261958997722094,0.3179396092362345,0.39655172413793105,0.6495016611295682,0.8097251585623679,0.9723051859896823,0.33658536585365856,0.6954813359528487,0.7459016393442623,0.5357873210633948,0.7738927738927739,0.9953982300884956,0.5281250000000001,0.6122961104140526,0.8988095238095237,0.5590778097982708,0.7885985748218528,0.9548080190282027,0.4238578680203045,0.6971014492753623,0.4853801169590643,0.3982808022922636,0.8586387434554974,0.9953851615193469,0.5692307692307692,0.6823855755894591,0.7096774193548387,0.5223404255319148,0.8861985472154965,0.9935701163502756,0.47666666666666674,0.6901579586877278,0.7928286852589641,0.6574832464631423,0.8484848484848485,0.9556473829201101,0.2210283960092095,0.5804123711340207,0.7864406779661017,0.6481340441736482,0.766884531590414,0.9661864157600705,0.43267776096822996,0.5793742757821553,0.7911646586345381,0.5095744680851063,0.6328413284132841,0.9871441689623508,0.3529411764705882,0.6694411414982163,0.7873015873015873,0.6117936117936118,0.5863247863247864,0.9956565319077848,0.4519572953736655,0.6927374301675977,0.5493827160493827,0.0
0.3731343283582089,0.6803278688524591,0.9794117647058824,0.333843797856049,0.9978118161925602,0.24186046511627904,0.33260393873085337,0.6427289048473969,0.9842308836655758,0.2121621621621622,0.885286783042394,0.09714285714285714,0.3779697624190065,0.5847589424572317,0.9904076738609111,0.2643948296122209,0.5350140056022409,0.0984455958549223,0.2990867579908676,0.5069637883008357,1.0,0.29441624365482233,0.5129310344827586,0.21285140562248991,0.45161290322580644,0.4652605459057072,0.9869109947643978,0.6058823529411764,0.7418213969938108,0.3069908814589666,0.5978947368421053,0.5662020905923345,0.8884404727587202,0.1492027334851936,0.4813499111900533,0.34236453201970446,0.6760797342192691,0.8224101479915433,0.979907683953299,0.33902439024390246,0.8506876227897838,0.5901639344262295,0.5316973415132925,0.7785547785547785,0.9936283185840709,0.5,0.5997490589711417,0.8869047619047619,0.5605187319884726,0.7862232779097388,0.9527692830445125,0.40862944162436543,0.6927536231884057,0.4619883040935672,0.40114613180515757,0.8664921465968587,0.9978700745473909,0.5807692307692307,0.6865464632454924,0.7096774193548387,0.5223404255319148,0.8813559322033899,0.9920391916717698,0.4683333333333334,0.6840826245443499,0.7888446215139442,0.6582278481012659,0.8461538461538461,0.9542699724517906,0.2133537989255564,0.5762886597938145,0.7898305084745763,0.6496572734196497,0.766884531590414,0.9620699794178182,0.40998487140695916,0.5735805330243338,0.7791164658634537,0.5106382978723404,0.6346863468634686,0.9883685338230793,0.3259803921568627,0.6539833531510106,0.780952380952381,0.6105651105651105,0.588034188034188,0.9869695957233545,0.438908659549229,0.6731843575418994,0.5493827160493827,1.0
0.21748400852878463,0.7520491803278689,0.961764705882353,0.1960183767228178,0.5798687089715536,0.2651162790697674,0.20568927789934352,0.599640933572711,0.9720321332936627,0.245945945945946,0.5112219451371571,0.2057142857142857,0.25053995680345575,0.5614307931570762,0.982314148681055,0.2808460634547591,0.30812324929971985,0.24352331606217617,0.2534246575342466,0.520891364902507,0.9850657108721624,0.2652284263959391,0.3563218390804598,0.34136546184738953,0.4193548387096774,0.4602977667493796,0.9749854566608492,0.6036764705882353,0.6560565870910698,0.3799392097264438,0.5494736842105263,0.5400696864111498,0.8838281925626983,0.1662870159453303,0.3268206039076377,0.3916256157635468,0.6528239202657808,0.7822410147991544,0.9660602769481401,0.3780487804878049,0.7210216110019646,0.7213114754098361,0.539877300613497,0.7738927738927739,0.9861946902654868,0.5218750000000001,0.6235884567126725,0.8749999999999999,0.5590778097982708,0.7885985748218528,0.9524294937138975,0.4289340101522842,0.7101449275362318,0.4619883040935672,0.39255014326647564,0.8612565445026178,0.9925452609158679,0.5692307692307692,0.6920943134535368,0.6935483870967742,0.5223404255319148,0.8813559322033899,0.9917330067360686,0.48166666666666674,0.7059538274605103,0.7808764940239044,0.6582278481012659,0.8438228438228439,0.9517906336088153,0.22333077513430544,0.5907216494845361,0.7796610169491526,0.6367098248286367,0.766884531590414,0.965598353425463,0.4341906202723147,0.5724217844727694,0.7791164658634537,0.5127659574468084,0.6143911439114391,0.9859198041016223,0.3676470588235294,0.6801426872770511,0.7777777777777778,0.6105651105651105,0.5914529914529915,0.9836284664216506,0.4495848161328589,0.7039106145251396,0.5432098765432098,1.0
0.3582089552238806,0.6844262295081968,0.9077540106951872,0.3506891271056662,0.49452954048140046,0.34883720930232553,0.3676148796498906,0.6373429084380611,0.9098482594465933,0.25270270270270273,0.513715710723192,0.32,0.32613390928725705,0.5909797822706065,0.9508393285371701,0.25851938895417154,0.2913165266106442,0.19689119170984457,0.28538812785388123,0.5111420612813371,0.9572879330943846,0.27411167512690354,0.31752873563218387,0.34939759036144574,0.44312393887945667,0.4652605459057072,0.9520069808027922,0.6014705882352941,0.6295313881520778,0.3860182370820669,0.5915789473684211,0.5696864111498258,0.8550014413375613,0.13895216400911162,0.2948490230905862,0.39655172413793105,0.7142857142857144,0.8287526427061311,0.8916644040184631,0.2878048780487805,0.768172888015717,0.6721311475409837,0.5255623721881392,0.7622377622377622,0.9879646017699115,0.5125000000000001,0.6110414052697616,0.8988095238095237,0.5518731988472622,0.7743467933491687,0.9480122324159023,0.4289340101522842,0.6927536231884057,0.49122807017543857,0.28653295128939826,0.824607329842932,0.9211927582534611,0.46923076923076923,0.6546463245492372,0.8064516129032259,0.4882978723404255,0.8668280871670703,0.9311083894672382,0.395,0.6852976913730254,0.844621513944223,0.6358897989575577,0.8414918414918415,0.8969696969696969,0.1772831926323868,0.5783505154639176,0.823728813559322,0.6374714394516375,0.758169934640523,0.941193766539253,0.45839636913767023,0.541135573580533,0.7991967871485943,0.5138297872340425,0.61070110701107,0.9240893786348332,0.35784313725490197,0.7181926278240189,0.8031746031746032,0.6154791154791155,0.5521367521367522,0.8516538590043434,0.5266903914590748,0.791899441340782,0.5679012345679012,1.0
0.2835820895522388,0.6188524590163935,0.9593582887700535,0.26493108728943343,0.6280087527352298,0.0,0.24070021881838072,0.6570915619389588,0.9767926212436775,0.19729729729729734,0.57356608478803,0.26285714285714284,0.28077753779697623,0.5972006220839814,0.9820143884892085,0.24676850763807281,0.32352941176470584,0.2694300518134715,0.2237442922374429,0.5153203342618384,0.9862604540023895,0.2728426395939086,0.3232758620689655,0.35341365461847385,0.37521222410865873,0.4540942928039702,0.973240255962769,0.6095588235294117,0.6206896551724137,0.3860182370820669,0.5452631578947369,0.5627177700348431,0.8786393773421736,0.1480637813211845,0.31616341030195383,0.39408866995073893,0.6428571428571429,0.8118393234672305,0.9663317947325549,0.33170731707317075,0.6954813359528487,0.7295081967213115,0.5276073619631902,0.7785547785547785,0.9904424778761062,0.515625,0.6085319949811794,0.8809523809523809,0.5547550432276657,0.7885985748218528,0.9514101257220524,0.4289340101522842,0.6971014492753623,0.47953216374269003,0.39255014326647564,0.8586387434554974,0.9886403975860845,0.573076923076923,0.6865464632454924,0.7096774193548387,0.5212765957446809,0.8837772397094432,0.9914268218003675,0.47500000000000003,0.6938031591737545,0.7848605577689243,0.6567386448250186,0.8484848484848485,0.9482093663911845,0.2202609363008442,0.5824742268041238,0.7864406779661017,0.6473724295506474,0.7690631808278868,0.9632461040870332,0.42662632375189113,0.5840092699884125,0.7831325301204819,0.5106382978723404,0.6309963099630996,0.9886746250382614,0.35539215686274506,0.6777645659928656,0.7841269841269841,0.6093366093366093,0.5846153846153846,0.9852990310725025,0.4555160142348755,0.702513966480447,0.5555555555555555,1.0
0.14925373134328357,0.8278688524590164,0.9614973262032086,0.09494640122511486,0.5557986870897156,0.3023255813953488,0.10722100656455141,0.651705565529623,0.9726271942874145,0.16216216216216217,0.4114713216957606,0.21714285714285714,0.1144708423326134,0.5847589424572317,0.9874100719424459,0.2679200940070505,0.17787114845938373,0.24352331606217617,0.13013698630136986,0.5473537604456824,0.9799880525686977,0.2347715736040609,0.23706896551724138,0.34136546184738953,0.3786078098471986,0.4913151364764268,0.9720767888307155,0.5823529411764705,0.6277630415561449,0.3799392097264438,0.52,0.5696864111498258,0.88209858748919,0.1492027334851936,0.28952042628774427,0.39408866995073893,0.6345514950166113,0.7843551797040169,0.9739342926961716,0.3902439024390244,0.6876227897838899,0.7295081967213115,0.5255623721881392,0.7832167832167832,0.9890265486725665,0.509375,0.6122961104140526,0.8749999999999999,0.5518731988472622,0.7909738717339668,0.9493713897383623,0.4314720812182741,0.6985507246376811,0.4678362573099415,0.3810888252148997,0.8664921465968587,0.9893503727369543,0.573076923076923,0.6823855755894591,0.7016129032258065,0.5191489361702127,0.8886198547215497,0.9960195958358848,0.48166666666666674,0.6986634264884568,0.7848605577689243,0.6537602382725243,0.8554778554778555,0.9512396694214875,0.2194934765924789,0.5804123711340207,0.7796610169491526,0.6450875856816451,0.7712418300653595,0.9653043222581593,0.43267776096822996,0.5851680185399768,0.7791164658634537,0.5085106382978724,0.6365313653136531,0.9914294459749006,0.35049019607843135,0.6741973840665874,0.780952380952381,0.6093366093366093,0.588034188034188,0.9936518543267625,0.4602609727164888,0.702513966480447,0.5432098765432098,1.0
0.24733475479744135,0.694672131147541,0.9628342245989305,0.2756508422664625,0.5820568927789934,0.3255813953488372,0.25820568927789933,0.6499102333931778,0.9756024992561738,0.1837837837837838,0.5985037406483791,0.24,0.28293736501079914,0.5692068429237948,0.9829136690647481,0.2749706227967097,0.3319327731092437,0.26424870466321243,0.22602739726027396,0.5097493036211699,0.986857825567503,0.28045685279187815,0.3290229885057471,0.36546184738955817,0.4023769100169779,0.456575682382134,0.9746945898778359,0.6066176470588235,0.6383731211317417,0.39209726443768994,0.5494736842105263,0.5574912891986062,0.8783511098299223,0.15261958997722094,0.31616341030195383,0.4039408866995074,0.6428571428571429,0.8118393234672305,0.968503937007874,0.33658536585365856,0.7013752455795678,0.7540983606557378,0.539877300613497,0.7668997668997669,0.992212389380531,0.534375,0.6248431618569635,0.9047619047619047,0.5605187319884726,0.7838479809976248,0.9503907577302074,0.4238578680203045,0.7072463768115942,0.49707602339181284,0.40114613180515757,0.8586387434554974,0.9914802981895634,0.5769230769230769,0.6907073509015257,0.7338709677419355,0.524468085106383,0.8813559322033899,0.9911206368646662,0.48166666666666674,0.6998784933171324,0.8047808764940239,0.6701414743112435,0.8741258741258742,0.9162534435261708,0.21565617805065235,0.5597938144329897,0.7864406779661017,0.6732673267326733,0.7777777777777779,0.9214936783299029,0.43267776096822996,0.5909617612977984,0.7951807228915663,0.5276595744680851,0.6217712177121771,0.9696969696969697,0.37009803921568624,0.6682520808561236,0.7999999999999999,0.6326781326781327,0.588034188034188,0.965586368192449,0.4555160142348755,0.6843575418994413,0.5864197530864197,1.0
0.24307036247334754,0.694672131147541,0.972192513368984,0.2771822358346095,0.5667396061269147,0.3069767441860465,0.25820568927789933,0.6481149012567325,0.9759000297530497,0.18783783783783786,0.5910224438902744,0.22857142857142856,0.28077753779697623,0.5738724727838258,0.9895083932853715,0.2761457109283196,0.32633053221288516,0.24870466321243526,0.22602739726027396,0.5097493036211699,0.989247311827957,0.28553299492385786,0.3261494252873563,0.34939759036144574,0.400679117147708,0.45781637717121587,0.9796393251890634,0.6080882352941176,0.6357206012378426,0.3890577507598784,0.5473684210526316,0.5592334494773519,0.8855577976362065,0.15375854214123005,0.3143872113676732,0.39901477832512317,0.6428571428571429,0.8097251585623679,0.9709475970676079,0.34390243902439027,0.6915520628683693,0.7459016393442623,0.5316973415132925,0.7762237762237761,0.9961061946902655,0.53125,0.6097867001254705,0.8869047619047619,0.5547550432276657,0.7909738717339668,0.9551478083588176,0.4289340101522842,0.691304347826087,0.4853801169590643,0.39255014326647564,0.8612565445026178,0.9918352857649982,0.5769230769230769,0.6823855755894591,0.717741935483871,0.5212765957446809,0.8837772397094432,0.9957134109001837,0.48666666666666675,0.69501822600243,0.7888446215139442,0.655994043186895,0.8484848484848485,0.9561983471074379,0.22333077513430544,0.5824742268041238,0.7830508474576271,0.6458492003046459,0.7734204793028323,0.9723610702734489,0.43267776096822996,0.5816917728852838,0.78714859437751,0.5085106382978724,0.6346863468634686,0.9917355371900827,0.3529411764705882,0.6694411414982163,0.7873015873015873,0.6105651105651105,0.5863247863247864,0.994988306047444,0.45907473309608543,0.6927374301675977,0.5555555555555555,0.0
0.2857142857142857,0.6905737704918034,0.9494652406417112,0.29096477794793263,0.5557986870897156,0.3255813953488372,0.28884026258205686,0.6373429084380611,0.9568580779529902,0.1945945945945946,0.6234413965087282,0.25142857142857145,0.32397408207343414,0.5676516329704511,0.9640287769784172,0.3019976498237367,0.3291316526610644,0.2901554404145078,0.24429223744292236,0.49303621169916434,0.9793906810035842,0.2893401015228426,0.3390804597701149,0.36144578313253006,0.3921901528013582,0.44913151364764264,0.9749854566608492,0.6080882352941176,0.6357206012378426,0.3951367781155015,0.5515789473684211,0.5452961672473867,0.87575670221966,0.1594533029612756,0.3232682060390764,0.4039408866995074,0.659468438538206,0.7843551797040169,0.9638881346728211,0.36585365853658536,0.7269155206286837,0.7704918032786886,0.5378323108384458,0.7622377622377622,0.9900884955752213,0.51875,0.6210790464240903,0.8988095238095237,1.0,0.7125890736342043,0.1661569826707442,1.0,0.5246376811594202,1.0,0.7650429799426934,1.0,0.9655662051828187,0.2269230769230769,0.8238557558945909,0.653225806451613,0.6287234042553191,0.963680387409201,1.0,0.4133333333333334,0.8942891859052247,0.796812749003984,0.7207743857036486,0.8461538461538461,0.946831955922865,0.2210283960092095,0.7123711340206186,0.7966101694915254,0.6938309215536939,0.7254901960784315,0.966774478094678,0.4644478063540091,0.6778679026651216,0.7951807228915663,0.5542553191489361,0.5756457564575646,0.9892868074686256,0.40318627450980393,0.7372175980975029,0.7936507936507936,0.6437346437346437,0.5333333333333333,0.9886401603742065,0.5005931198102017,0.744413407821229,0.574074074074074,0.0
0.2537313432835821,0.6741803278688525,0.9585561497326204,0.2526799387442573,0.5273522975929978,0.3255813953488372,0.2800875273522976,0.6140035906642729,0.9256173757810175,0.17702702702702705,0.6384039900249376,0.21714285714285714,0.28725701943844495,0.5318818040435459,0.9328537170263788,0.263219741480611,0.30392156862745096,0.27979274611398963,0.2328767123287671,0.5292479108635098,0.9820788530465949,0.2449238578680203,0.3290229885057471,0.36546184738955817,0.38879456706281834,0.4652605459057072,0.9735311227457824,0.5963235294117647,0.6259946949602121,0.3951367781155015,0.52,0.5609756097560975,0.8806572499279332,0.14350797266514806,0.2788632326820604,0.4014778325123153,0.6279069767441862,0.7949260042283298,0.9663317947325549,0.3487804878048781,0.662082514734774,0.7622950819672132,0.4969325153374234,0.7692307692307692,0.9936283185840709,0.515625,0.5771643663739021,0.8988095238095237,0.5345821325648414,0.7957244655581949,0.9527692830445125,0.4010152284263959,0.6623188405797101,0.49707602339181284,0.3782234957020057,0.8743455497382199,0.9907703230386937,0.5192307692307692,0.6726768377253814,0.7338709677419355,0.524468085106383,0.8716707021791769,0.988671157379057,0.48500000000000004,0.703523693803159,0.8007968127490039,0.6582278481012659,0.8414918414918415,0.9495867768595041,0.22179585571757482,0.588659793814433,0.7966101694915254,0.6488956587966489,0.7603485838779958,0.961187885915907,0.43267776096822996,0.5944380069524913,0.7991967871485943,0.5117021276595745,0.6273062730627306,0.9856137128864402,0.35416666666666663,0.6765755053507728,0.7904761904761904,0.6117936117936118,0.5794871794871795,0.9852990310725025,0.4578884934756821,0.6997206703910615,0.5679012345679012,0.0
