V1,V2,V3,class
0.3289606458123108,0.43693239152371344,0.07443864736127603,1.0
0.17658930373360243,0.9112008072653884,0.050463792932183504,1.0
0.3572149344096872,0.7023208879919273,0.43575249871102917,0.0
0.7245206861755802,0.15640766902119072,0.22171714543846288,1.0
0.9747729566094854,0.06559031281533804,0.24988292835215142,1.0
0.21796165489404642,0.8829465186680121,0.08900283337038628,1.0
0.24318869828456105,0.4207870837537841,0.23671887194963304,1.0
0.4278506559031282,0.25731584258324924,0.2079239767464961,1.0
0.9838546922300706,0.5660948536831483,0.058703744873680797,1.0
0.36932391523713426,0.056508577194752774,0.1825348022080423,1.0
0.6680121089808274,0.47830474268415746,0.25687884621752144,1.0
0.1301715438950555,0.7043390514631684,0.2842381355571427,1.0
0.05852674066599395,0.24419778002018164,0.00022468296051714187,1.0
0.9818365287588294,0.28557013118062563,0.1182305389079934,1.0
0.3481331987891019,0.42583249243188703,0.032304679554796545,1.0
0.8819374369323915,0.8486377396569121,0.023433250240055936,1.0
0.622603430877901,0.3289606458123108,0.06083941554049255,1.0
0.7063572149344096,0.887991927346115,0.0022373692699931835,1.0
0.496468213925328,0.2674066599394551,0.27993368305039035,1.0
0.4752774974772957,0.6801210898082745,0.026503129005860604,1.0
0.37235116044399597,0.016145307769929364,0.04646680131877068,1.0
0.5560040363269425,0.32795156407669024,0.26898097999612125,1.0
0.02926337033299697,0.1493440968718466,0.2911914819142042,1.0
0.5650857719475277,0.5701311806256306,0.04419159070805878,1.0
0.177598385469223,0.8133198789101918,0.4792558500347667,1.0
0.6609485368314834,0.3370332996972755,0.27389562412196244,0.0
0.43491422805247226,0.2472250252270434,0.4946194343665594,0.0
0.6821392532795156,0.627648839556004,0.0002483337984663381,1.0
0.2865792129162462,0.38143289606458125,0.42988236073204067,1.0
0.14631685166498487,0.9011099899091827,0.19684592425109615,1.0
0.3784056508577195,0.9677093844601412,0.13014110089920472,1.0
0.8234106962663975,0.9889001009081735,0.0077645700987185595,1.0
0.22401614530776992,0.21089808274470231,0.21911318818025716,1.0
0.9445005045408678,0.10696266397578204,0.06347411888803212,1.0
0.6821392532795156,0.8032290615539859,0.7918537053767812,0.0
0.8133198789101918,0.4278506559031282,0.027122780960129322,1.0
0.9364278506559031,0.16548940464177597,0.002185337426504952,1.0
0.46417759838546924,0.10696266397578204,0.03838294490773808,1.0
0.40867810292633705,0.24318869828456105,0.08248939259917965,1.0
0.384460141271443,0.9233097880928355,0.13586460368290842,1.0
0.3995963673057518,0.5227043390514632,0.01240249942055438,1.0
