V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,class
1.0,0.9999999999999999,0.14285867804342045,0.857142857142857,0.8571111665696143,0.1454561440877366,0.0,0.0,0.0,0.0352926022556144,0.2857169807761239,0.00012307169194618328,0.008225004583166263,0.4588133102013476,0.0037949442201282288,0.10118448988713827,0.008618001829082188,0.3324175888932103,0.2547407094527284,0.19497325598915172,0.02925550408524302,0.19171307531956255,0.2653094517606884,0.24920439379940457,0.16033666871365096,0.18831837851001254,0.13550755348964386,0.017696831707195215,0.019967102232202275,0.4583344458763068,0.1529409573130408,0.4588133102013476,0.0,0.0,0.09615390155024992,0.009345865015668479,0.10278579702724437,0.08333003265538425,0.040304846029838776,0.0,0.10242452116691554,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.9999999999999999,0.9952746759589239,1.0,0.0,0.0,1.0
0.2576895909587106,0.9083755189265882,0.06561961845247852,0.2279595687331536,0.2509136788398081,0.04349802107223706,0.7084917735943306,0.02469146918529132,0.03027161453753328,0.08235041382899448,0.14304337163016204,0.006655212669985477,0.014872479153918212,0.9529399791244084,0.0075639406433096485,0.03007784854918616,0.00013534550639219926,0.04631757592900329,0.11200459048271798,0.19497325598915172,0.02995418801321185,0.02331538118264123,0.20502003279630787,0.09493378503233754,0.10688870425893146,0.0035354576051052425,0.04013261330234465,0.0021116004196792453,0.010133468018523765,0.0,0.04705717984780605,0.9529399791244084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23169222329265682,0.905907103374309,0.03289524632713883,0.2044547574503966,0.0,0.22851250127362785,0.04067857128608987,0.7308085209155383,1.0
0.42553457907917547,0.9999999999999999,0.06383035884595445,0.4042560646900269,0.4040346061059812,0.021664181655166273,0.5764262745465331,0.01234576480743961,0.030179667323873255,0.05882129192104139,0.12574093987586543,0.001602033788900988,0.012005384278609633,0.917647922026589,0.003217274288100724,0.6468506723283793,0.0001583597220540297,0.3324175888932103,0.24435474230337037,0.24528778062377576,0.04335797772801178,0.12435350861642103,0.31230791337717445,0.09493378503233754,0.14585494707943503,0.07315499940680241,0.14753366600587872,0.002463117474501631,0.01937651222233977,0.0,0.08235239328260202,0.917647922026589,0.0,0.0,0.0,0.0,0.010406048448818327,0.01802048289019954,0.00743794411523758,0.0,0.010405395212103048,0.0,0.0,0.018866409762363506,0.9999999999999999,0.09433900989505398,0.018866433032067698,0.01886697816847495,0.018866126100660963,0.0,0.9811324449492329,0.0
0.101521864765941,0.636757956874354,0.10660064853944298,0.09137466307277628,0.09102681418628511,0.07235965464119243,0.840423339889482,0.037037294422318824,0.06906901903430741,0.047057379330853986,0.11174561850321654,0.003019343273571556,0.01680159452330467,0.9999999999999999,0.004490042138338373,0.4810239505345104,7.452222214307351e-05,0.16552345932185414,0.16984546968767186,0.19497325598915172,0.039548808172531216,0.07046698006516569,0.29198637431744795,0.09493378503233754,0.10458042842177509,0.028704518916758764,0.08892678925422105,0.0021116004196792453,0.013583297216316475,0.0,0.0,0.9999999999999999,0.0013071869915899776,0.0,0.05769195684841735,0.005607548073541576,0.0010621281465295687,0.0024100026994467658,0.0005667763659769932,0.0,0.000778335310322821,0.0,0.0012803094366142021,0.018866409762363506,0.7169835114971654,0.028301203344483272,0.018866433032067698,0.01886697816847495,0.018866126100660963,0.07547105829034664,0.9056622247461643,1.0
0.24137931034482757,0.8609824134246526,0.11207051724647454,0.20690026954177895,0.2842137370712364,0.087774981795846,0.6314570260060567,0.016461019743252814,0.028758496632201886,0.2823477339253327,0.2304516384628445,0.04104032244316225,0.030463196965650953,0.941176749040835,0.009562647041461862,0.12696018177077514,0.0007748119272816545,0.1989015780975616,0.2329893127824223,0.19497325598915172,0.04172520988639036,0.032747901676824606,0.21467296671343805,0.09493378503233754,0.08698298594805476,0.005059663188655562,0.06750837377811196,0.0021116004196792453,0.009242771193294861,0.013888752260804431,0.04705717984780605,0.941176749040835,0.0026143922208777797,0.0,0.0,0.0,0.05564040846146494,0.12734746754722662,0.043563350585801665,0.0,0.055212410109280685,0.022222229446672827,0.0025607108098531788,0.031644722757439514,0.463610970334838,0.014239284938084087,0.017404020974414375,0.015823235923022094,0.14557155487774817,0.04430311698363115,0.8101266649042588,0.0
0.19480511141077503,0.8952863073446722,0.1168848614129778,0.16883557951482478,0.20749521670410115,0.052893593623840274,0.7427866754081983,0.016461019743252814,0.0307023471223299,0.2823477339253327,0.27185088761861637,0.04104032244316225,0.03988568453250449,0.9647055760550811,0.005727139659439898,0.431152456512832,0.0002290462415867993,0.3324175888932103,0.24868461949201848,0.2754771231982321,0.0433974752277817,0.12435350861642103,0.2740579514141295,0.10974403723094822,0.18610157858613588,0.07315499940680241,0.12210069040946064,0.0031723611239980872,0.02204007111924076,0.027777504521608862,0.011763829252163238,0.9647055760550811,0.0026143922208777797,0.0,0.03846165664053311,0.005607548073541576,0.012246892322665043,0.027718991857176717,0.010412754122608737,0.0,0.011962733358743823,0.0,0.0025607108098531788,0.0,0.5760044550779638,0.047998880842166275,0.0,0.0,0.1520004995907957,0.01599982446271628,0.8320001044389831,0.0
0.22892827329352083,0.9103702114242672,0.06500170597575097,0.21178975741239892,0.23435654271691206,0.03127399357034234,0.7371515094751959,0.02469146918529132,0.03156813195967898,0.08235041382899448,0.14035504744656363,0.006655212669985477,0.014944051887301827,0.9764711729857538,0.007826575279072974,0.03194025403210787,0.00013534550639219926,0.04631757592900329,0.1092232042525722,0.19497325598915172,0.030000971459541267,0.0401569845277321,0.21404070799452268,0.09493378503233754,0.10679297763970667,0.006588864120287974,0.040891380135347585,0.0021116004196792453,0.010143705913066625,0.0,0.02352765850432645,0.9764711729857538,0.0,0.0,0.019230972350916278,0.001869260195555163,7.085310480310636e-05,5.72794573319782e-05,0.0,0.0,0.0,0.0,0.0,0.2006636694497966,0.9078134760215446,0.03146881971316584,0.18511468736001688,0.0,0.2088125186935701,0.02961792714404829,0.7615690651731892,0.0
0.06817889937712707,0.6449534936677818,0.03409264925944533,0.05682210242587599,0.12467071513739844,0.05785205843161926,0.820976553963348,0.04526780429394523,0.05283385632167948,0.02352868966542699,0.11622427226592713,0.003697288476075867,0.016372158123002977,0.9999999999999999,0.004905775089420463,0.4490613476366075,0.00019836062070435583,0.3324175888932103,0.23657084565298822,0.19497325598915172,0.043184725588244315,0.12435350861642103,0.2898887630382229,0.13607167299729664,0.14064001372683596,0.07315499940680241,0.12736208900129878,0.0029466050946776396,0.017085203171017204,0.0,0.0,0.9999999999999999,0.00522878444175556,0.0,0.0,0.0,0.011609882804954105,0.03512254452411435,0.009562895939246472,0.007272700258760039,0.010405395212103048,0.05555443576571193,0.008962717676048063,0.008065055662598991,0.3306540007307271,0.0,0.008063028642196546,0.008064729019825245,0.15322646910918358,0.048386453309077274,0.7983870704538854,0.0
0.7500160534258011,0.9999999999999999,0.25000308956238365,0.49999999999999994,0.4998169869395225,0.2545460849923469,0.2508444943960539,0.008230509871626407,0.013133641263934782,0.08235041382899448,0.3833361631482634,0.0023416316036895344,0.02742826193778781,0.6117637034529931,0.004504878469925965,0.16709874473870454,0.011623987169026812,0.44368230621456944,0.2807183786670067,0.2620586610416352,0.04099007066089926,0.12435350861642103,0.26701181681402464,0.12578790678575094,0.09687895098074631,0.0819493097053369,0.1172648848178276,0.0022008179462839122,0.01002972402048944,0.0,0.3882436221044494,0.6117637034529931,0.0,0.0,0.019230972350916278,0.001869260195555163,0.03843847778120161,0.05624233354071747,0.02989209190723004,0.0,0.038365389044162854,0.0,0.0,0.21472148629843715,0.9999999999999999,0.0,0.2147216147137098,0.21472242021065968,0.2147254387031675,0.0,0.7852767143495899,0.0
0.03457907917549602,0.9999999999999999,1.0,0.024981132075471646,0.024595846158112167,0.014672300460181212,0.9639099622240954,0.05349831416557163,0.08147757321065477,0.0117639125901874,0.05278548116286526,0.005422627489545329,0.020903046989382962,0.29410442056032726,0.07614163204066794,0.03750884642604391,0.00012657818614007256,0.022475220686160147,0.05314121313069331,0.19497325598915172,0.03074132588888548,0.12435350861642103,0.317685493550623,0.09493378503233754,0.10562258425748654,0.005734035179738861,0.03383006357235627,0.0021116004196792453,0.01030478212054097,0.2916637974768931,0.4588265976174287,0.29410442056032726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0
