att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,class
0.07245631340179566,0.14486903179559477,0.3048257795226237,0.5576554351277958,0.49231896377782286,0.2334484005060159,0.1031972127374493,0.2701705325390897,0.25543554274146546,0.3570567539660157,0.6441303656371391,0.3987178551589368,0.24225526081638177,0.12919027612079395,0.2715375054610664,0.4528900628414141,0.5168165034350594,0.20205707507264956,0.23124633634269992,0.23720241166564102,0.32864513363788106,0.5677697150762551,0.2944328070624321,0.3473394367535156,0.2468702562490221,0.38645738790124484,0.4732350941674495,0.5955039101223737,0.1582921820892757,0.30125030501195643,0.491650338103954,0.22212077280365036,0.5719264464548649,0.3504788914429022,0.4384913840239787,0.5748770169577192,0.32712162240119536,0.44619888301313265,0.19192882268440734,0.6474021193053767,0.41650651072487704,0.46963855263458343,0.5166360155297067,0.17458581961158642,0.6022761632863352,0.4055387262730839,0.3755571500135896,0.0
0.19031280068260623,0.26547436088547177,0.4024422500312401,0.25845682324785446,0.4152570864787867,0.4272771206960454,0.7926707780195518,0.36799210864027276,0.34734449283808233,0.07333073868645425,0.3851420056054385,0.4502583697343119,0.2731529490763223,0.24970256398466556,0.38597810921304654,0.25718018432259354,0.3180447649864213,0.4698799978852037,0.22714097905694264,0.322905798835878,0.10497468072311848,0.3344757540727644,0.25222412992618665,0.16172503846172318,0.37080445703655346,0.2502103842121156,0.32107722740139905,0.7766314893570085,0.10896508552130887,0.11684036894246255,0.31692682888428003,0.20655429948811208,0.10395340079718453,0.2510230120689684,0.3265483145542501,0.8306030197508734,0.06896985912895703,0.31696401763588206,0.23276323786117872,0.1772083571033794,0.32820739406268373,0.7738660829336054,0.3591264467914278,0.2541407182483587,0.1979405299011705,0.7303490186339248,0.32975064581333513,0.0
0.1446483791127329,0.295192772521384,0.45001349011622677,0.3779953563267401,0.22303249391268318,0.41876353832169055,0.5011223138064586,0.06319153147286227,0.1627832561420728,0.24791639185141595,0.08232783470805283,0.3770385205633051,0.6622856052932578,0.26964822494948315,0.40955123723744863,0.3016120502264747,0.38386073405935467,0.3248256663196317,0.02123383771790646,0.15109812479434978,0.24154192021325316,0.1286951800285199,0.20434301215646686,0.46588125932530206,0.3793240222584626,0.25714879934611157,0.41306122172614534,0.7534669885721956,0.2690946215638366,0.22675555121760774,0.14837703504662686,0.10876835620081071,0.33884683380541214,0.23773787620308814,0.4075714599032175,0.8704592611660924,0.07396310742284613,0.1572942626015307,0.0657179843929923,0.22078071872343652,0.3978864945417402,0.8268813654115833,0.31665559500656065,0.04121729961645006,0.15620300868216883,0.7845618051918197,0.32141394247727717,0.0
0.06623943261381308,0.11319142588341904,0.15795823834051828,0.3075769093886691,0.6996604165438223,0.4204372366031515,0.23151814184753955,0.03428687263370939,0.07824203294175382,0.18943433107430674,0.3679351908575739,0.21960054540262602,0.2909076177888114,0.09823558246141542,0.137140093309399,0.20598684282115218,0.4111914567226869,0.35091608439672983,0.46258046863328334,0.06991215325822858,0.17516015971812846,0.33829041159782675,0.20984816899315228,0.49976769719431713,0.12027057398106494,0.14659848309743292,0.2537505627421386,0.434717899411025,0.4713343049955669,0.1568391976965497,0.30139521285711324,0.2415202907929321,0.727285646382093,0.11948000391751781,0.19084675252691766,0.46618837269399105,0.066434105098697,0.27905730475299195,0.25425491237147074,0.8574237121000435,0.16570502948255889,0.40609813698885755,0.35950408031068415,0.25472000832941133,0.8549739421238565,0.3648084382590752,0.31478299870641446,0.0
0.16302670515404025,0.1476466467417973,0.048430911563232065,0.128191511838059,0.32730101906088105,0.7027590679644555,0.1024581437310912,0.1900406698717335,0.265516363524829,0.3710060177536045,0.5266098067173218,0.46023359180325724,0.4869463968032774,0.13571457309207835,0.06277020356688204,0.15088332072828714,0.07625724148405548,0.6413753999236691,0.13534569199796945,0.2421925863811886,0.3471077389311867,0.4957683866949345,0.31104163059877843,0.45758016603242163,0.06903680163598454,0.14917502571001023,0.172827716003007,0.45090044028741005,0.1655542232254539,0.32268820457761943,0.4521880592749853,0.24635631314551734,0.2421238887894452,0.15207670299020454,0.2253067149423216,0.4265204388064864,0.258026136730722,0.4266294700662682,0.23705789818485806,0.28906560088586847,0.24863229879445203,0.38522399105062943,0.4996442290624159,0.23591395333544538,0.42167559499508706,0.3591107275233179,0.40909959796099227,0.0
0.07892332177501829,0.045003706308611995,0.08247679616072973,0.1596882901800621,0.30091095483512154,0.5725241727211174,0.23176293618665061,0.01026323686209913,0.14322017912462043,0.3641648716896372,0.61380138762649,0.5305854695893303,0.27223176820509754,0.034970593041023595,0.07817854992226421,0.12162938930767497,0.24158230662375313,0.3931921798064807,0.11671107050178701,0.13126709699449493,0.3280373651623935,0.5238936660487933,0.341563370071274,0.3448819938661241,0.07240056919816155,0.0942036405087352,0.2232482918441774,0.5654303088042251,0.18246849100582477,0.29533492752915913,0.44214994128792884,0.21685974152767395,0.45201291047896347,0.08534664173294916,0.21059720404156074,0.6264207778123367,0.2892562227990107,0.39352932242885286,0.16074431754549684,0.6458812570357578,0.20086332347225014,0.5607854309308454,0.5823348564430852,0.12984863032054586,0.7096821318252498,0.5102220135291109,0.5403317563690727,0.0
0.07712401688764632,0.25118452380123124,0.38745472882230375,0.4236415117725074,0.2266258457230973,0.46962331145740166,0.21219652638905864,0.02429019262323865,0.12741496181333006,0.25161386138226816,0.4478837333519892,0.5842077958347647,0.3758946141776428,0.2232005839516746,0.33977434831641,0.32363598392588344,0.3690150104392733,0.3661547225192046,0.17543042473932002,0.11607559174578852,0.22841344710429942,0.3994985813121724,0.4056505104134964,0.3603170512314319,0.3056313862967888,0.2614835668888567,0.37327330250906793,0.38406711948300976,0.10334729172066857,0.20486067053828508,0.350299325908359,0.34111331420460483,0.3289282430905517,0.23010384352027483,0.35633534995415056,0.47600532710777466,0.35941066500402313,0.32125191392744373,0.32357917975808875,0.4597010876795157,0.341109129210562,0.4487574514955518,0.5440067231938875,0.3126680150607667,0.5342076919800736,0.42306261522815175,0.4336672596550232,0.0
0.30556311989785107,0.16410132813053402,0.3474322655971431,0.34662760868778164,0.29474726507532295,0.32482780325161587,0.37365604647070694,0.20115465405070646,0.31695334785142465,0.6679249784661393,0.5243490921922399,0.6052937980349266,0.5406359058511457,0.14475876276470578,0.3397630704460279,0.31574972412053787,0.3666966975550176,0.120918364798272,0.08105490563873777,0.2938627226492662,0.6416016765540334,0.517369061205571,0.41156865643378293,0.7719241628527863,0.33263029700612806,0.30001880695024485,0.3292771369722601,0.4521710570719659,0.20796439086346294,0.6161973549363136,0.4901739867996561,0.32081768673456984,0.6249464323121814,0.2981616126780252,0.2908946542845556,0.6148399825337642,0.19368925950500507,0.47533364682617757,0.2986839112399153,0.48538956110746967,0.2640555099421309,0.610138382204995,0.08883685958451681,0.29033366963917195,0.6451055218252622,0.5951346487273996,0.0,0.0
0.2606188237145156,0.3180564689900869,0.22128393913669114,0.14709682682999564,0.48232874232024303,0.17265691240391362,0.12187744154604432,0.278042738480594,0.19309787442873355,0.41438847809996276,0.6492980287110683,0.7131995770815774,0.14287600951492735,0.30633815826962446,0.2382208701308731,0.1607593622361867,0.5203987079152195,0.1861246004847743,0.13606745354183838,0.19981338172945537,0.3987139787883259,0.6736556256709865,0.7330781257130408,0.31273372963597357,0.24562005102357398,0.166380600032637,0.47569190116485166,0.5937322897818772,0.2606083611052183,0.3810627104582499,0.6474928560844958,0.6594640343472418,0.3294754358763929,0.17773246868915502,0.44205112156484044,0.5971476338862337,0.8357426740873716,0.6293358282748281,0.6248614914401455,0.2652323599845152,0.4226886291179596,0.5102773060713314,0.7700537611317345,0.607652238188076,0.2964719436969978,0.4570981436520631,0.5746438376665949,0.0
0.3264830649504687,0.4056851355538035,0.566764213287596,0.5331834706773202,0.5712448059538852,0.9047801098936028,0.26871975955287664,0.0432013637495451,0.15236212925190934,0.17705460351179467,0.29684001919517183,0.1207758490381521,0.35057419060328154,0.3917098896551385,0.5572316898818251,0.4850142378500346,0.09738935939944471,0.7644452961741371,0.0971335227224576,0.13955523906211081,0.16978492378893248,0.2910366789467758,0.20928747524716607,0.21466159932749107,0.5452958170822984,0.45703226325136287,0.1314475138635734,0.11210241071704917,0.2947059096989386,0.15552057000634426,0.26930782224286637,0.2324652029430064,0.09993586901487896,0.44510536281405017,0.2338646355372272,0.4718442432890372,0.035997640279312716,0.2554402750221204,0.2351919889544447,0.06277015216815579,0.2849203503771278,0.5762113432060596,0.4850823649815347,0.23010045129362294,0.0951331597654491,0.6089549679620339,0.5668834682792828,0.0
