att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,class
0.2932171615936358,0.7412207587842143,0.13149064585564202,0.44590035360644387,0.2257738842136989,0.4134796409469474,0.5151479577025286,0.309207844204029,0.4396848938986513,0.33340092506462504,0.37837399295442925,0.4504554386814911,0.5378581812707058,0.3480203155928195,0.38241299516506577,0.6973481193873605,0.333477578699253,0.711117219783733,0.5719297342086813,0.6970235504945833,0.33328633578852107,0.5164009413064367,0.4561423926747629,0.6463559019538485,0.5255941560796243,0.4631865692910825,0.32187793646670004,0.4864391646673071,0.7565893518354156,0.7225466735170283,0.3695415665740722,0.3406362940290743,0.6511697235206003,0.48197901612228783,0.6585045463474936,0.5281985227318587,0.2741731404166885,0.5965406817765586,0.6608032160198006,0.6154873725916781,0.6769688284241537,0.22745115233979124,0.3809304871707372,0.3642754515875699,0.32423943486969825,0.8617909100163315,0.5696850534990755,0.5041868114682933,0.3363457675423788,0.5614909187207052,0.5310634619309729,0.5151230426640846,0.8275689167205222,0.5354396939259698,0.4367650996629799,0.41540228377031263,0.6927936892930083,0.689756501464407,0.21846846646973872,0.815770297170482,0.6607716959160131,0.6090765632202841,0.5577045948708339,0.46677670939405447,0.0
0.7022612005243141,0.7638894356631689,0.7805736143816749,0.444101513499316,0.5072561758488536,0.4297366061659552,0.5368005813842838,0.7543197080088454,0.42758647572822167,0.6745725401134033,0.08762205428539238,0.4054321097194068,0.4741148752919696,0.5390738894997176,0.633489115672341,0.48213094586797833,0.21912864408553895,0.14222336601054586,0.6008928038753267,0.44300289997192355,0.637137614211749,0.7211886883124453,0.43193968291719426,0.5671261287466088,0.44207959557514936,0.6260691965495612,0.6960997097879082,0.22820410032627847,0.4422101941202603,0.4816170381847953,0.1855019439219852,0.39281006060395374,0.5500397514173867,0.4423184835455799,0.6222209807294791,0.299953140362326,0.820542964608558,0.4201537947344649,0.6512191614415559,0.5017345661643706,0.5297959608105327,0.5380983807178891,0.4822511943645492,0.1324918254250957,0.44906769882404335,0.5885036359049485,0.5708949968495349,0.7175906546992963,0.6567141640851377,0.5920650172614973,0.6494479182020498,0.2856125894965573,0.6078468919004059,0.41152337640120495,0.6027255689621713,0.3286595808201786,0.29891382650439247,0.7238020048242468,0.5569015987869814,0.33779492301270964,0.42145605749905446,0.5840396822099276,0.5440407584599661,0.490588003133501,0.0
0.6835019766014369,0.49456330753978633,0.7936890845339986,0.5101950656493917,0.17791888241541629,0.5624772342035385,0.3360627168256614,0.7213616966813327,0.4666305229755576,0.4468732251350353,0.15006357922956853,0.20717715042017004,0.3441318835995721,0.25685747248171886,0.5165258855430673,0.653585931358954,0.4200557810245853,0.3873001865382494,0.4919262668111416,0.7099313403365832,0.693873616079821,0.4526597510446105,0.49341270763599576,0.6723563741198254,0.33401472744402677,0.7859674431337389,0.6508855595640837,0.5337342402597222,0.7684760633627873,0.7566858199956195,0.3006083690957048,0.5981701265029811,0.513140272753492,0.5540725761613841,0.38305476511892156,0.3065192171215494,0.33882146886316744,0.36619264556842696,0.8267939598579387,0.33510929752594615,0.29363333482233195,0.5727444741725145,0.29094842295129913,0.3002093178036247,0.5809245770109539,0.44297095259381863,0.31269005011916473,0.4816387422223041,0.22397174609993725,0.45432094567054054,0.48794685654684256,0.895982462634547,0.5663943755669292,0.3820433134261487,0.34544647894072045,0.5882553612836503,0.4650075415427413,0.3282070080751817,0.44383124587675044,0.47502614403067567,0.4927818596624985,0.5477042299805048,0.5703551962351179,0.5562325501969185,0.0
0.09244032006337638,0.5635810538961854,0.4406584247774013,0.11442203631976877,0.2665211665144181,0.37594896071352385,0.5789610711594723,0.16373054905137913,0.40635734512798166,0.4051401812153717,0.38066086452897047,0.4103884411355359,0.38176044910252405,0.3577448048132845,0.5049064920021566,0.2719624049801947,0.4707375825254751,0.5507833788041155,0.5650203837083307,0.3967564934256694,0.6443830797523261,0.6400444111118588,0.6920183365156927,0.649581295136771,0.3946566643305156,0.5201152062014179,0.5150729332026678,0.7402130733143095,0.6702756409825856,0.6633836498368697,0.6997089022376827,0.43991507096204946,0.635877501628751,0.552249415524742,0.5342037394081944,0.6854191276494244,0.3052865490162252,0.35003426371731017,0.44817902548876665,0.5935862449946531,0.7675465672113229,0.8027643744820738,0.4513794098051641,0.4601145264487635,0.480197528108917,0.5104233701128464,0.6961701992470654,0.43877088836479505,0.37088752451590046,0.6000679654876174,0.40617690941518625,0.6889630126862012,0.6827334097630265,0.4573762708371464,0.4793602323340834,0.26363952707095106,0.35149800612833343,0.4547243136960292,0.46099905062094787,0.6244388493415832,0.7534848753417224,0.4166673098844064,0.6470638048286144,0.831539392072147,0.0
0.15030844959421258,0.518032504884192,0.4501222484142205,0.4346813995403296,0.5806317940327356,0.25903253339497967,0.5280090314457375,0.33695659275200307,0.3593185249243729,0.3178018554372574,0.6639238237659133,0.44167021662158334,0.40087653879688895,0.38335032498789123,0.29013533740966524,0.47667946349812584,0.5532207645946912,0.3207033423460793,0.7437371916629486,0.8817524867818567,0.3340515406836722,0.30260564118433303,0.6870730672403472,0.5212126608164281,0.4947112413651812,0.4319363626073074,0.4610932537270986,0.5236342827783045,0.5713503021045127,0.8099241222024185,0.7569406389014248,0.48792794901103975,0.5425813420287983,0.4878588294820611,0.35630265853704735,0.6206699113015259,0.2564222274364754,0.5583882415090043,0.5278803542566572,0.29662943761059113,0.5134416299115901,0.5182595347616314,0.43265540957766613,0.679335853017174,0.5984087112119896,0.3044937985285243,0.5911991711717437,0.6005212660669422,0.2773192728939401,0.635080200722489,0.482430842437057,0.688727830016697,0.3592605523462237,0.3818691101428723,0.5680615107840983,0.6166806913860179,0.35526742097801167,0.19593719615379002,0.19596291156398354,0.5271723052155048,0.20630219934281202,0.34270690439775364,0.43051574514162566,0.6119705649138646,0.0
0.1653180437769723,0.6772969994662016,0.3231555979245602,0.392500518497711,0.32045714730929437,0.3261609355739108,0.49116914007030216,0.23481838442171982,0.38466466347154443,0.21156176197162863,0.37588923578472144,0.3673416097771315,0.30538980537136823,0.4581038393406732,0.3519805210704755,0.7418543702504459,0.5713678262847022,0.5974137190769558,0.6145636815603289,0.5853484456648366,0.40289375005947026,0.4052198754047295,0.6375553985021065,0.5739118628881571,0.5481721372373459,0.5249727595535798,0.382171561947037,0.5195639670320609,0.8381323349219767,0.59349245496715,0.4294334946027083,0.501331115196252,0.6589527193790438,0.6673828346882434,0.6140540846163631,0.5115886404061192,0.44846404387050126,0.22937815664480707,0.5651462363206772,0.383666379909593,0.5996866268152052,0.45185819250615794,0.3570061261963957,0.6791836551802359,0.512276753033278,0.6020340118290467,0.6111247013529646,0.3330673317119465,0.16511073625353495,0.756393048900903,0.439865744729862,0.7921701249947184,0.6823416319252715,0.39993771947976975,0.402293450137501,0.7605907445791644,0.7661724789307301,0.3867484273636296,0.31300276578309394,0.6232801413153658,0.7150803195637363,0.4944040877773795,0.1733343398007542,0.43398063295764755,0.0
0.6878175905304802,0.3222066707635305,0.5489952319751108,0.3534668928610254,0.4072748955698987,0.3537827064321821,0.3990013956530628,0.5978236059792319,0.14482676270970074,0.7021536448363844,0.7490885387652655,0.7490695586687534,0.7852740236296509,0.6051710590993611,0.28720842376136835,0.41566797690963875,0.5938391807553058,0.45167770752948605,0.3007534450889158,0.5961259551426052,0.532227457315814,0.4286870566362379,0.5479838638842081,0.4916417758919787,0.24856086074634512,0.37664865233056055,0.3961426733893196,0.6310856094005466,0.4970222291734033,0.6611633347148048,0.2719236068091929,0.6074964444163315,0.444949087346636,0.7628645139690574,0.6072256928995899,0.3990973131399253,0.7181575845166437,0.36462308482642625,0.6937664250489742,0.5020462293688607,0.5309820336450223,0.3872068012412908,0.5985966216545604,0.560262965117613,0.468103096234707,0.3040742199659793,0.5851768702320167,0.1504290701889734,0.6023178504938133,0.4969141787391027,0.4495906517163992,0.3678158273002675,0.6467045678709707,0.520853727025163,0.17483884504482272,0.31818199147158593,0.5457273943987677,0.5306562078263487,0.4507695756405203,0.3474416976649253,0.5577715700630442,0.9205925529837613,0.5115747223971973,0.3866791278263008,0.0
0.8151998956633402,0.2866680235610339,0.6069733755612302,0.6791155804000412,0.3317611611811937,0.5008743180550688,0.5931889139256801,0.3222655704429278,0.35681708566158415,0.6339438410957665,0.1994332842654085,0.2961060159450716,0.7497224282686403,0.3644975876383414,0.5383259858379921,0.388031209624553,0.5519966141543748,0.6098161288097341,0.6621439224934668,0.7790578730787252,0.8327384382825156,0.5147999723822072,0.6963177872940758,0.5657718342520157,0.4823667382885805,0.8190217188442311,0.2508395430042115,0.41866794246824246,0.5937084348424326,0.6390623689603707,0.2832554141100425,0.4696090551313026,0.6788445264751809,0.5757257882531601,0.3696468358073388,0.45268101804016747,0.5154255102042867,0.5983566535039399,0.597132289853848,0.5426016001852478,0.6118307530940049,0.565483547769209,0.4232529371617998,0.19506237041506708,0.23521427830894603,0.6652407781972578,0.6814722644343372,0.4830121296189668,0.47984767254052885,0.3872679755208477,0.7803250134215433,0.4258072686246584,0.699886621034453,0.6448338052287741,0.52794811930709,0.2785532747182885,0.5271093580100208,0.6672950546335416,0.6077376611339764,0.3992121817422932,0.30857821463552304,0.32201543821110806,0.6226672080767276,0.37601728321642414,0.0
0.510353874758036,0.6613233183670437,0.15871179213055303,0.7095446819096854,0.7763719025950515,0.6442346113505546,0.5285274801765472,0.5868711083505977,0.3152528413046501,0.5545652914240388,0.38506794545876866,0.4957298145275269,0.555496687798807,0.4969722491417849,0.5187427247901443,0.6886441409345654,0.5651968398774165,0.7085770830115345,0.5658871821021098,0.5071063649704315,0.6834997599331979,0.5849716805051655,0.5767955893806044,0.4124046704144505,0.5423966637489844,0.2957484225704232,0.5949895109070027,0.5976056311417052,0.6166073524092079,0.6427126292279746,0.6070475405953139,0.3971595469280599,0.22932242598662356,0.7754753099055128,0.6288496545129761,0.7186294639796715,0.6033534015060077,0.6723999276743025,0.3570924581879843,0.35457758977762643,0.7261754728730082,0.5133009488003294,0.24841543573993727,0.4086762892034646,0.36714248235352775,0.621271629909283,0.5065776182248085,0.8848749838186546,0.5107454835826748,0.5655854896336955,0.46350394725772853,0.4523035883131799,0.4122441029044108,0.515605568470572,0.5060788552676444,0.5751850940874405,0.45949406907604784,0.7878701485269185,0.4880681565060863,0.4606882072074965,0.49295579874601364,0.4648043569763205,0.6058746462180252,0.6143618895106532,0.0
0.42647786587353603,0.20841691468938145,0.6013638577088659,0.3940312111207029,0.5158938360836758,0.22814504976405892,0.33557097593987173,0.1443681456544113,0.3582211372921823,0.20585393127322432,0.7474922952537444,0.37493454832205564,0.5828692677328751,0.3468272834643938,0.5179690011999706,0.633255202810401,0.3855485515102147,0.5309776389238383,0.5203683599974505,0.7909385251958497,0.4814839317258759,0.3397794654205972,0.5621633241758861,0.4034634099569008,0.27230912325486334,0.45181107441885465,0.34254901623556727,0.43916349559281637,0.5137771555831044,0.48098112703648305,0.2318445815452147,0.4224430304736412,0.5794152633417452,0.53359278311624,0.25096063172022715,0.28684944803787826,0.3087602268562054,0.717108339049243,0.6059427371142149,0.4385192160896298,0.3846849901372149,0.6872003710522482,0.47174759095857904,0.465116266545052,0.46379940675880266,0.4826972528226394,0.3293108570736033,0.3200373290926986,0.492366490356919,0.7641105565500352,0.6500410203606746,0.6639420562530632,0.653417339966044,0.5594239564241303,0.7890015452422767,0.3898683113690147,0.5454399547407481,0.28599619940580584,0.6053875530708925,0.5920224013062843,0.5501436199591865,0.5183032124045664,0.4392577823358027,0.5571223558099933,0.0
