loc,v.g.,ev.g.,iv.G.,N,V,L,D,I,E,B,T,lOCode,lOComment,locCodeAndComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,class
0.046511627906976744,0.029629629629629627,0.0,0.03278688524590164,0.040229885057471264,0.02333605343162178,0.03,0.0641025641025641,0.058312302575501816,0.0024549464814974872,0.023121387283236997,0.002454939362560324,0.04666666666666667,0.06289308176100629,0.0,0.026666666666666665,0.16326530612244897,0.04460966542750929,0.03841463414634146,0.04283216783216783,0.021276595744680854,1.0
0.02159468438538206,0.007407407407407408,0.0,0.00819672131147541,0.028735632183908046,0.01501000859972501,0.03,0.06650410108623364,0.036150619223505424,0.0016377852922486922,0.015028901734104046,0.001637803912727848,0.021666666666666667,0.01886792452830189,0.0,0.03111111111111111,0.13265306122448978,0.026022304832713755,0.026829268292682926,0.03146853146853147,0.008510638297872342,1.0
0.07475083056478406,0.08148148148148149,0.0,0.03278688524590164,0.07902298850574713,0.05238816791936379,0.015,0.10566762728146013,0.0794210552705029,0.009082575517380636,0.05202312138728324,0.009082577450796485,0.07166666666666667,0.012578616352201259,0.041666666666666664,0.017777777777777778,0.2551020408163265,0.08364312267657992,0.07378048780487804,0.08653846153846154,0.08085106382978723,1.0
0.03156146179401993,0.014814814814814815,0.0,0.00819672131147541,0.05747126436781609,0.03466024533307841,0.03,0.05708268676568388,0.09723731051426471,0.0032471008536313723,0.03468208092485549,0.003247091362876613,0.03166666666666667,0.08176100628930819,0.0,0.05333333333333333,0.14285714285714282,0.061338289962825275,0.05609756097560976,0.05944055944055944,0.01702127659574468,1.0
0.02159468438538206,0.014814814814814815,0.0,0.0,0.029813218390804596,0.01604112757774926,0.025,0.06897953151555457,0.03725368943559574,0.0018151509678162802,0.0161849710982659,0.0018151695804210512,0.021666666666666667,0.0,0.0,0.008888888888888889,0.1530612244897959,0.027881040892193308,0.029268292682926828,0.030594405594405596,0.01702127659574468,1.0
0.05813953488372093,0.007407407407407408,0.0,0.0,0.07614942528735631,0.05098199145886567,0.04,0.048843567575556045,0.16719870305684156,0.004085724163530555,0.05086705202312139,0.004085719308841702,0.058333333333333334,0.025157232704402517,0.0,0.035555555555555556,0.14285714285714282,0.10966542750929367,0.06585365853658537,0.09090909090909091,0.008510638297872342,1.0
0.0,0.007407407407407408,0.0,0.0,0.003951149425287357,0.0014663090065062643,0.125,0.014778689130274143,0.015894238965119583,3.555445049714672e-05,0.0011560693641618498,3.554042902555294e-05,0.0,0.0,0.0,0.0,0.05102040816326531,0.0055762081784386614,0.00426829268292683,0.0034965034965034965,0.008510638297872342,1.0
0.07475083056478406,0.07407407407407408,0.05737704918032787,0.016393442622950817,0.07255747126436782,0.04729694569067433,0.02,0.10249020911845118,0.07392241739508297,0.00795444373862328,0.047398843930635835,0.00795445273207059,0.07166666666666667,0.12578616352201258,0.041666666666666664,0.10666666666666666,0.24489795918367346,0.0762081784386617,0.0676829268292683,0.07954545454545454,0.0851063829787234,1.0
0.019933554817275746,0.007407407407407408,0.0,0.00819672131147541,0.015086206896551725,0.007497680464130743,0.05,0.036281681814823025,0.03310881954774121,0.00044624620745226004,0.006936416184971098,0.00044625319758712036,0.02,0.0,0.0,0.026666666666666665,0.11224489795918367,0.020446096654275093,0.014634146341463414,0.015734265734265736,0.008510638297872342,1.0
0.016611295681063124,0.022222222222222223,0.016393442622950817,0.016393442622950817,0.015804597701149427,0.00824779542907848,0.04,0.043781866548437146,0.0301840121671987,0.0005922750838862232,0.00809248554913295,0.0005922844041867887,0.016666666666666666,0.0,0.0,0.0044444444444444444,0.13265306122448978,0.0241635687732342,0.013414634146341463,0.019230769230769232,0.025531914893617023,1.0
0.011627906976744186,0.0,0.0,0.0,0.009698275862068966,0.004411647365789747,0.12,0.01551762358678785,0.045543429211304796,0.00011232037861115573,0.004624277456647399,0.00011229934378488325,0.011666666666666667,0.05660377358490566,0.0,0.026666666666666665,0.061224489795918366,0.018587360594795536,0.009146341463414634,0.01048951048951049,0.0,1.0
0.03986710963455149,0.0,0.0,0.0,0.06645114942528735,0.03616664270359011,0.025,0.08035912214586566,0.07210068022663078,0.004768422888671942,0.03583815028901734,0.00476843202356688,0.04,0.0,0.0,0.008888888888888889,0.1020408163265306,0.040892193308550186,0.05975609756097561,0.07604895104895106,0.0,1.0
0.06976744186046512,0.007407407407407408,0.0,0.00819672131147541,0.16882183908045978,0.11052015037762083,0.02,0.10537205349885465,0.16803436230842514,0.019106346223831935,0.11098265895953757,0.019106366405419982,0.07,0.012578616352201259,0.0,0.013333333333333332,0.13265306122448978,0.1003717472118959,0.1524390243902439,0.19230769230769232,0.008510638297872342,1.0
0.026578073089700997,0.029629629629629627,0.0,0.00819672131147541,0.0319683908045977,0.018586353227055482,0.04,0.0449272149560334,0.06626777865057744,0.0013700473817029467,0.018497109826589597,0.0013700519941755758,0.021666666666666667,0.025157232704402517,0.0625,0.013333333333333332,0.1530612244897959,0.046468401486988845,0.031097560975609756,0.033216783216783216,0.03404255319148936,0.0
0.0,0.0,0.0,0.0,0.00035919540229885057,7.709300770274787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0006097560975609756,0.0,0.0,1.0
0.023255813953488372,0.022222222222222223,0.016393442622950817,0.0,0.016163793103448277,0.008129843127293276,0.04,0.04913914135816153,0.026507111460230975,0.0006554487250298128,0.00809248554913295,0.0006554580425257007,0.023333333333333334,0.0,0.0,0.0044444444444444444,0.13265306122448978,0.018587360594795536,0.015853658536585366,0.016608391608391608,0.025531914893617023,1.0
0.07807308970099668,0.04444444444444445,0.0,0.040983606557377046,0.05316091954022988,0.034329901795072136,0.04,0.04876967412990467,0.11276385940868751,0.0027469902144716847,0.03468208092485549,0.002747001775759661,0.06666666666666667,0.025157232704402517,0.14583333333333331,0.04,0.173469387755102,0.08364312267657992,0.05,0.057692307692307696,0.05106382978723405,0.0
0.11627906976744186,0.11111111111111112,0.03278688524590164,0.05737704918032787,0.14583333333333334,0.09889645214123902,0.01,0.2069755412694894,0.0765463874450554,0.03358421847484535,0.09942196531791907,0.03358423334037132,0.11333333333333334,0.04402515723270441,0.041666666666666664,0.08,0.2959183673469387,0.09107806691449814,0.13597560975609757,0.15996503496503497,0.11063829787234042,1.0
0.006644518272425249,0.007407407407407408,0.0,0.00819672131147541,0.004310344827586207,0.0017334362781962858,0.095,0.019397029483484814,0.014323199572142464,5.517061847319474e-05,0.0011560693641618498,5.518229926807746e-05,0.006666666666666667,0.0,0.0,0.0,0.061224489795918366,0.007434944237918215,0.003658536585365854,0.005244755244755245,0.008510638297872342,1.0
0.026578073089700997,0.007407407407407408,0.0,0.00819672131147541,0.06609195402298851,0.03869529335624024,0.03,0.06085125249390378,0.10188357595306938,0.003862529792011301,0.03815028901734104,0.003862550650368822,0.02666666666666667,0.050314465408805034,0.0,0.044444444444444446,0.12244897959183672,0.055762081784386616,0.06585365853658537,0.06643356643356643,0.008510638297872342,1.0
0.03820598006644518,0.0,0.0,0.0,0.07794540229885057,0.04163060962452236,0.03,0.06295721569496784,0.1059114535457022,0.004301118800838485,0.04161849710982659,0.004301106926640349,0.03833333333333334,0.04402515723270441,0.0,0.04,0.07142857142857142,0.04275092936802974,0.07256097560975609,0.08566433566433566,0.0,1.0
0.051495016611295685,0.022222222222222223,0.0,0.016393442622950817,0.07938218390804597,0.046143634295441216,0.01,0.14826719869947536,0.04985543094947604,0.011223724064134181,0.04624277456647399,0.011223709545948939,0.05,0.0,0.020833333333333332,0.03111111111111111,0.173469387755102,0.04460966542750929,0.06951219512195123,0.09353146853146853,0.025531914893617023,1.0
0.09136212624584718,0.10370370370370371,0.0,0.10655737704918034,0.056752873563218384,0.03691059022792162,0.025,0.0726742037981231,0.08137649791920847,0.004400363291898246,0.03699421965317919,0.004400367769835976,0.09166666666666667,0.0,0.0,0.08444444444444445,0.2551020408163265,0.0724907063197026,0.060365853658536583,0.051573426573426576,0.06808510638297872,1.0
0.009966777408637873,0.0,0.0,0.0,0.003591954022988506,0.0013441165892974088,0.25,0.007389344565137072,0.0291310815102034,1.6295789811192243e-05,0.0011560693641618498,1.6277095896910045e-05,0.01,0.0,0.0,0.0,0.030612244897959183,0.009293680297397768,0.0030487804878048777,0.004370629370629371,0.0,0.0
0.02159468438538206,0.022222222222222223,0.0,0.016393442622950817,0.014727011494252873,0.0069969613791013964,0.04,0.04710707160274883,0.023799575485100196,0.0005407916974637972,0.006936416184971098,0.0005408033566988873,0.021666666666666667,0.0,0.0,0.008888888888888889,0.11224489795918367,0.01486988847583643,0.014634146341463414,0.01486013986013986,0.025531914893617023,1.0
0.011627906976744186,0.0,0.0,0.0,0.005387931034482759,0.002133548988173547,0.12,0.01551762358678785,0.02202797787174302,5.432007825362577e-05,0.0023121387283236996,5.434110568167385e-05,0.011666666666666667,0.0,0.0,0.013333333333333332,0.05102040816326531,0.009293680297397768,0.004878048780487805,0.006118881118881119,0.0,1.0
0.023255813953488372,0.04444444444444445,0.0,0.00819672131147541,0.029094827586206896,0.016587717002361745,0.035,0.0537574817113722,0.04945431450871592,0.001462590363560169,0.0161849710982659,0.001462583288679974,0.023333333333333334,0.0,0.0,0.0044444444444444444,0.1530612244897959,0.040892193308550186,0.024999999999999998,0.03496503496503497,0.05106382978723405,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
