PERCENT_PUB_DATA,COUPLING_BETWEEN_OBJECTS,DEPTH,LACK_OF_COHESION_OF_METHODS,NUM_OF_CHILDREN,DEP_ON_CHILD,FAN_IN,RESPONSE_FOR_CLASS,WEIGHTED_METHODS_PER_CLASS,minLOC_EXECUTABLE,minHALSTEAD_CONTENT,minHALSTEAD_DIFFICULTY,minHALSTEAD_EFFORT,minHALSTEAD_ERROR_EST,minHALSTEAD_LENGTH,minHALSTEAD_LEVEL,minHALSTEAD_PROG_TIME,minHALSTEAD_VOLUME,minNUM_OPERANDS,minNUM_OPERATORS,minNUM_UNIQUE_OPERANDS,minNUM_UNIQUE_OPERATORS,minLOC_TOTAL,maxLOC_BLANK,maxBRANCH_COUNT,maxLOC_CODE_AND_COMMENT,maxLOC_COMMENTS,maxCYCLOMATIC_COMPLEXITY,maxDESIGN_COMPLEXITY,maxESSENTIAL_COMPLEXITY,maxLOC_EXECUTABLE,maxHALSTEAD_CONTENT,maxHALSTEAD_DIFFICULTY,maxHALSTEAD_EFFORT,maxHALSTEAD_ERROR_EST,maxHALSTEAD_LENGTH,maxHALSTEAD_LEVEL,maxHALSTEAD_PROG_TIME,maxHALSTEAD_VOLUME,maxNUM_OPERANDS,maxNUM_OPERATORS,maxNUM_UNIQUE_OPERANDS,maxNUM_UNIQUE_OPERATORS,maxLOC_TOTAL,avgLOC_BLANK,avgBRANCH_COUNT,avgLOC_CODE_AND_COMMENT,avgLOC_COMMENTS,avgCYCLOMATIC_COMPLEXITY,avgDESIGN_COMPLEXITY,avgESSENTIAL_COMPLEXITY,avgLOC_EXECUTABLE,avgHALSTEAD_CONTENT,avgHALSTEAD_DIFFICULTY,avgHALSTEAD_EFFORT,avgHALSTEAD_ERROR_EST,avgHALSTEAD_LENGTH,avgHALSTEAD_LEVEL,avgHALSTEAD_PROG_TIME,avgHALSTEAD_VOLUME,avgNUM_OPERANDS,avgNUM_OPERATORS,avgNUM_UNIQUE_OPERANDS,avgNUM_UNIQUE_OPERATORS,avgLOC_TOTAL,sumLOC_BLANK,sumBRANCH_COUNT,sumLOC_CODE_AND_COMMENT,sumLOC_COMMENTS,sumCYCLOMATIC_COMPLEXITY,sumDESIGN_COMPLEXITY,sumESSENTIAL_COMPLEXITY,sumLOC_EXECUTABLE,sumHALSTEAD_CONTENT,sumHALSTEAD_DIFFICULTY,sumHALSTEAD_EFFORT,sumHALSTEAD_ERROR_EST,sumHALSTEAD_LENGTH,sumHALSTEAD_LEVEL,sumHALSTEAD_PROG_TIME,sumHALSTEAD_VOLUME,sumNUM_OPERANDS,sumNUM_OPERATORS,sumNUM_UNIQUE_OPERANDS,sumNUM_UNIQUE_OPERATORS,sumLOC_TOTAL,class
0.0,0.5833333333333333,0.33333333333333337,0.81,0.0,0.0,0.3333333333333333,0.2072072072072072,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.1111111111111111,0.10344827586206896,0.15909090909090912,0.08333333333333333,0.06818181818181818,0.1590909090909091,0.1590909090909091,0.07999999999999999,0.17175572519083968,0.22221071169584583,0.5034418604651163,0.05381484331865748,0.08333333333333333,0.11211573236889692,0.5,0.053814872449658185,0.08157402239222511,0.10747663551401869,0.11504424778761062,0.15833333333333333,0.5405405405405406,0.1951219512195122,0.13734939924517348,0.173553716139608,0.05217390396975583,0.04330708490916988,0.17851240259545129,0.22417583402970703,0.06075949674731629,0.24098360655737705,0.31854651507954307,0.4010600329992174,0.09990055804414176,0.18013245033112585,0.22892635355621357,0.3261102401812576,0.09990096606046059,0.1826607273452563,0.2193103448275862,0.2349710989450032,0.25936199938442717,0.5222798035705659,0.2410611297784057,0.03529411764705882,0.04210526315789474,0.017543859649122806,0.01968503937007874,0.047285464098073555,0.06372549019607843,0.03779069767441861,0.06355382619974059,0.0628503417031406,0.048375128908116814,0.016622508590282734,0.03235014272121789,0.0384890798424633,0.09412488465087666,0.016622575559026912,0.03258252246645212,0.03581887812570399,0.040249517302836775,0.046703296703296704,0.06073752711496746,0.06904927133934767,1.0
0.17,0.5833333333333333,0.5,0.9400000000000001,0.0,0.0,0.3333333333333333,0.8918918918918919,0.24,0.0,0.4034822104466313,0.6000000000000001,0.15772870662460567,0.0,0.4,0.05970149253731343,0.15839243498817968,0.25236593059936907,0.16666666666666666,0.5,0.2,0.6000000000000001,0.0,0.39655172413793105,0.6022727272727273,0.25,0.4318181818181818,0.6136363636363636,0.5909090909090909,0.6799999999999999,0.6603053435114503,0.744483580234124,0.49246511627906975,0.24011643223929446,0.42424242424242425,0.47106690777576854,0.335,0.24011617854387787,0.4228003667213044,0.411214953271028,0.5088495575221239,0.5666666666666667,0.4864864864864865,0.7526132404181185,0.3953997718321257,0.3245680111641651,0.07114642240931784,0.2795275716721428,0.32907591170498884,0.3056943431074437,0.13118522183216316,0.41356185245901644,0.5357461658901517,0.4200743866526303,0.23964561395816739,0.37326887417218546,0.41647172922177766,0.34054541404810446,0.23964574677454625,0.3792675779535935,0.39937304827586206,0.4272201775353185,0.41747572608162875,0.5313236379548941,0.445790084323437,0.22352941176470587,0.15789473684210525,0.05263157894736842,0.2795275590551181,0.1646234676007005,0.17647058823529413,0.11627906976744186,0.2399481193255512,0.23255010366275053,0.11147093593581006,0.08772448505431923,0.14747859181731685,0.15404582885785895,0.2162411565672101,0.08772452496049127,0.14883597592446415,0.1435007884658707,0.1609980692113471,0.16538461538461538,0.13593637020968907,0.2755031228313671,0.0
1.0,0.125,0.0,0.67,0.0,0.0,0.0,0.07657657657657657,0.17,0.0,0.4034822104466313,0.6000000000000001,0.15772870662460567,0.0,0.4,0.1343283582089552,0.15839243498817968,0.25236593059936907,0.16666666666666666,0.5,0.2,0.6000000000000001,0.0,0.05172413793103448,0.045454545454545456,0.25,0.045454545454545456,0.04545454545454545,0.04545454545454545,0.0,0.03435114503816794,0.2844193514969439,0.20465116279069767,0.005366413681921109,0.01893939393939394,0.034358047016274866,0.335,0.005366136426107697,0.02001055712846106,0.037383177570093455,0.035398230088495575,0.10833333333333334,0.2972972972972973,0.04878048780487805,0.020348084582507038,0.039669420831910406,0.20869561587902333,0.011548527104388697,0.03966942279898916,0.035164880666588155,0.0,0.07103824590163935,0.3290013932053835,0.19887046313545115,0.012625514260451453,0.05827814569536424,0.10257320515097286,0.45186516940148114,0.012625413303650555,0.06358619772621502,0.10850575172413793,0.09884393092151426,0.16070273920140973,0.3191709703455124,0.07274124896714822,0.00784313725490196,0.024880382775119617,0.10526315789473684,0.007874015748031496,0.03502626970227671,0.04411764705882353,0.040697674418604654,0.028102031993082574,0.09736968859290906,0.0359810850919335,0.0031511496066252047,0.01569933396764986,0.02586824203365557,0.19563211319593973,0.0031511235253188744,0.017013498846317324,0.026582563640459564,0.025397296895885935,0.043406593406593405,0.05567606652205351,0.03469812630117974,1.0
0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.07207207207207207,0.16,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05343511450381679,0.34269139127732307,0.10493023255813953,0.0064713894255637805,0.045454545454545456,0.06871609403254973,0.095,0.006471173711417906,0.047092874948540316,0.07242990654205607,0.0663716814159292,0.18333333333333332,0.21621621621621623,0.08013937282229966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17315573770491804,0.8085393215573077,0.2523242635793854,0.04294589334560982,0.22516556291390732,0.2871561673241458,0.16918300859076682,0.042946794057086735,0.22504764754116524,0.2991379310344828,0.27962427826481007,0.47676838122137344,0.443005190528605,0.217272202497642,0.0,0.014354066985645933,0.0,0.0,0.02626970227670753,0.03676470588235294,0.0436046511627907,0.07306528318201469,0.2552442182711706,0.04869582714993586,0.011433268199087767,0.06470028544243578,0.0772466881489438,0.07812980621347279,0.011433503587930983,0.06422941713724775,0.0781707591799955,0.07663745729986633,0.13736263736263737,0.08242950108459869,0.10027758501040943,0.0
0.0,0.625,0.0,0.77,0.0,0.0,0.0,0.05405405405405406,0.12,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.2222222222222222,0.27586206896551724,0.5681818181818182,0.5833333333333333,0.36363636363636365,0.5681818181818182,0.4090909090909091,0.6,0.6526717557251908,0.3339376359680928,0.9175813953488372,0.48282606305578407,0.40151515151515155,0.44394213381555153,0.335,0.48282592503923605,0.4015232067403982,0.4532710280373831,0.43805309734513276,0.49166666666666664,0.8108108108108109,0.710801393728223,0.15896918665424722,0.289256177037088,0.30434759924389576,0.19488188209126447,0.2892562409671484,0.27472524284506566,0.22784811280243614,0.3729508196721312,0.36524261791846524,0.4398297082313023,0.4537534010001437,0.33333245033112585,0.3482697450723509,0.3587926674219067,0.4537534520754105,0.3404095472375507,0.3459770068965517,0.34971098077951157,0.35344428310771936,0.5647668303578618,0.37004998415213386,0.049019607843137254,0.07751196172248805,0.12280701754385964,0.1062992125984252,0.08056042031523641,0.08823529411764705,0.08430232558139535,0.11802853437094682,0.0864763739677354,0.06366174510149156,0.09060030708351755,0.07183634633682208,0.07026494808449696,0.12426945555213781,0.0906003412387276,0.07286559217317384,0.06780806487947735,0.07188474676964206,0.07637362637362638,0.07881417208966016,0.12526023594725882,0.0
0.0,0.4583333333333333,0.0,0.76,0.0,0.0,0.0,0.12612612612612611,0.28,0.0,0.4034822104466313,0.6000000000000001,0.15772870662460567,0.0,0.4,0.07462686567164178,0.15839243498817968,0.25236593059936907,0.16666666666666666,0.5,0.2,0.6000000000000001,0.0,0.06896551724137931,0.06818181818181818,0.0,0.25,0.06818181818181818,0.06818181818181818,0.0,0.09541984732824427,0.17637004040194756,0.3386046511627907,0.017727025179007455,0.041666666666666664,0.06238698010849909,0.335,0.01772714778460529,0.03995039665000594,0.06074766355140186,0.06342182890855458,0.11666666666666667,0.3783783783783784,0.13588850174216027,0.01362589976256104,0.06021252793037144,0.0,0.058773863827800636,0.056670646501508964,0.061224530163715624,0.0,0.09718968852459016,0.2595839920850027,0.24636617870594876,0.016737302120860036,0.06527947019867551,0.10590695848430692,0.31020011019542104,0.01673747017883655,0.0668157826385657,0.10344827586206896,0.10745251765159687,0.1525658819908395,0.3886010443233377,0.10331191094968417,0.00980392156862745,0.0583732057416268,0.0,0.07480314960629922,0.07530647985989491,0.09803921568627451,0.07848837209302326,0.0717682663207955,0.14340711887360125,0.08320547324999371,0.0077978002296233825,0.032825880114176975,0.04985678481919084,0.25069209474008003,0.007797879432022638,0.033371568047037864,0.04730795224149583,0.05153720481211941,0.07692307692307693,0.1265365148228489,0.08848022206800832,0.0
0.0,0.3333333333333333,0.0,0.58,0.0,0.0,0.0,0.16666666666666666,0.34,0.0,0.4034822104466313,0.6000000000000001,0.15772870662460567,0.0,0.4,0.07462686567164178,0.15839243498817968,0.25236593059936907,0.16666666666666666,0.5,0.2,0.6000000000000001,0.0,0.1724137931034483,0.18181818181818182,0.16666666666666666,0.18181818181818182,0.24999999999999997,0.18181818181818182,0.0,0.20229007633587787,0.19470630891950688,0.3666976744186047,0.0449792245163853,0.0946969696969697,0.11754068716094032,0.335,0.044979007616666226,0.09358212460947463,0.10747663551401869,0.12389380530973451,0.23333333333333334,0.6486486486486487,0.2508710801393728,0.053182450439949194,0.08715252748508218,0.2055333555594164,0.05774280875028311,0.10818932589055621,0.07992013538110485,0.0,0.10531544262295081,0.23223949716387993,0.20911696569437893,0.025228332858350324,0.06582251655629139,0.09582963637236847,0.3797841491240317,0.025228400105884657,0.06565891629545907,0.07690700689655174,0.10772464192984,0.13314839500539577,0.41262367694556845,0.11610918658336981,0.045098039215686274,0.0861244019138756,0.22807017543859648,0.08661417322834646,0.1190893169877408,0.12745098039215688,0.09302325581395349,0.09165585819282317,0.1512114929530272,0.08323691425409363,0.013852595422934615,0.039010466222645104,0.0531686358754028,0.36173485081513385,0.013852632654047582,0.03864979279251928,0.04145077720207254,0.06089410366849844,0.07912087912087912,0.15835140997830802,0.11589174184594031,1.0
0.0,0.5416666666666666,0.16666666666666666,0.8,0.0,0.0,0.3333333333333333,0.20270270270270271,0.37,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.0,0.05172413793103448,0.13636363636363638,0.0,0.11363636363636365,0.13636363636363635,0.09090909090909091,0.12,0.13358778625954199,0.24158292758727856,0.32465116279069767,0.0280489579684653,0.08333333333333333,0.11211573236889692,0.665,0.0280487723778363,0.08217638486542186,0.11214953271028036,0.11209439528023599,0.2,0.43243243243243246,0.14982578397212543,0.05510930990091537,0.09366391580720798,0.0,0.02165354245458494,0.09366387086492137,0.09523807012035473,0.05907174982641772,0.14890709836065574,0.3245749287140061,0.26047730888040127,0.029828120090319845,0.09860132450331126,0.1348713383050068,0.35020722920327857,0.029828014163990776,0.09517097710701859,0.13831417931034481,0.1327071333315235,0.21359223478717532,0.4179619982997306,0.1529539973403599,0.050980392156862744,0.09856459330143541,0.0,0.03543307086614173,0.12084063047285465,0.14950980392156862,0.14244186046511628,0.14137483787289234,0.23054316489008958,0.11310586814900522,0.01786722269064004,0.06374881065651761,0.0816326530612245,0.3638880344509382,0.01786715764189631,0.061114821786386546,0.08132462266276189,0.08183573444229912,0.13846153846153847,0.1749819233550253,0.16273421235253296,0.0
0.0,0.625,0.33333333333333337,0.9400000000000001,0.0,0.0,0.3333333333333333,0.1981981981981982,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.1111111111111111,0.12068965517241378,0.09090909090909091,0.08333333333333333,0.06818181818181818,0.09090909090909091,0.09090909090909091,0.07999999999999999,0.12595419847328243,0.2127835905935978,0.2742325581395349,0.02330716807832526,0.06439393939393939,0.09132007233273055,0.5,0.023307198148591494,0.06528624214213734,0.09579439252336448,0.09144542772861357,0.175,0.40540540540540543,0.1672473867595819,0.14413209410600916,0.15977960066480001,0.0579709464398354,0.07699038279565422,0.16528929472030726,0.20512827275289114,0.1012658785451078,0.25136611475409837,0.37182728060164055,0.3840472780598266,0.08744811724042179,0.20014834437086093,0.25672877774042374,0.28774432957169793,0.0874480099220279,0.20440130310484675,0.24980842758620692,0.2610789978643902,0.29835106489612534,0.5181347050390612,0.2537485576614797,0.03333333333333333,0.0354066985645933,0.017543859649122806,0.031496062992125984,0.040280210157618214,0.05392156862745098,0.040697674418604654,0.059662775616083005,0.06602654045639533,0.0416907714364766,0.013095487647690618,0.03235014272121789,0.03884711779448622,0.07474623192863736,0.013095469330918581,0.03281449237962232,0.03671998197792296,0.040249517302836775,0.04835164835164835,0.05422993492407809,0.06523247744621789,1.0
0.0,0.4583333333333333,0.33333333333333337,0.0,0.0,0.0,0.3333333333333333,0.18468468468468469,0.09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.1111111111111111,0.10344827586206896,0.3181818181818182,0.0,0.022727272727272728,0.31818181818181823,0.29545454545454547,0.32,0.29770992366412213,0.412617839013778,0.437953488372093,0.10484492609085412,0.18181818181818182,0.23056057866184448,1.0,0.1048449844385923,0.18266231585008877,0.2406542056074766,0.22418879056047197,0.2916666666666667,0.43243243243243246,0.3031358885017421,0.08720595687396734,0.4391971662942618,0.0,0.037120321373215685,0.43919713848585573,0.32025113495609386,0.3471970808707383,0.34894613114754097,0.6574923017778105,0.41907572475322397,0.2260011789321895,0.3973509933774835,0.4502471826978654,0.45673657432915604,0.22600158826982175,0.4003583857456286,0.4275862068965517,0.4644921603020005,0.46205666681323154,0.5240562388405439,0.3334981007301082,0.01568627450980392,0.06507177033492824,0.0,0.011811023622047244,0.06479859894921192,0.056372549019607844,0.06395348837209301,0.06441850410722005,0.0908078713883828,0.03538370601403527,0.026323121994855044,0.0499524262607041,0.05298961689939134,0.09227929867733006,0.02632316638898844,0.04999038597769547,0.048884883982879025,0.055695826526065646,0.05824175824175824,0.04266088214027476,0.06592643997224149,1.0
