V1,V2,V3,V4,V5,class
0.6392335331628303,0.07036584505592512,0.04186728715678661,0.35334751645964646,0.17019065893006108,1.0
0.5992797135549872,0.06879822631523487,0.045775042895506386,0.28581946900955757,0.13399257705164777,1.0
0.5845978953111679,0.07263904136030895,0.039240639825488165,0.39531163825599813,0.1203814189409387,1.0
0.6902238445012787,0.04106324526800878,0.01899026535537316,0.10305570879273154,0.08094822699998826,1.0
0.6684528886615516,0.07918364655149653,0.04496169416969519,0.5287999367962052,0.22385582537722842,1.0
0.7222225132139812,0.05582184107990641,0.040811341322187146,0.3302070083464328,0.14663928232722492,1.0
0.6313230458653026,0.047663672285839634,0.021159948311183098,0.21726420302642344,0.07946755916299487,1.0
0.7237854063086104,0.050682532054380475,0.02585313187057229,0.2877661337645374,0.22309325942958305,1.0
0.7460803710144928,0.04243039408381934,0.020253215135620728,0.16686155546979847,0.12482386971216905,1.0
0.7047314605285592,0.05401578927587808,0.030389196705300027,0.25797021516998786,0.13766038584847864,1.0
0.6823844719522592,0.0647959548929035,0.03571506499593583,0.4052633057706041,0.23278397698587877,1.0
0.6866273118499573,0.05479536727011006,0.031053054923122485,0.38068394933936767,0.21526768740017593,1.0
0.6245098066496163,0.04203338677194193,0.0203503651187167,0.04153337011396213,0.05855874946442981,1.0
0.6057155546462063,0.06902360693308877,0.043215810528144445,0.4101537207744409,0.18036949715507658,1.0
0.6348011375959078,0.052028629954486025,0.026303182405597127,0.3007397553890214,0.24654393219238138,1.0
0.7512954871270247,0.08547160080781858,0.04241900320612172,0.48162039591431227,0.1494649064624512,1.0
0.705448347826087,0.06859678509392085,0.04949536004750701,0.1671263100203257,0.15594481296665735,1.0
0.7555053503836316,0.04575482879228296,0.02308495709156619,0.19926457103127734,0.09906609440101025,1.0
0.6509323130434782,0.04808681509433996,0.036877028664088256,0.21094775316292283,0.2478579700284645,1.0
0.8170502983802216,0.07379397172213413,0.04075186156886992,0.3964699394145549,0.17570938398839356,1.0
0.6730956876385337,0.08657520086717761,0.07332948923371777,0.2513182570879908,0.10903706523005141,1.0
0.7425200341005967,0.06011716510971245,0.031019819266238792,0.27835805764552857,0.08601033767950814,1.0
0.7042022792838873,0.07780418791042447,0.04275544914158035,0.4100719182371918,0.05610713712924514,1.0
0.7532064027280477,0.07552636726487187,0.03949251022399621,0.42276153699343877,0.16758722090824615,1.0
0.7180212105711851,0.05332871254165056,0.04317161570550098,0.31738064585049763,0.23284446573999582,0.0
0.7524805947144074,0.06230389524269754,0.03371886729860623,0.33714625159120715,0.17695055674029472,1.0
0.808610400682012,0.06498762771321719,0.056295858864224745,0.15091009380053172,0.09886859066397516,1.0
0.7204612201193521,0.03226713336463244,0.013975962889525108,0.09522454784229997,0.06708545305140783,1.0
0.7114314530264279,0.05970732132432856,0.04156635148314922,0.346577746573983,0.1656773685246388,0.0
0.589991905882353,0.04742306160130434,0.036585206954198375,0.11020408165696724,0.13104135584874657,1.0
0.6453537936913896,0.060347282674445404,0.033118648796377194,0.40701284355367084,0.1638579138270193,1.0
0.7092485510656437,0.08492868479121483,0.06307975086283207,0.25515719807063586,0.13432372215142838,1.0
0.6412562223358909,0.06924876176205695,0.03693898574197444,0.46305357362670785,0.37437956297702585,1.0
0.6581563416879795,0.05423547724197855,0.02744653796598736,0.3544401545183541,0.1914835693420248,1.0
0.7452517046888321,0.0477750404882349,0.021590184135655686,0.21637065641839395,0.15464419293807882,1.0
0.6172961009377664,0.045844656965964986,0.021710464882060243,0.19661334808529804,0.12600755674306133,1.0
0.7093544156862744,0.04733556696441836,0.028946666476632667,0.287348944795885,0.07786523653796004,1.0
0.7051662404092072,0.04188902047671378,0.0192493319769624,0.1201985659393709,0.16307797501337165,1.0
0.692188137084399,0.059597653756891064,0.03228593419293565,0.25937107121001013,0.13959868398399572,1.0
0.7944235485080988,0.061565297065029015,0.031055912427958597,0.37998118155101623,0.27144466102276626,1.0
0.7420289855072464,0.051968413040350825,0.02660623530119946,0.2583763724784063,0.1793676086370069,1.0
0.6375310294970161,0.07663798773812862,0.039699403418663605,0.38458907895964456,0.10037256714943363,1.0
0.6317541537936914,0.08064105894973551,0.04835423310772901,0.46261129916439303,0.062373770777882254,1.0
0.7050117183290707,0.10092140569477832,0.07089848059537832,0.24906168654143665,0.20267524757180652,1.0
0.5953964194373401,0.1263433031851794,0.09029835294781344,0.3259790403366749,0.558147503248563,1.0
0.8259164535379369,0.10434712952836957,0.10378159314373867,0.17687409137934343,0.1991434889536398,1.0
0.7230608150042626,0.06407646330567583,0.03310727253335665,0.3695821615818162,0.12022034135656245,1.0
0.6536887379369138,0.05725081447291583,0.045746191941193094,0.2639854570907856,0.14357710224569306,0.0
0.8175436712702473,0.07263904136030895,0.0488476934935339,0.5106453393294308,0.08751034632760454,1.0
0.7098442421142369,0.10117107103335034,0.0850875814804842,0.2302762875301216,0.10881740933176948,1.0
0.7212730271099743,0.07487671893634522,0.03905173686469048,0.4754826255875306,0.13144573661977352,1.0
0.7619933353793691,0.05447513684136089,0.026414878979495335,0.39270922148763576,0.08698910284264494,1.0
0.853537936913896,0.0696692205123964,0.040242980890081485,0.49088330314194883,0.12496033520392265,1.0
0.8204913595907929,0.09332279430889885,0.07875811241380759,0.16724665287749513,0.1261330324115255,1.0
0.7479887222506394,0.05120745656580773,0.026044942854197305,0.31487683294316093,0.15418276731686104,1.0
0.7305829592497868,0.042768342299249265,0.025163705072532093,0.04157849885087227,0.05946985054115071,1.0
0.7266837169650469,0.06228591586428982,0.03413641015395406,0.3363801121536415,0.17597235384718665,1.0
0.6383730741687978,0.0783806950766019,0.0629113102791406,0.22145772580727144,0.08106478941061009,1.0
0.5838249520886615,0.054891611659417236,0.02941769687434035,0.39503585204523683,0.10979912641255728,1.0
0.6788964173913044,0.08068563926170198,0.07476743981218198,0.23112203138028062,0.08567318012407907,1.0
0.7311737780051151,0.1240214121294151,0.14342050321092803,0.26547159388096453,0.29485931016713085,1.0
0.5645789953964194,0.059987304162363655,0.029712090468116063,0.30365541782761285,0.09914472914241916,1.0
0.747240053196931,0.047028460586835796,0.02354551990242857,0.22202426943674006,0.18534297363188057,1.0
0.7301037285592498,0.06093169476148437,0.03501489923876421,0.2922298021604478,0.15715782749109536,1.0
0.6062408620630861,0.06561828032461774,0.03306508223869773,0.43581734240172465,0.12293492355054024,1.0
0.7204485510656436,0.028980682583373718,0.010791699914251406,0.0839568635596154,0.05657223667394634,1.0
0.700245726172208,0.06789023969858406,0.03982607922462209,0.324522890308775,0.22347727069093162,1.0
0.5997770366581415,0.07481564102162526,0.040702041114538644,0.4670372102519662,0.18061028929489428,1.0
0.6262729602728048,0.1007248480964993,0.07451884077743803,0.37213057239318925,0.14048347337914338,1.0
0.6000778039215686,0.0708844359292481,0.03611855478239554,0.4953710383883885,0.05983532605984657,1.0
0.741176841602728,0.05603193908174747,0.03337069600785448,0.3650988073613014,0.15862652792168108,1.0
0.7713354421142369,0.07907607980238722,0.0629249164581065,0.2490055479865428,0.16932662879995264,1.0
0.7675802080136402,0.046402036175489894,0.026292001737875888,0.25734430099444994,0.11010892441954133,1.0
0.7450390151747656,0.048400502842589385,0.024484496509713925,0.28313694016175117,0.17487809330859627,1.0
0.7475321179880648,0.05445284322058658,0.028317551035765,0.24873780700468565,0.15344466011546687,1.0
0.6993468508098891,0.05156156225699958,0.028405717883757356,0.2451461666288243,0.14839090042376055,1.0
0.6607746400682012,0.4351707112182609,0.39587722971662587,0.40883720295837556,0.10462034470206912,1.0
0.7149390895140665,0.046552281066259735,0.02484290935168367,0.16288183257868327,0.15612887972789147,1.0
0.729003305029838,0.03819198790956993,0.019787176951711068,0.1318448882806056,0.10518956643300577,1.0
0.700392178687127,0.05436486524534419,0.058336522756483926,0.21498174544180512,0.15872713592023677,0.0
0.7405285592497868,0.0702810587307376,0.03691983424197345,0.433383893973168,0.1331626089843045,1.0
0.6423834516624041,0.04913620849716674,0.027388341887780103,0.2194153337494573,0.09270917168673169,1.0
0.852739377323103,0.05675874888521286,0.03064826332688928,0.3528516272151907,0.08201402900780469,1.0
0.6412275014492753,0.06739373282617468,0.040392046528810836,0.4113531899418319,0.13542380985213506,1.0
0.7111909265132139,0.07388059149927102,0.04570651070676427,0.3627633757005545,0.18753582035462357,1.0
0.7539379614663256,0.07271307528382785,0.03956447310247472,0.4661462092589401,0.16874240468233945,1.0
0.6842625745950554,0.07754749539806592,0.05334897604364706,0.2777937121407157,0.1408011112193694,1.0
0.7441482966751918,0.04030099122920418,0.0213359445728932,0.18899733793469328,0.08520853422906015,1.0
0.7667011437340153,0.058209630152255706,0.03212170473717812,0.316431329358286,0.19707048242020903,1.0
0.8032897036658141,0.04223719791035839,0.021379011808066194,0.17004639716934283,0.07983229989699404,1.0
0.770633537254902,0.04091695428133266,0.021213920308125342,0.19611693330305943,0.11559673740515615,1.0
0.5802874762148337,0.05856600123935231,0.031672535676333234,0.41903536225461335,0.12730435589121714,1.0
0.7997001766410913,0.04743046528238881,0.023264864611595736,0.23295854765205923,0.12026768065932499,1.0
0.7241377882352941,0.0408851711752404,0.019130342029999907,0.1798022039006734,0.16917423445386148,1.0
0.5691389599317987,0.048962968942892954,0.027474697212420997,0.21610590186786668,0.1187166523955505,1.0
0.7128729752770673,0.08361087979764807,0.04366636106174895,0.4676227248687529,0.20765039807983252,1.0
0.6218903242966751,0.041295514468005806,0.020404337115658942,0.24456701604954592,0.10622931233653475,1.0
0.6955532658141517,0.0940964319188148,0.07435212039611394,0.4333718469792326,0.25786107970119515,1.0
0.7554716480818414,0.051657806646306745,0.023905334942487658,0.2037359808502451,0.14812584761008818,1.0
0.764690621653879,0.04688880813987943,0.0230864259993106,0.1972353862542163,0.14026392610120794,1.0
0.6114426434782608,0.048930887287302174,0.02632328986143178,0.27482993188633864,0.11203796426788024,1.0
0.6467040190963342,0.05305334711520204,0.028027912609828558,0.24984831798121307,0.1525781189385254,1.0
0.569309462915601,0.07740312910283777,0.05532435903326507,0.22289023722512744,0.1564758770088239,1.0
0.7140025125319692,0.04284551070377016,0.02089733441987774,0.1562507920918369,0.1571581341838383,1.0
0.700131830179028,0.0769122836990621,0.055818940529874884,0.06618863763181217,0.14274971550893636,1.0
0.793691389599318,0.058895370054589405,0.035764829103276906,0.40328736909063145,0.0969931773196295,1.0
0.7710902724637682,0.05005373657100175,0.018479328335275852,0.2683949255969983,0.1296563250321,1.0
0.7317703747655584,0.0578673134127322,0.031103048304423654,0.304412173040135,0.19725473447497535,1.0
0.7344064982097186,0.062261652509783424,0.03166548064456081,0.3449206710082561,0.13939246506151481,1.0
0.7104191072463768,0.07210709083002555,0.04568274199190001,0.3458584554541332,0.20976740863244614,1.0
0.7557979062233589,0.054477761420608145,0.028316663732586053,0.213905129666609,0.1927968148885219,1.0
