att1,att2,att3,att4,att5,att6,class
0.0,0.3333333333333333,0.0,0.5213101815311759,0.4693911139365686,0.43048054569462385,0.0
0.0,0.3333333333333333,0.0,0.6217290996296522,0.5493176520449249,0.49982951387762103,0.0
0.0,0.3333333333333333,0.0,0.6397456135025196,0.5632146641237551,0.5388699076304746,0.0
0.5,0.16666666666666666,0.2,0.2742699289660616,0.22528219255491988,0.14238986376849888,0.0
0.5,0.16666666666666666,0.2,0.33873171027867166,0.2592477219749948,0.17115663868843306,0.0
0.5,0.16666666666666666,0.2,0.3043986400339992,0.17126227308045494,0.13440600673210423,0.0
0.0,0.3333333333333333,0.0,0.6725760427417885,0.5771724235360599,0.6726253971047018,0.0
0.0,0.3333333333333333,0.0,0.37010503308845843,0.48696333969061245,0.24944225304695,0.0
0.0,0.5,0.2,0.237614595349402,0.12409903228085051,0.11060382823719382,0.0
1.0,0.0,0.4,0.3153724728310364,0.14660945115490565,0.03815440969520763,0.0
0.0,0.5,0.2,0.6398063262704147,0.4858875467966378,0.6126606472744596,0.0
0.0,0.3333333333333333,0.0,0.710035820533058,0.5889510489510491,0.5685178243826701,0.0
0.0,0.3333333333333333,0.0,0.4488191366644406,0.40304443031715753,0.36723504566036025,0.0
0.0,0.3333333333333333,0.0,0.34864306963754477,0.36121635939817753,0.23810684801833298,0.0
1.0,0.0,0.4,0.28568392933033826,0.1685809140354596,0.05337432506283847,0.0
0.0,0.3333333333333333,0.0,0.4349462692004128,0.45054672600127155,0.2774136017928693,0.0
0.0,0.5,0.2,0.8788628498573251,0.7189898989898992,0.8527664243596271,0.0
0.5,0.16666666666666666,0.2,0.3199031631352073,0.2863382072472983,0.16877974758005948,0.0
0.0,0.5,0.2,0.5360026713617875,0.5651762379035107,0.4599946959550711,0.0
0.0,0.3333333333333333,0.0,0.2799162163803047,0.1588676979586071,0.120762855401616,0.0
1.0,0.0,0.4,0.2387377815554611,0.13116620752984387,0.02454388267074091,0.0
0.5,0.16666666666666666,0.2,0.2603363487341387,0.29119587483223863,0.1455122646855596,0.0
0.0,0.6666666666666666,0.4,0.480146924898306,0.4503164512255421,0.3055137000665085,0.0
0.0,0.6666666666666666,0.4,0.7060287778519824,0.6594949494949495,0.6207427441862688,0.0
0.5,0.16666666666666666,0.2,0.4078987311031509,0.3705714487532671,0.22712830932264538,0.0
0.0,0.3333333333333333,0.0,0.4843361058830672,0.49538390902027263,0.3132809613328088,0.0
0.0,0.3333333333333333,0.0,0.3714862485580718,0.39921522921522923,0.2598346063852746,0.0
0.0,0.3333333333333333,0.0,0.6578228401432821,0.6897803206894116,0.6500453371498054,0.0
0.0,0.3333333333333333,0.0,0.6799071094651205,0.592905982905983,0.5367966690183928,0.0
0.5,0.16666666666666666,0.2,0.3220964118754174,0.2732619905347179,0.17565247672799517,0.0
0.0,0.3333333333333333,0.0,0.3546005099872501,0.16436745073108716,0.11160315457273741,0.0
0.5,0.3333333333333333,0.4,0.45602877785198215,0.3290421699512608,0.2518673925383313,0.0
0.0,0.3333333333333333,0.0,0.21282860785623214,0.09795578159214524,0.09142942295806127,0.0
0.0,0.5,0.2,0.6566844757452491,0.47082432718796363,0.5377762311674279,0.0
0.0,0.6666666666666666,0.4,0.27834527351101934,0.23394221939676474,0.15522209582448615,0.0
0.0,0.3333333333333333,0.0,0.7595015481755812,0.7441096277459912,0.6848303185459755,0.0
0.5,0.16666666666666666,0.2,0.29416853864367665,0.25066539521084985,0.1618489882182797,0.0
0.5,0.16666666666666666,0.2,0.3489010989010989,0.32008123189941384,0.1858079900278457,0.0
0.0,0.5,0.2,0.3557312852892963,0.16862047043865225,0.0961912563554395,0.0
0.5,0.16666666666666666,0.2,0.30133264525529724,0.333612347248711,0.15988379511508782,0.0
0.0,0.3333333333333333,0.0,0.37827090037034783,0.3117849826940736,0.21108409313444165,0.0
0.5,0.0,0.0,0.2564962661647744,0.11621812530903453,0.024174232895028652,1.0
0.0,0.3333333333333333,0.0,0.634721631959201,0.6294737585646678,0.47088047985793785,0.0
0.5,0.16666666666666666,0.2,0.2654210430453524,0.11275623366532461,0.09151070878403957,0.0
0.5,0.16666666666666666,0.2,0.269124521886953,0.2018669209578302,0.11969271702108251,0.0
0.5,0.16666666666666666,0.2,0.37965211583996117,0.2621685385321749,0.18127175109978327,0.0
0.0,0.3333333333333333,0.0,0.23404013113957856,0.06561771561771568,0.05888058810019041,0.0
0.0,0.3333333333333333,0.0,0.7660964725881853,0.7011669138941866,0.7051681651410041,0.0
0.0,0.5,0.2,0.6492775180620484,0.6203757858303315,0.5881725901601181,0.0
0.0,0.5,0.2,0.7773207455527898,0.5630416048597867,0.6856295550017999,0.0
1.0,0.0,0.4,0.2837411207576953,0.16800381436745082,0.04302388147717247,0.0
0.5,0.16666666666666666,0.2,0.5497389350980512,0.4402973793882886,0.2915748835127535,0.0
0.0,0.5,0.2,0.6698743245704571,0.4669527442254716,0.5880976658993234,0.0
0.0,0.5,0.2,0.7520186995325117,0.6131412022321113,0.7483725062012311,0.0
0.0,0.3333333333333333,0.0,0.42986157488919907,0.4746005509641874,0.2752292149607218,0.0
0.5,0.0,0.0,0.224561350251958,0.09417531962986514,0.013928538834607568,1.0
0.5,0.16666666666666666,0.2,0.2829366765830855,0.17037931765204495,0.12054762927503652,0.0
0.5,0.16666666666666666,0.2,0.4535243761763098,0.3110870947234584,0.24283324554693847,0.0
0.5,0.16666666666666666,0.2,0.4569698257543561,0.3632958960231688,0.2541937869060951,0.0
0.0,0.3333333333333333,0.0,0.7085331795276545,0.7335078053259872,0.606354994117893,0.0
0.5,0.0,0.0,0.22361271325359722,0.11868121777212692,0.019424956505433244,1.0
0.0,0.5,0.2,0.4446754902556006,0.45168044077135006,0.3386129711975152,0.0
0.0,0.5,0.2,0.9251183898973955,0.7855605001059546,0.9224278479862266,0.0
0.0,0.3333333333333333,0.0,0.25317983121850507,0.09118316027406947,0.12051425469000053,0.0
0.0,0.3333333333333333,0.0,0.6069758970311457,0.4453358762449672,0.5855711641717775,0.0
1.0,0.0,0.4,0.24011899702507444,0.1429794447976266,0.047839084420117986,0.0
0.5,0.0,0.0,0.24508226580049797,0.11704457159002613,0.02029576421125169,1.0
1.0,0.0,0.4,0.23467002610649013,0.0887363141908597,0.02959307342656782,0.0
0.0,0.5,0.2,0.3048388076012386,0.28588754679663764,0.1442374766703014,0.0
0.5,0.0,0.0,0.29547386315342117,0.16725012361376013,0.029704672595066345,1.0
0.0,0.6666666666666666,0.4,0.7914364640883979,0.7475143038779403,0.7746063370606272,0.0
0.0,0.5,0.2,0.44673972436403375,0.4448767394221941,0.33366898655609556,0.0
0.0,0.5,0.2,0.49620545200655697,0.47051635233453426,0.39647110752070946,0.0
0.0,0.5,0.2,0.5444721024831521,0.5372133926679382,0.46031553637412376,0.0
0.0,0.3333333333333333,0.0,0.4773161920951977,0.33452426361517273,0.32846362557051856,0.0
0.0,0.3333333333333333,0.0,0.7182624005828425,0.578647312283676,0.6093885810045542,0.0
0.0,0.3333333333333333,0.0,0.44950215530326043,0.4200381436745074,0.3038462259700094,0.0
0.0,0.3333333333333333,0.0,0.25016696011171147,0.1701921311012221,0.11153162522530562,0.0
0.0,0.5,0.2,0.4271598567178677,0.38918980009889104,0.3064087194571246,0.0
0.5,0.16666666666666666,0.2,0.30133264525529724,0.333612347248711,0.15988379511508782,0.0
0.5,0.16666666666666666,0.2,0.26655940744338535,0.2588182524546162,0.1338531382507751,0.0
0.0,0.5,0.2,0.8262704146682046,0.6425838807656991,0.8230131935753308,0.0
0.0,0.3333333333333333,0.0,0.5502398154331855,0.44913752913752913,0.44986675919015234,0.0
1.0,0.0,0.4,0.247723271203934,0.10001554001554003,0.039940669497580086,0.0
1.0,0.0,0.4,0.2650415882460081,0.12010312919403843,0.053220105843661894,0.0
1.0,0.0,0.4,0.2869437192641612,0.09366603093875825,0.02842458266595918,0.0
0.0,0.5,0.2,0.37462813429664255,0.3489828353464718,0.227586906956615,0.0
0.0,0.3333333333333333,0.0,0.36640155424685805,0.3362251889524618,0.21000813940969926,0.0
0.0,0.3333333333333333,0.0,0.5782284014328213,0.5302140283958466,0.39013444622011284,0.0
1.0,0.0,0.4,0.25330884585028246,0.10833792470156123,0.03948889652649039,0.0
0.0,0.5,1.0,0.3873095136907291,0.32391537755174127,0.21769010020024154,0.0
0.0,0.3333333333333333,0.0,0.6910327241818955,0.6923486614395707,0.6109037415806557,0.0
0.0,0.6666666666666666,0.4,0.8488707425171514,0.7481429681429682,0.8929637776102777,0.0
0.0,0.3333333333333333,0.0,0.40219932001699965,0.3700671046125591,0.29901881958764676,0.0
0.5,0.16666666666666666,0.2,0.3804110254386498,0.282004662004662,0.174737209349837,0.0
1.0,0.0,0.4,0.2381154756845364,0.15517694426785344,0.038178140182385564,0.0
0.5,0.0,0.0,0.21733653087244242,0.04894186621459362,0.01780863985873221,1.0
0.5,0.16666666666666666,0.2,0.28443931758848884,0.19059758423394801,0.1370438103431063,0.0
0.0,0.3333333333333333,0.0,0.6826088276364518,0.5859525323161688,0.5820970768471118,0.0
0.5,0.0,0.0,0.23579321231254924,0.05223776223776222,0.011226195050000817,1.0
0.5,0.16666666666666666,0.2,0.26686297128286085,0.13952532316168686,0.0833048114958121,0.0
0.5,0.16666666666666666,0.2,0.26698439681865105,0.1378738433283888,0.1129036950597616,0.0
0.0,0.3333333333333333,0.0,0.5789873110315099,0.4935289962562691,0.47306266265250113,0.0
0.5,0.16666666666666666,0.2,0.3269382551150507,0.3363777636504909,0.16947436716076214,0.0
0.5,0.0,0.0,0.21445267439742577,0.0632146641237551,0.010242896754458816,1.0
0.0,0.5,0.2,0.5084390747374173,0.42729250547432385,0.36874425067983296,0.0
0.0,0.3333333333333333,0.0,0.4031934915912817,0.4342078123896306,0.30989343354432264,0.0
0.0,0.3333333333333333,0.0,0.5468550786230343,0.4285568976478068,0.48716021968710804,0.0
0.0,0.3333333333333333,0.0,0.22600327848946633,0.08088931270749455,0.07327714483503926,0.0
0.5,0.0,0.0,0.24502155303260265,0.05694709331072967,0.016977778373819002,1.0
0.0,0.3333333333333333,0.0,0.36898184688239943,0.34232958960231696,0.296942630997989,0.0
0.5,0.16666666666666666,0.2,0.3225972922105519,0.23705092886911083,0.1603456971008177,0.0
0.0,0.5,0.2,0.4709641187541739,0.4802973793882884,0.436504199627928,0.0
0.5,0.0,0.0,0.22418189545261358,0.1384565939111394,0.010258706045729205,1.0
0.0,0.3333333333333333,0.0,0.5167946694189788,0.564001554001554,0.42038088324147665,0.0
