V1,V2,class
0.6357627118644067,0.7311827956989247,1.0
0.7491525423728813,0.4162544802867384,1.0
0.457457627118644,0.46075268817204307,0.0
0.3847457627118644,0.29211469534050183,0.0
0.5363389830508474,0.6146953405017922,1.0
0.7203389830508474,0.20609318996415776,0.0
0.4472881355932203,0.5578853046594983,0.0
0.5145593220338983,0.19354838709677424,1.0
0.6745762711864407,0.5831541218637993,1.0
0.7084745762711864,0.3130824372759857,0.0
0.5569491525423729,0.12186379928315416,1.0
0.5742372881355932,0.5195340501792115,0.0
0.723728813559322,0.26397849462365597,0.0
0.42101694915254234,0.3304659498207886,0.0
0.611864406779661,0.6451612903225807,1.0
0.7864406779661017,0.5146953405017921,1.0
0.9508474576271186,0.6845878136200717,0.0
0.6596610169491525,0.6451612903225807,1.0
0.47694915254237286,0.21505376344086027,1.0
0.593050847457627,0.4663082437275986,0.0
0.5442372881355931,0.7204301075268817,1.0
0.6620338983050846,0.4044802867383513,0.0
0.5869491525423729,0.21863799283154128,1.0
0.6784745762711863,0.1415770609318997,0.0
0.44372881355932203,0.22043010752688177,1.0
0.5540677966101695,0.24193548387096778,1.0
0.3101694915254237,0.2648745519713262,1.0
0.871186440677966,0.4094982078853047,1.0
0.7932203389830508,0.33476702508960576,1.0
0.6766101694915254,0.5980286738351255,1.0
0.383728813559322,0.12903225806451618,1.0
0.3491525423728813,0.23297491039426527,1.0
0.6684745762711863,0.28010752688172047,0.0
0.6930508474576271,0.22759856630824377,0.0
0.5838983050847457,0.5290322580645161,0.0
0.6194915254237288,0.7078853046594983,0.0
0.6828813559322033,0.36541218637992834,0.0
0.7762711864406779,0.7060931899641578,0.0
0.37864406779661014,0.19354838709677424,1.0
0.41915254237288135,0.28637992831541226,1.0
0.4984745762711864,0.5745519713261649,0.0
0.5304915254237288,0.19892473118279574,1.0
0.19152542372881354,0.5080645161290323,1.0
0.311864406779661,0.19892473118279574,1.0
0.8915254237288135,0.5942652329749104,0.0
0.935593220338983,0.5840501792114696,0.0
0.5215762711864407,0.22759856630824377,1.0
0.4730508474576271,0.22401433691756278,1.0
0.5194406779661016,0.4416129032258065,0.0
0.6340677966101694,0.23476702508960576,1.0
0.28135593220338984,0.3304659498207886,0.0
0.511728813559322,0.506989247311828,0.0
0.6859322033898305,0.4459856630824373,1.0
0.4679661016949152,0.2571684587813621,1.0
0.8779661016949152,0.6254480286738352,0.0
0.223728813559322,0.5102150537634409,1.0
0.4362711864406779,0.5772401433691756,0.0
0.4425423728813559,0.5913978494623656,1.0
0.2220338983050847,0.3829749103942653,0.0
0.7491525423728813,0.5010752688172043,1.0
0.495593220338983,0.4578853046594983,0.0
0.4079661016949152,0.4532258064516129,0.0
0.4396610169491525,0.6129032258064516,1.0
0.5104237288135592,0.22043010752688177,1.0
0.6333898305084745,0.48512544802867386,1.0
0.4677966101694915,0.44317204301075275,0.0
0.6852542372881355,0.19534050179211473,0.0
0.4266101694915254,0.2706093189964158,1.0
0.4566101694915254,0.1684587813620072,1.0
0.43881355932203386,0.17204301075268824,1.0
0.40983050847457625,0.3206093189964158,1.0
0.32711864406779656,0.2473118279569893,1.0
0.6591525423728813,0.6066308243727598,1.0
0.48,0.23835125448028677,1.0
