attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,attr61,attr62,attr63,attr64,attr65,attr66,attr67,attr68,attr69,attr70,attr71,attr72,attr73,attr74,attr75,attr76,attr77,attr78,attr79,attr80,attr81,attr82,attr83,attr84,attr85,attr86,attr87,attr88,attr89,attr90,attr91,attr92,attr93,attr94,attr95,attr96,attr97,attr98,attr99,attr100,attr101,attr102,attr103,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class
0.4626460313792183,0.38085992495026433,0.4987045734190596,0.4370728273081912,0.5228437229969778,0.5952295437951461,0.408614852032312,0.647497018842062,0.4842938634486882,0.5555006548799499,0.4481935209188051,0.2895307434968236,0.4249588779088301,0.46806468987121047,0.6266884125000676,0.49310440728986027,0.6800636578412451,0.3388120323141204,0.2660628524850194,0.3766099098834517,0.7340658332552927,0.7100440858370027,0.7531469435628112,0.638758521812915,0.7189050733740385,0.7502980523466396,0.649931540146018,0.6771058153390771,0.6421876120043106,0.5554297895475648,0.5890993364628238,0.646493294877385,0.7867310352503457,0.5356817189563794,0.4693583851828867,0.6422347130915836,0.6742114644756769,0.6315723224174361,0.8165763482497305,0.4880577898563834,0.496385494101005,0.6974173766888497,0.7190322955211106,0.31020142824578567,0.6218358322612993,0.40351038133950207,0.42095294486115276,0.41777080697968605,0.13365697954941919,0.27970134501147326,0.1981611759550651,0.19233081721635453,0.23446321872655781,0.4414657409090587,0.41812852129540135,0.7123037576958894,0.25957442876809783,0.41756693650032567,0.44481594463900365,0.4449026367235171,0.30733843653143444,0.40172625976125725,0.7874527814371912,0.4728152608437206,0.508762843858228,0.5014017798986068,0.5201568460791459,0.48909210142099113,0.4426925280873289,0.540657823247074,0.5099374632828851,0.5974139784057276,1.0000000000000002,0.6683149583632231,0.6773273611414461,0.3759376730954972,0.19106559754737718,0.6635354198266226,0.44586625361472493,0.44155286700098983,0.30264002449983013,0.22581722447025823,0.2757723174601408,0.1350210007304602,0.2592468836406059,0.34183851401135523,0.31996317692773013,0.2248165576118992,0.29315411537962976,0.2768514713073321,0.23141676120231147,0.3901754168350545,0.2874656869319349,0.4369004646897777,0.3481531493924093,0.3135666427114412,0.35918627969716566,0.2998079300975235,0.47791509700024837,0.28739458202509666,0.2821865380789082,0.24802134122821629,0.9423654541692943,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.3100229073229394,0.3930375635153016,0.4956154792645096,0.43371572130523045,0.4893455245570948,0.5497035743568781,0.3153133560445028,0.508061756438205,0.6615233217319939,0.6099937373948237,0.5377173874832203,0.38047711689452524,0.4706704919774731,0.4771352630786089,0.5530338683241103,0.5402597367186903,0.5560647373685664,0.2924690274424304,0.316933600634473,0.2850802780532657,0.5338884737333989,0.5121455602738375,0.49171127851027746,0.4762925359159668,0.47608164196546654,0.38458038057138155,0.5460018999281953,0.6053671889509364,0.29787102206249516,0.5084185581481782,0.6483146439790453,0.41748172209043555,0.7697915507290158,0.6777896290073888,0.5525535124840171,0.4835204627540032,0.43218303447382084,0.48169880950921373,0.688739168525526,0.3718309597081563,0.48272279189899686,0.5697133761725252,0.5990517509478024,0.6391393860304007,0.658714194750427,0.4589304865431284,0.5498419150341889,0.38136789381650427,0.4216560887800171,0.5265327208656683,0.6348611719714775,0.7119310530568275,0.7533766965766076,0.3541011046293389,0.6688316918763118,0.7820465811303617,0.5353118176246485,0.6318808754418052,0.29453898214313845,0.39248081674969143,0.36292238122995457,0.2734457689412144,0.4780216847534688,0.38286875910355245,0.47961119225445986,0.5958294230219361,0.5330830442199499,0.6046610631919749,0.2687390968627563,0.420355840476795,0.8983301501237255,0.5484488229573301,0.6269821655469207,0.45094823203304,0.3170052430201516,0.333858940565095,0.014062129917687072,0.5110843332174574,0.3707898993810466,0.3031766173938743,0.20941341645376146,0.09785125484935686,0.4024494917527193,0.45171829346238124,0.5754505745859398,0.18944275425819146,0.1613426421214739,0.3337036164167366,0.3625687843387516,0.4911382569905473,0.41283943494323316,0.4776787679208063,0.2990093966436867,0.34642031030679293,0.38326672401964523,0.18976894096125788,0.22321784344849663,0.28079418489111035,0.4987869132311439,0.213856502962955,0.4902189815194109,0.07405589550311428,0.6094400809605591,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.47281297887186485,0.3185242917848329,0.40496739048807395,0.49630872645034985,0.5669334052672844,0.5427377489609153,0.5499896474009018,0.555709763423313,0.4684319447188575,0.6101427267921657,0.4371133832699035,0.43669600284543636,0.48053384337477417,0.35311882853304555,0.6847057009785625,0.43264459204484723,0.7630234047520621,0.4872116837264315,0.5433405115438844,0.5179453698076806,0.48944347716400605,0.1785523686510923,0.4283706697779516,0.6130438599057846,0.5476410608096547,0.7296562439308605,0.7806631016996776,0.817510038678182,0.48280889497989843,0.834152177552252,0.7471835770406194,0.6515549724047902,0.7194212789976626,0.5514404770457647,0.5504001733371139,0.4359765071978246,0.3804300194285224,0.47602548541209455,0.8922199192290434,0.7579512222352014,0.44141031211811355,0.2861029576859201,0.5308132222197862,0.5548026905342837,0.5313118283113494,0.5744284447000032,0.5042887548208485,0.35362331646699907,0.2978732880525554,0.3529580592185857,0.3052256702386169,0.356027398257401,0.3788208544012594,0.5063942905843275,0.5995225841845399,0.4983346348393471,0.3631430304934199,0.3876546025042521,0.4000336030326737,0.46106050075198807,0.43554922720187755,0.4553017065358406,0.5502160469116574,0.4617934395433363,0.6353447671044156,0.7129774089792218,0.6113491979958336,0.6183784006992382,0.5221939415893715,0.414426747587673,0.4173302238758523,0.47671543390718646,0.6606229029944368,0.4215239037119064,0.4064036593632554,0.6095341347799825,0.5582777350496725,0.6741762550059158,0.34956685757827477,0.36462726406995455,0.22184232569391715,0.6224111252734287,0.3471022184259985,0.2594631688276114,0.17463898916967507,0.5378516471601278,0.2336574503324379,0.16608454105640572,0.20712579396677844,0.20601302562225696,0.2737934197993375,0.4671563586602059,0.22549114904329443,0.6337190402549499,0.24652221943927183,0.24754458938565738,0.8735784227269461,0.20032982227984755,0.3988421978629501,0.29222746707530084,0.20951299727297196,0.3410660998927796,0.5430813369459823,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.46191797787345557,0.4684884968520703,0.7607750030327711,0.5921931131588718,0.6467637873818165,0.7705495393528966,0.5922267621389811,0.6221321546599002,0.5064719262783005,0.5140226800583163,0.2925807346222402,0.40924538977288405,0.5724747635745404,0.363038574957335,0.539299373049231,0.41679481726270323,0.7243681873579639,0.3023769140827135,0.431012072611914,0.41107627036319977,0.5805829547561212,0.5303284347568794,0.4545020764132386,0.550712467448869,0.5201763682935014,0.41047017846282957,0.4603278491118059,0.5723309689617104,0.4554807543942138,0.32589795137923666,0.5630159102153478,0.5022288182263062,0.5907761992590589,0.36244867281579685,0.4951489682696783,0.5133443601855876,0.4781689962955112,0.4881715156790865,0.6287025828311085,0.43231369273502196,0.4613289065935353,0.44959153082085623,0.48560371504458255,0.2382837893741505,0.4863852660743311,0.3411533056295856,0.42452271599801567,0.34597882096882215,0.5360308800059385,0.5669376663413924,0.5224682308887384,0.5694935980958066,0.5602827250548211,0.3988257263663857,0.5129063368078233,0.3563344476679518,0.7060022852355917,0.7720824463391283,0.3727563412597987,0.36217348957328455,0.470943355528222,0.4084990651972809,0.571501701930472,0.5071852836678298,0.4430201483541365,0.4495448219567495,0.6278490162863345,0.680786780545213,0.4740395441628032,0.4144093486222788,0.41618706591151267,0.28551307816838006,0.6985738347432018,0.6941989418431614,0.7330529813240747,0.7720093969109325,0.5603002972634201,0.5561044504131779,0.5699692084767252,0.47499964816317725,0.21603060800691365,0.4907298664722286,0.5601849082483936,0.06596397918188457,0.16930420444419947,0.322543336474163,0.22791738318448257,0.16127041963356537,0.2008666506175812,0.16904809760516945,0.13651986677945968,0.5617219979273285,0.22075406927456237,0.5244558732616411,0.46707830133545325,0.2428575922336675,0.35932998882988104,0.5017659724207989,0.5576902603794094,0.2778185578499555,0.26118257042871684,0.14272952609459322,0.6644573673361035,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.5444673542602909,0.3689749030592245,0.6373989798335152,0.46830519671522464,0.6862410014628875,0.6476811693513135,0.7012418650170036,0.5485664228678406,0.5334792366419949,0.7281280197709772,0.48153809497149236,0.6683256606969041,0.6135773031558813,0.5824440917973788,0.5943752941367391,0.6270953985756197,0.6534031884610524,0.4804512898681551,0.44575310627423337,0.3176467133100945,0.5642670254629409,0.32578258102782287,0.5402507088126735,0.5913245750065833,0.2872802857760617,0.6732127136868756,0.8450175944054696,0.9809885142064165,0.5567502682028647,0.9398514254646984,0.6639762992001099,0.7440732636485948,0.654484600829981,0.5886668471983508,0.5329206768707301,0.5014725831647379,0.4945256376322462,0.44429949854713535,0.7274542283976712,0.3739945646274888,0.4146269751854522,0.5508638893610754,0.5560524971722235,0.3820105194728445,0.6745116409358887,0.4846469285345449,0.5040807182064043,0.364795325173004,0.40388226997735965,0.5056106312887721,0.38563996335099393,0.43486653904106104,0.3795723742404232,0.6210063718627606,0.5083019845520172,0.3835556121501851,0.4556411748944387,0.5473416725105463,0.43255923847127203,0.4113165486188757,0.37702764817206724,0.5188738474701988,0.5015126923011605,0.23394144685794144,0.6134118262355935,0.5354490738049278,0.5433322543297501,0.5456790681806339,0.5589598234949567,0.3016877787294485,0.38409217489935377,0.42439524463036765,0.7751177278063275,0.7029163155341044,0.4534878588945183,0.5138211970484348,0.44023594784983006,0.2776734202038687,0.1923951807830915,0.46845431047019476,0.22553408091376537,0.5497445216878267,0.7692263818385935,0.22818748858655952,0.19357483396257613,0.20886601677279124,0.23591332577852803,0.2388405328898763,0.23922491463833293,0.5715269257191542,0.39450666687458014,0.3539206702971763,0.549604607640602,0.43482974841360955,0.3008369420940613,0.25033210653542104,0.2487572426136772,0.19621161376583662,0.43513954700220947,0.2216697564268798,0.2903570885172223,0.3068796615456514,0.3233212773223192,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.37870112562232305,0.7819159214756713,0.40047022396293663,0.4424966607355544,0.3057642512965155,0.6256388687386139,0.2673130462113211,0.5103141868802361,0.6424533033420977,0.6474750926764556,0.4516282333885821,0.3441041368948543,0.44104473488470936,0.47754179314842066,0.3709382082947913,0.46987097688926693,0.18785167637313083,0.42767898697169127,0.40996486164962986,0.3315708382939982,0.5774208714697716,0.43383679188053187,0.45731116029787067,0.4273546537144863,0.5571147547942171,0.6086958987146537,0.6971387348975778,0.7338634232209823,0.38886195723090716,0.65593952583314,0.7735996004100059,0.6379873831420537,0.7190863848123001,0.6938081316628625,0.4983508899576822,0.5285662444379031,0.46866121115805626,0.572745812030782,0.7912329973605903,0.5573624074420567,0.5610996771012488,0.5727704182320787,0.5432700544768186,0.5305929475389234,0.6611387767160097,0.5346054107424214,0.5761642620529784,0.536520341915321,0.41874772668225513,0.466825523717255,0.45293869258654346,0.5051557347813744,0.548660223892571,0.5091824231965079,0.4955023206806169,0.5748401755729056,0.4860098616231332,0.5764762108544663,0.14685470363700326,0.509283042727334,0.49983694075171586,0.34293647508535463,0.5024176389384224,0.2934690377119624,0.5981835228686052,0.6094556965179146,0.6439417258629215,0.6172015333686623,0.19536939061061806,0.3767516606126176,0.28343705255983453,0.11294829610277951,0.6266933865582113,0.6173456003380158,0.5373603379614803,0.5488369374309358,0.4782321741745418,0.5203143925635745,0.40016363852125736,0.3557762223984013,0.46359076334031135,0.36182324685661493,0.37670812680933113,0.10168519448502555,0.2947428371960573,0.24726107396083138,0.17262862320276204,0.24402273070313182,0.14539901682732373,0.2573070380958952,0.1894338386929521,0.5364518103865652,0.5324723742120759,0.5089348964547908,0.2166151820836071,0.2446518144268531,0.7627019276620484,0.5868251276004841,0.47231846189189236,0.19762722489525175,0.41941924837022027,0.13273644678836205,0.3254873710999718,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.4146483467912921,0.32773435558999064,0.650798052094345,0.5457819183049556,0.5521266709451558,0.8234938292900198,0.532558551768209,0.6293422197735369,0.5519907189284213,0.6990969727374655,0.5243821618897949,0.517761826344842,0.4166060992455637,0.8167395462959333,0.8832838372199954,0.5796046963103535,0.7421621818446636,0.3407632071316793,0.5116705586887558,0.36516743514613165,0.5682604815081677,0.5195900273864517,0.5733147805528278,0.38706001111858845,0.40440549320379854,0.5061559682058596,0.5435790454867786,0.5444591456655172,0.28192343066394027,0.519029489142571,0.6102719247786039,0.4351749252282489,0.5752935541316202,0.4600394038033236,0.45073133282330846,0.4689597223974371,0.5053414708347015,0.6002460265888536,0.733795872635703,0.4730913913747316,0.4220927620549302,0.5273483909850438,0.5420812921781226,0.6665549027955844,0.6609787072270198,0.48536947052047613,0.469971857904134,0.23793157973063475,0.372677133207141,0.34952237882366444,0.32094172011313393,0.4008705716219856,0.3314641334413986,0.5943385090454955,0.47686612328779054,0.6440030745202966,0.46368723686682495,0.46637595643094876,0.30549042051045106,0.5666770496033176,0.5052718210508205,0.45275148693359707,0.657339408363842,0.5900145656839746,0.5342560288799454,0.581760607078069,0.5952316647171786,0.5738648932708161,0.5777743883386346,0.428288977834509,0.48381649453598463,0.5115720107204755,0.5825800455061961,0.5359374020601324,0.3355114179693114,0.39532854395199113,0.39070313310854504,0.34524724431052023,0.35390765041315597,0.5274620368068228,0.19082179310229097,0.16325008488113857,0.5029373590617146,0.23559481144996347,0.5409065229972165,0.6264940605347358,0.19979686554823853,0.15412073435211934,0.21493049274016296,0.5176469882373411,0.42462682785156536,0.5415304558677011,0.2370164026001031,0.5767536730786214,0.37646059523679887,0.2220976066551972,0.22823296556859826,0.20747858309602057,0.48190175397965296,0.17520949645838466,0.2955208857574232,0.10733336389320888,0.451287816283342,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.2408544588509543,0.2516669028457431,0.16423034042135298,0.1912344911057426,0.3569475302100362,0.4516125602243809,0.33748579310591376,0.4323961074799183,0.268966163604217,0.4968695391598008,0.3086671154274316,0.46912233224519867,0.5002851981723515,0.4276035981006585,0.5653943731303722,0.4167457383110297,0.6101353478798212,0.2325073637587498,0.3532918796263659,0.2936807718982761,0.4749594347429721,0.25670035817209286,0.34255277229643,0.3764066477455598,0.40247812308904507,0.562230920042585,0.7084256909539335,0.7527641692150278,0.5686192321197078,0.920592332300755,0.991386799800205,0.8891617963354843,0.7426124528961886,0.5892084422510457,0.5902342725993612,0.559625211620558,0.5240583097295273,0.5235707367311159,0.8489181764381811,0.5792382828853992,0.5075642263222762,0.4893494399968002,0.6496293643775684,0.5488120666386052,0.6059512894421225,0.6149702377011816,0.5743285103892571,0.49667362712999485,0.5481690977248265,0.5178525177489153,0.4792271840019121,0.5106208282076853,0.5409475458351675,0.6271327089741986,0.5537392129714291,0.6282392541373316,0.44942915307690645,0.4395451301089695,0.4535684845557311,0.4261424523411585,0.4105061513138466,0.4121549355638958,0.6691122061046293,0.4501590427486943,0.5738218092061204,0.5266468689231981,0.5609481462652244,0.6192209865825327,0.42811582137232035,0.3228172404766368,0.31775595166946835,0.3939879958332645,0.7358612463969786,0.6872227213528063,0.5996598204494761,0.7370841184968283,0.6105649601741532,0.45951852792946424,0.37853587243690234,0.45922797618768385,0.3496581630441319,0.11234366564067172,0.15309323454495627,0.13927536066471874,0.39366945003261034,0.5390196299739138,0.3465000911331416,0.42525136439827455,0.31459388928695053,0.36495591627842794,0.13403140272704472,0.4899407408000192,0.19705882714826567,0.5060467921748721,0.21175832858416793,0.40556559739251,0.4015249498651094,0.4472447565961192,0.43156098772718526,0.2754556949817293,0.17333481583782956,0.17572412929510664,0.6595917573775558,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.1826505634842464,0.360791758147718,0.4291270240137716,0.5311084429142496,0.4835784571649624,0.7558653053219568,0.4104187365658269,0.6079312622665951,0.3443875353992837,0.6847098157918661,0.23693787180632284,0.45235223160434257,0.42069408139411324,0.43873983932776023,0.5161673780042518,0.5219082987054063,0.6749144838724186,0.43249341192174057,0.3082109732992598,0.3662540748990736,0.8721950725396623,0.5209086843559455,0.6240553012415382,0.5463645141469409,0.5481437953406193,0.6859797026706341,0.7258595391113153,0.7363769859625767,0.6072380147034703,0.647197679079618,0.6925583465306925,0.6964313573322987,0.4124813174757126,0.16464904087937354,0.19523429934891584,0.46301643592822583,0.4320369636151768,0.4306699524702786,0.5465306300673464,0.33675430317552696,0.45159424211595395,0.5551281130605599,0.620568023755758,0.4096371011024823,0.5497551289912915,0.40387732674596977,0.4726820491835134,0.40587911116898584,0.60250751586683,0.6361720864268223,0.598495797315062,0.5386523609523879,0.5700730537624675,0.4723701015862374,0.5143235629631565,0.4437987201772298,0.7578913003976063,0.6489502101453916,0.41035183425304134,0.5263102839888143,0.5377848080137841,0.5236312015756912,0.5869124821982683,0.45997726664276867,0.5920222977670343,0.5435726345038363,0.6058740822677345,0.6803994073386577,0.32584690962590124,0.3987360442503142,0.404604167249478,0.4151403417264295,0.6001485532844246,0.544529412720633,0.4035812781290351,0.5333220139895954,0.4280340429155766,0.461616764693503,0.3738240823439032,0.35161985673204577,0.19955894712259845,0.12711576674106523,0.5600277111970208,0.39760859888604816,0.16582155225471013,0.3623359149008483,0.24372303977895593,0.26415439083357384,0.3389267720113445,0.7338582181116748,0.6111550761418021,0.4554685718172688,0.29324123301879945,0.4053276786368598,0.23870696862888874,0.312322906760939,0.2460986236584426,0.1821765397908514,0.6015546934971451,0.2631805955914658,0.22428225325078116,0.11986775772876022,0.4806509747421999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.4699142265469174,0.46902956164549947,0.4661773795700974,0.4370940442952826,0.5531226795001578,0.5867691849653481,0.5634688803850273,0.5553980644158885,0.5773844805487586,0.609263100124242,0.29168234508314006,0.3668537043201774,0.5072260121134842,0.3265014269824532,0.4990019636162996,0.43749113852261445,0.5542355382964459,0.32032584827689603,0.4204361451357067,0.4364360927055071,0.5980914739378975,0.4118384591169052,0.38858788507537584,0.43423501185007457,0.3868946791054775,0.39266784139220573,0.6563003135327514,0.5618787468407433,0.3957289225352369,0.4042151919535692,0.7166284357519418,0.4351749252282489,0.7874783362218369,0.6013432109954848,0.5152632958661238,0.556835791791848,0.2781760252691602,0.49028276710436514,0.6514622664735498,0.5846074964310339,0.3869581168315853,0.4221490560257726,0.5986222050079048,0.5288200026775086,0.44179414357526975,0.5161560009759991,0.35459612320339806,0.5324510287223753,0.37278996399807,0.3859526312915722,0.2813098036091304,0.21783216019682494,0.28632905872140135,0.5781763110243378,0.42907773626966916,0.37944858079590804,0.4603225200420089,0.5633692608286179,0.5103807118592453,0.6166592668871879,0.6450020414504312,0.4996902511049563,0.7271234099747925,0.5507473421029944,0.512228692429857,0.6725660461976349,0.5167877732344887,0.6595176318715731,0.4310487454308771,0.5433230284006476,0.5535898211892403,0.7148747348816795,0.6039967012037384,0.470272711021964,0.5064669196322983,0.6762672330049796,0.4220741375501981,0.8147175876200912,0.6333360398228706,0.7418444224481275,0.5586674441726903,0.5794139583553654,0.21310633893631853,0.25774972607742874,0.14803970200530953,0.20171862139982932,0.199531390744571,0.13618561642203267,0.1691549871583575,0.2037765904788761,0.16335109693834454,0.3122601722958238,0.4149275842000548,0.33774566267618467,0.4086375521651959,0.4232053543558585,0.7088779582851581,0.5284494566288925,0.3855869602977899,0.16629786002850436,0.19404735431467324,0.11709500804432821,0.576966122692138,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
