Method,Dataset,MAE
ACC,1043_ada_agnostic,0.05115
ACC,1460_banana,0.25875
ACC,1462_banknote-authentication,0.0072499999999999
ACC,1466_cardiotocography,0.0
ACC,1475_first-order-theorem-proving,0.09505
ACC,1479_hill-valley,0.05155
ACC,1485_madelon,0.1593
ACC,1489_phoneme,0.1085
ACC,1494_qsar-biodeg,0.0762
ACC,1496_ringnorm,0.06365
ACC,1497_wall-robot-navigation,0.0615
ACC,1504_steel-plates-fault,0.0
ACC,1507_twonorm,0.01115
ACC,1526_wall-robot-navigation,0.08505
ACC,1535_volcanoes-b5,0.09415
ACC,1538_volcanoes-d1,0.5
ACC,1539_volcanoes-d2,0.5
ACC,1540_volcanoes-d3,0.2511
ACC,1541_volcanoes-d4,0.32155
ACC,1566_hill-valley,0.12895
ACC,182_satimage,0.0130499999999999
ACC,23_cmc,0.11215
ACC,28_optdigits,0.0204
ACC,294_satellite_image,0.0152
ACC,30_page-blocks,0.0444
ACC,312_scene,0.0713
ACC,375_JapaneseVowels,0.01445
ACC,40474_thyroid-allbp,0.0247
ACC,40475_thyroid-allhyper,0.08035
ACC,40733_yeast,0.09195
ACC,44_spambase,0.3874499999999999
ACC,4538_GesturePhaseSegmentationProcessed,0.02215
ACC,60_waveform-5000,0.1512
ACC,679_rmftsa_sleepdata,0.0344
ACC,AedesQuinx,0.5
ACC,AedesSex,0.04875
ACC,anuranCalls,0.0115
ACC,ArabicDigit,0.01075
ACC,BNG,0.01085
ACC,click-prediction,0.0111
ACC,cmc,0.4728
ACC,covtype_reduced,0.5
ACC,default_credit_card_clients,0.0229499999999999
ACC,eeg,0.0584999999999999
ACC,HTRU,0.05
ACC,jm1-processed,0.0312
ACC,letter-recognition,0.02025
ACC,magic,0.0351
ACC,mozilla,0.02105
ACC,namao,0.1964999999999999
ACC,occupancy,0.0
ACC,phoneme,0.4985
ACC,spambase,0.09885
ACC,winetype,0.06985
ACC,2dplanes,0.0265
ACC,balloon,0.10875
ACC,bank8FM,0.0227999999999999
ACC,churn,0.2412
ACC,clean2,0.06805
ACC,cpu_act,0.0349
ACC,delta_ailerons,0.0101
ACC,electricity-normalized,0.0664
ACC,elevators,0.04505
ACC,file79b563a1a18,0.04755
ACC,fried,0.04535
ACC,fri_c2_1000_10,0.03165
ACC,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.0147
ACC,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,0.1733
ACC,gina_agnostic,0.0206499999999999
ACC,kin8nm,0.0602
ACC,parity5_plus_5,0.5
ACC,pendigits,0.0599
ACC,phpGUrE90,0.04195
ACC,phphQEck0,0.02145
ACC,phpMD2hR6,0.0076
ACC,phpmPOD5A,0.0718
ACC,phpV5QYya,0.5
ACC,pol,0.00845
ACC,pollen,0.1012
ACC,puma32H,0.00675
ACC,puma8NH,0.0725
ACC,quake,0.0701
ACC,space_ga,0.0287
ACC,sylva_prior,0.06105
ACC,visualizing_soil,0.01815
ACC,wind,0.2871
ACC,abalone,0.5
ACC,ailerons,0.24695
ACC,BNG_breast-w,0.0114
ACC,file22f0e4a679,0.0333
ACC,file7b5365fa741c,0.563
ACC,houses,0.1177
ACC,kdd_JapaneseVowels,0.0494
ACC,MagicTelescope,0.35695
ACC,page-blocks,0.04535
ACC,php50jXam,0.0246
ACC,phplE7q6h,0.0078
ACC,phpWfYmlu,0.00095
