RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,class
0.12577806396222366,0.04435446352082805,0.3703948697561961,0.35970602101805244,0.40282080547855864,0.975034538218859,0.9992024583813487,0.37715915192310207,0.00295790224525716,0.0
0.05540872584918293,0.050511597164959204,0.3703948697561961,0.35909388164798567,0.42455639129725864,0.022774604614718474,0.4509202653697663,0.37715915192310207,0.006668368114860823,1.0
0.06523723943066381,0.01696660902040934,0.3703948697561961,0.3584361169832555,0.41004827767104546,0.0215889642658309,0.44538630311789945,0.37746362672044625,0.027412948020757666,1.0
0.0029376619798624393,0.05309444895418566,0.3703948697561961,0.35954253037884204,0.41693546671959963,0.1622368393921274,0.4709694850810888,0.4787227773339794,0.20596684793633968,1.0
0.003197150115488238,0.002544349650753519,0.3703948697561961,0.35937903973963164,0.4219688215569372,0.004665237024970681,0.7692533057286275,0.9421988973428844,0.005928892553546561,1.0
0.104570515099967,0.011034071184037013,0.37238909562508554,0.36042081730111175,0.4018460360558348,0.0008454131183371905,0.36905017676126484,0.8753093856811723,0.0010863092316653056,1.0
0.13482170602236723,0.15760850383898406,0.3734122768715419,0.3616146791781364,0.4219688215569372,0.004629152318700203,0.8944510634973339,1.0,0.005883084332934163,1.0
0.08185729433963472,0.021532320940992264,0.3703948697561961,0.35812054202850063,0.007270007585478414,0.022738519908447996,0.8596945252836969,0.01176975157475675,0.02887226704883805,1.0
0.057894686259622685,0.14963856117508526,0.3713561387616249,0.3592155491004213,0.40390545799984406,0.0057529331711240195,0.9161409402527393,0.9483407760506017,0.007309683203434281,0.0
0.12402251460021207,0.011765611815022892,0.3703948697561961,0.359808677931045,0.4100979022962023,0.019150669113553453,0.5403490953599354,0.00505166249787195,0.024317621113663312,1.0
0.24763497387499078,0.04968380118779097,0.3710726458684984,0.35888476571411193,0.4023032915304944,0.7283646411118214,0.4614380489202263,0.9483407760506017,0.006956305501567339,1.0
0.2764926174023636,0.010267236926117605,0.3703948697561961,0.3594816966526242,0.4049901105211295,0.001958884054683807,0.3697565707663561,0.9421988973428844,0.0024932760076172844,1.0
0.014976630050007527,0.01727462612819287,0.3703948697561961,0.35954253037884204,0.40876158203305,0.0022784914530795675,0.7692533057286275,0.9421988973428844,0.0028924619300966237,1.0
0.022351218793348133,0.023954747153248135,0.3703948697561961,0.35937903973963164,0.40588335377395274,0.0001340289090047131,0.36860420450920267,0.9421988973428844,0.00018323288244959102,1.0
0.2589082917671783,0.023460636376178727,0.3703948697561961,0.35937903973963164,0.4255347053360651,0.033795904901334106,0.39992317558285645,0.3772639174447689,0.042902670619261674,1.0
0.12960311129478172,0.054381062081489774,0.3703948697561961,0.35937903973963164,0.40588335377395274,0.0022784914530795675,0.37036856188597433,0.9421988973428844,0.0028924619300966237,1.0
0.23119431817089695,0.025379326276746952,0.3703948697561961,0.3584361169832555,0.41069694241416715,0.0022784914530795675,0.36860420450920267,0.9421988973428844,0.0028924619300966237,1.0
0.057894686259622685,0.061799140760609744,0.38642362310434497,0.3771500920110109,0.4148689555434251,0.014083345361568744,0.42845888917101244,0.8069826220190935,0.017884838133380487,1.0
0.10685144784769007,0.007536793606078204,0.3703948697561961,0.3580939272732803,0.40347301483776293,0.0032115388580736814,0.4228760978404526,0.3777255405246133,0.0040900196975348635,1.0
0.25855269691465405,0.06404509883819798,0.3703948697561961,0.35909388164798567,0.42632515472249205,0.014918448563828735,0.42811383034824896,0.3792184492083655,0.018938427207465414,1.0
0.11821766889954605,0.19558123790792212,0.022334026315960976,0.3601052423463568,0.40128598671477894,0.0035517660886240643,0.6550616222973105,0.0543176490616938,0.004515381746078462,1.0
0.09596255682309636,0.011765611815022892,0.3703948697561961,0.359808677931045,0.43086580792434376,0.0022784914530795675,0.36860420450920267,0.9421988973428844,0.0028924619300966237,1.0
0.11233593782536128,0.05595644124734095,0.28339187841739283,0.3583372621781516,0.40241317462905596,0.002056828257418042,0.3697565707663561,0.9421988973428844,0.002611068574906228,1.0
0.060588877890009066,0.3230233162533569,0.37029059650814966,0.3579722598208447,0.40128598671477894,3.092974823193373e-05,0.3686269914125927,0.37570553030997494,5.2352252128406995e-05,1.0
0.08327006307804186,0.05122388672670861,0.3703948697561961,0.359808677931045,0.42698090869777894,0.0039023032352516474,0.9958397624953613,0.3781642461465931,0.004966919920686319,1.0
0.07470695460239049,0.05622916472819094,0.3703948697561961,0.3599341474913692,0.40412167958088463,0.0022784914530795675,0.36860420450920267,0.9421988973428844,0.0028924619300966237,1.0
0.1332487594224627,0.010267236926117605,0.3703948697561961,0.3594816966526242,0.4049901105211295,0.004154896179145107,0.8944510634973339,1.0,0.005281033433456983,1.0
0.11644289819415478,0.02280610002213873,0.3703948697561961,0.3594816966526242,0.40283143932680654,0.0022784914530795675,0.37036856188597433,0.9421988973428844,0.0028924619300966237,1.0
0.11149019871665497,0.008913245056485846,0.3703948697561961,0.3580939272732803,0.43335058379826885,0.00880466832999982,0.4589477659068862,0.37838032503503094,0.011183749860939285,1.0
0.12057869057801783,0.04088606254672395,0.370228684267122,0.35790001977096103,0.4014135928937537,0.01643400622718938,0.730854118244497,0.38612315187071933,0.020875460536217916,1.0
0.1309197733162904,0.023698066230095197,0.3703948697561961,0.35970602101805244,0.4043414457780078,0.004474503577540867,0.40840966945969,0.37755857047445684,0.005686763387452443,1.0
0.06500658331010754,0.2681385178601795,0.37081522128738365,0.35858439919091145,0.40148802983148896,3.092974823193373e-05,0.3686269914125927,0.37570553030997494,5.2352252128406995e-05,1.0
0.25115568327070376,0.2741673110427342,0.3703948697561961,0.35937903973963164,0.4102396869395076,0.004665237024970681,0.36860420450920267,0.9421988973428844,0.005928892553546561,1.0
0.3035947115677248,0.024233887657176958,0.3703948697561961,0.35954253037884204,0.4113456071572888,0.004665237024970681,0.3815178681875297,0.9421988973428844,0.005928892553546561,1.0
0.25346865159072635,0.01298805471153877,0.37121276304556095,0.35904825635332227,0.4088785543637769,0.036760005773552984,0.9910675338711042,0.37746362672044625,0.046672032772509864,1.0
0.006205290354409536,0.0,0.3703948697561961,0.3580939272732803,0.41666962051340223,0.0001340289090047131,0.7692533057286275,0.9421988973428844,0.00018323288244959102,1.0
0.25346865159072635,0.01201587571509701,0.3703948697561961,0.35954253037884204,0.40309728553300395,0.026743922304472423,0.8617778993079291,0.377378504734092,0.033950435505297416,1.0
0.1348473344802068,0.015811544866221112,0.3703948697561961,0.35954253037884204,0.4092330159720401,0.013495680145163669,0.7111206599087222,0.37746362672044625,0.017138818540550105,1.0
0.11188103269870864,0.09165113212329669,0.3703948697561961,0.3594816966526242,0.4112144563622314,0.0022784914530795675,0.37036856188597433,0.9421988973428844,0.0028924619300966237,1.0
0.014976630050007527,0.08274109557835026,0.3703948697561961,0.35937903973963164,0.401931106841818,0.0022784914530795675,0.36860420450920267,0.9421988973428844,0.0028924619300966237,1.0
