RIDGE,NUB,CRACK,WEIGHT,DENSITY,class
0.4548013559928844,0.44753623877474613,0.6749661433190562,0.657959849938429,0.44886145356756196,0.0
0.6441122833711863,0.36282160241056943,0.5577815288316367,0.4406111286119305,0.3729961932036462,1.0
0.5092603573466397,0.5005646057566014,0.507796756238377,0.5805779088748246,0.2920668459469843,1.0
0.5439254427674786,0.6948870491325874,0.5672290007581304,0.5163993814255851,0.5211032724478749,1.0
0.20965305825622899,0.4079425171907595,0.467547804337543,0.7168375383029297,0.7368290084867113,1.0
0.5402065315894877,0.38386653908557644,0.4247847103876833,0.4608422348864516,0.5495494708902317,1.0
0.666978440608183,0.4761023184495332,0.5147754443486882,0.3165926859302959,0.5331392100024448,0.0
0.34231659972477374,0.760532868969862,0.6114581375909595,0.6317835562301327,0.7272901896413231,0.0
0.7210100580660319,0.36692836638753357,0.42276950889993326,0.3551461954809703,0.3287028952607132,0.0
0.30838992627068396,0.5132236611414546,0.27487413090386,0.5933732352014663,0.8380801871965915,0.0
0.5350600239424487,0.4449925412607944,0.48288698672299724,0.5873879549815287,0.4497913246952817,1.0
0.5327642340094652,0.665352224843842,0.8237395271080239,0.5351527821529827,0.6261175915901234,1.0
0.7373267249191663,0.5493287134714934,0.43617124676822594,0.10836364157049178,0.6207741067998465,0.0
0.4170841677761493,0.26144515300816007,0.5365571157347709,0.6517125347232167,0.3482345545349772,0.0
0.5363578389143107,0.36290480746943704,0.3806074115352466,0.3843036742174748,0.6184865365138128,0.0
0.49497096698403464,0.6319067627883205,0.6184692244390159,0.46436467252785024,0.7509473334963155,0.0
0.5991810340005147,0.5833001503634279,0.5063420529136184,0.4417924339184972,0.4108458771347746,0.0
0.24079614235687674,0.5820669325266405,0.2656259112144991,0.6275766774535354,0.9057468655048371,0.0
0.5864445463801031,0.4862295627574157,0.5087006810214674,0.38160600246284265,0.48774141724583525,1.0
0.48399995524775963,0.33866241924651874,0.4500314267756128,0.6323892436782268,0.4810838892187337,0.0
0.1866011792215348,0.8623253436666093,0.45485073901520795,0.7330579340760046,0.9245451052980826,0.0
0.30627985813539793,0.7490030250982118,0.5945978344683691,0.6203456570921276,0.8242674536374115,0.0
0.643595394994462,0.6094354536755835,0.2056396482793031,0.3416807468713309,0.5584378165054309,0.0
0.6436826618632595,0.5668909241110431,0.4557627634827347,0.2751295856124174,0.5698363776062586,0.0
0.6964970183819827,0.46336302961505776,0.32018214570360337,0.26746327214410504,0.6012599098941781,0.0
0.6469965652655486,0.4396674174932693,0.6114500379065232,0.4450227669749994,0.40966280166241753,1.0
0.39959722983631873,0.5857784724739836,0.615992340938397,0.6040579627137089,0.5580230852512835,0.0
0.19847618621407237,0.4268062926797378,0.47114892403791947,0.7410048970474528,0.7266484475954319,0.0
0.4202123493807409,0.4424815314485407,0.44726943438283645,0.642337982187348,0.5292756609506514,0.0
0.4135867801881832,0.32903737690108703,0.4823362081813293,0.5502720581918155,0.637145077358293,0.0
0.38952573813226526,0.3976964085130662,0.4147686406137617,0.5356496463243507,0.549584395627423,1.0
0.400812253163424,0.39633541147873225,0.5734122998567975,0.6251353131532977,0.5618735375266302,0.0
0.7303498506393977,0.3699267201160117,0.31521379927038046,0.23314384718920939,0.44542573254636264,1.0
0.4969333527259709,0.5177345639757754,0.36043433747821185,0.5738322976030242,0.45215747563999587,1.0
0.5176939170517224,0.36002531811076977,0.454031050950255,0.5234442567083823,0.4968000209548424,1.0
0.6698828610107294,0.6849024420684778,0.7810007322114729,0.37377072653856075,0.376296580868229,0.0
0.6301898613799354,0.46859009027748894,0.6351075962080517,0.4112274120106533,0.34068208011734713,1.0
0.6853559481321534,0.4698441093789931,0.5011663545588264,0.3100174689996851,0.40201864980966023,0.0
0.6408789340016335,0.7992975115744181,0.4888629339000952,0.3330908674360664,0.6608415115426257,0.0
0.49892930264821383,0.4773028485846226,0.18488663681662965,0.3819682694235231,0.6361060664268502,1.0
0.4048019153958895,0.4438098407811767,0.6104618764052953,0.6548727054039349,0.4351273006670625,0.0
0.6178113916827961,0.6609423567238604,0.5788083096282569,0.4655517053752972,0.4982363007718367,1.0
0.7066445888947316,0.4704800337574811,0.4996452338216903,0.19429393739797823,0.4912731812943108,1.0
0.7281972678757231,0.5700438015202753,0.5404158054002216,0.3494172227154272,0.4250558795795062,1.0
0.5121088374486749,0.62822493893343,0.7190008877254142,0.5435894498696985,0.6012293507491356,1.0
0.5684787594678959,0.3859466655572659,0.6339428615861126,0.5016022795612705,0.36093406209618273,1.0
0.19269867197726587,0.35456350031796224,0.5281917616489662,0.7035066869039779,0.8617635246044775,1.0
0.594175495910764,0.40836448570358796,0.4742689224827801,0.44967782582548194,0.4926439772290714,1.0
0.44920508832973455,0.7367391937429797,0.4891415630447038,0.4831452790744295,0.6848129780323404,1.0
0.4096441078081472,0.28428494166731055,0.5954191424702093,0.55318880838512,0.46938410225963056,0.0
0.19831284053657938,0.43470185844442205,0.5951145943354047,0.7618660328188094,0.7130059721300598,0.0
0.46029469350309354,0.6856780320814935,0.36146785721228303,0.5514490678427219,0.6646614046729299,1.0
0.4478938476857498,0.5770478845113783,0.5173122655141356,0.610176408259114,0.4968262145077359,1.0
0.44098410176659475,0.5123470364140997,0.4612446299092187,0.5035023912483176,0.6144658261446583,0.0
0.5454022667009768,0.4911862069785272,0.36964529861916584,0.3180933016409405,0.6448590786854329,0.0
0.47560891017106544,0.21870152562418654,0.2492483492843119,0.5145966379335033,0.5039464953026229,0.0
0.43969299963079406,0.28609465169768034,0.5340737524866032,0.5963687390818753,0.4662408759124088,0.0
0.5424933710743894,0.5469989718232012,0.3304071873359814,0.42775852687648563,0.5524656864457096,0.0
