climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,class
0.7034587995930824,0.5440414507772021,0.5650406504065041,0.3508771929824562,0.6271186440677966,0.8,0.6237623762376239,0.6,0.48809523809523814,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8529411764705882,0.5,0.0,0.5454545454545455,0.0,0.8529411764705882,1.0
0.5340793489318413,0.3160621761658031,0.4959349593495935,0.43859649122807026,0.576271186440678,0.6500000000000001,0.5841584158415842,0.4714285714285714,0.42261904761904767,0.8,0.7428571428571429,0.7428571428571429,0.7352941176470589,0.6428571428571429,0.0,0.5454545454545455,0.0,0.7352941176470589,1.0
0.31586978636826046,0.3886010362694301,0.4186991869918699,0.44736842105263164,0.5254237288135593,0.6000000000000001,0.5643564356435644,0.6285714285714286,0.4761904761904762,0.7428571428571429,0.7142857142857142,0.7142857142857142,0.6470588235294118,0.5714285714285714,0.0,0.7272727272727274,0.0,0.6470588235294118,0.0
0.6068158697863683,0.6010362694300518,0.7520325203252032,0.48245614035087725,0.559322033898305,0.5000000000000001,0.5346534653465347,0.5642857142857143,0.5,0.7714285714285714,0.7714285714285714,0.7714285714285714,0.7647058823529411,0.5,0.0,0.5454545454545455,0.0,0.7647058823529411,1.0
0.525940996948118,0.4145077720207254,0.5772357723577235,0.40350877192982465,0.47457627118644063,0.3500000000000001,0.6633663366336634,0.7285714285714285,0.5,0.8,0.8,0.8,0.7941176470588236,0.3571428571428571,0.0,0.5454545454545455,0.0,0.7941176470588236,1.0
0.27975584944048837,0.8134715025906736,0.4796747967479674,0.22807017543859653,0.576271186440678,0.8500000000000001,0.6831683168316832,0.5785714285714285,0.6369047619047619,0.8857142857142857,0.8857142857142857,0.8857142857142857,0.8823529411764706,0.5,0.0,0.5454545454545455,0.0,0.8823529411764706,1.0
0.6174974567650051,0.6632124352331606,0.6504065040650406,0.5000000000000001,0.288135593220339,0.30000000000000004,0.5247524752475248,0.7285714285714285,0.47023809523809523,0.8,0.8,0.8,0.7941176470588236,0.5,0.0,0.5454545454545455,0.0,0.7941176470588236,0.0
0.4598168870803663,0.6269430051813472,0.6910569105691057,0.5263157894736843,0.6271186440677966,0.55,0.4653465346534654,0.6142857142857142,0.48809523809523814,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.7647058823529411,0.5,0.0,0.36363636363636365,0.0,0.7647058823529411,0.0
0.8728382502543235,0.4455958549222798,0.7113821138211383,0.6228070175438597,0.4067796610169491,0.55,0.5445544554455446,0.6571428571428571,0.380952380952381,0.6,0.6,0.6,0.5882352941176471,0.5,0.0,0.5454545454545455,0.0,0.5882352941176471,0.0
0.5620549338758901,0.528497409326425,0.6626016260162602,0.43859649122807026,0.6101694915254237,0.55,0.5742574257425743,0.6071428571428571,0.4642857142857143,0.8,0.8,0.8,0.7941176470588236,0.5,0.0,0.5454545454545455,0.0,0.7941176470588236,1.0
