lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,class
0.0016260162601626016,0.0017391304347826088,0.2114825581395349,0.07003012048192772,0.030280785465222976,0.049701789264413515,0.050537273337810606,0.08013431123140663,0.05337129366016249,0.08607563850687623,0.08268186753528774,0.046367112810707455,0.015392077607113985,0.0,0.42011331444759215,0.2664297187382523,0.10779062013780841,0.27282385697538103,0.000885896527285613,0.02497494153023722,0.43782790986922615,1.0
0.002168021680216802,0.0034782608695652175,0.11167635658914729,0.04009789156626506,0.01688383189576069,0.019880715705765408,0.00671591672263264,0.09537672812108751,0.1278788972987987,0.0,0.0,0.0,0.0,0.0,0.045325779036827205,0.0362256929018147,0.042009335407868414,0.0402989449003517,0.0011339475549255848,0.13255930504510524,0.715227232707066,0.0
0.005420054200542005,0.01565217391304348,0.07800387596899225,0.013930722891566265,0.010827674802716094,0.009940357852882704,0.00335795836131632,0.001762211488336432,0.009084369141031872,0.0,0.0,0.0,0.0,0.0,0.005665722379603401,0.003417518198284406,0.017781729273171818,0.021981242672919107,0.0005669737774627924,0.11919478783828934,0.4314106950608176,0.0
0.00921409214092141,0.01565217391304348,0.18265503875968994,0.019390060240963857,0.02018719031014865,0.07952286282306163,0.02686366689053056,0.011991904593585028,0.046374557322408166,0.0,0.0,0.0,0.0,0.0,0.0014164305949008501,0.0006835036396568812,0.10424538786396978,0.1465416178194607,0.0005669737774627924,0.14909789508853993,0.7316480807423373,0.0
0.03252032520325203,0.1356521739130435,0.060804263565891484,0.07172439759036145,0.02275646907689484,0.009940357852882704,0.00335795836131632,0.24783137551848083,0.35460870772862996,0.014734774066797643,0.007600434310532031,0.0026768642447418736,0.0,0.0,0.0,0.0,0.01733718604134252,0.02505861664712778,0.10807937632884479,0.003257601069161377,1.7831788283177716e-06,1.0
0.0016260162601626016,0.0034782608695652175,0.10594315245478036,0.02503765060240964,0.01688383189576069,0.029821073558648107,0.010073875083948958,0.04284643862678918,0.0274203180334699,0.034258349705304524,0.11704668838219327,0.08969407265774378,0.08390460792239289,0.004726344645051517,0.2997167138810199,0.1732681726530194,0.05456768170704602,0.06156946072684642,0.00035435861091424523,0.0070998997661209495,0.4699434063619363,0.0
0.02168021680216802,0.08695652173913043,0.13727390180878554,0.11370481927710845,0.009175995595522114,0.13916500994035783,0.07387508394895904,0.21986161177435934,0.20942379001458233,0.05893909626719057,0.03691639522258415,0.01644359464627151,0.003395311236863379,0.004726344645051517,0.07507082152974505,0.07176788216397252,0.18515225605690155,0.1922626025791325,0.0005669737774627924,0.014533912462412295,0.7833874602406845,0.0
0.007588075880758808,0.034782608695652174,0.02059108527131783,0.005459337349397591,0.004955037621581941,0.019880715705765408,0.00671591672263264,0.00725269566504682,0.009091035344767724,0.0,0.0,0.0,0.0,0.0,0.0014164305949008501,0.0006835036396568812,0.04178706379195377,0.028868698710433762,0.00035435861091424523,0.07726361510190444,0.7869609506126334,0.0
0.005962059620596206,0.010434782608695653,0.11894379844961242,0.03162650602409639,0.02404110846026794,0.019880715705765408,0.00671591672263264,0.09324006648271374,0.03308159155614193,0.0,0.0,0.0,0.0,0.09263635504300974,0.0198300283286119,0.012303065513823862,0.09846632585018894,0.16031652989449002,0.0002480510276399717,0.05462746408286001,0.4968533580600798,0.0
0.00921409214092141,0.04,0.03690245478036176,0.015813253012048195,0.008625435859790786,0.039761431411530816,0.01343183344526528,0.057881047557939824,0.004504687174501771,0.01964636542239686,0.046688382193268194,0.04168260038240918,0.02780921584478577,0.004726344645051517,0.022662889518413602,0.019821605550049554,0.06579239831073573,0.06623681125439625,0.0007795889440113396,0.006765786835950551,0.7595503714584396,0.0
0.0,0.0,0.02301356589147287,0.028990963855421686,0.010827674802716094,0.009940357852882704,0.00335795836131632,0.07963082223473908,0.1217037705714881,0.00982318271119843,0.006514657980456026,0.0022944550669216058,0.0,0.0,0.0878186968838527,0.07928642220019821,0.01733718604134252,0.04337631887456037,0.0007087172218284903,0.018376211159371866,0.7742852239115364,0.0
0.002168021680216802,0.0034782608695652175,0.32396640826873385,0.06908885542168675,0.03376766379152138,0.029821073558648107,0.05708529214237743,0.14388543883697208,0.19319825012151937,0.19155206286836937,0.1259500542888165,0.07724665391969407,0.09054163298302344,0.003781075716041214,0.16572237960339944,0.11482861146235604,0.028673038452989557,0.199736225087925,0.00042523033309709436,0.012111593718676913,0.4503957542512098,1.0
0.00975609756097561,0.043478260869565216,0.033026485788113694,0.01280120481927711,0.0055055973573132685,0.019880715705765408,0.00671591672263264,0.0912466933795551,0.018108742448441083,0.0,0.0,0.0,0.0,0.0,0.02691218130311615,0.025289634667304606,0.033563014003111805,0.031066822977725672,0.0,0.6570330771800869,0.8169816577767772,0.0
0.003794037940379404,0.0017391304347826088,0.25549095607235145,0.08979668674698796,0.04312717929895394,0.08946322067594432,0.03022162525184688,0.07187305427429304,0.03363933060204152,0.0,0.0,0.0,0.0,0.0,0.015580736543909351,0.008202043675882573,0.07890642364969994,0.1093200468933177,0.0007795889440113396,0.2370531239558971,0.773328102675437,0.0
0.0027100271002710027,0.0,0.1441375968992248,0.040286144578313254,0.03046430537713342,0.16898608349900596,0.0167897918065816,0.06481075028172821,0.011472536629400735,0.0073673870333988214,0.003257328990228013,0.0011472275334608029,0.0,0.010397958219113337,0.00708215297450425,0.004784525477598168,0.19671038008446323,0.24384525205158264,0.0,0.011276311393250919,0.4573938395629429,0.0
