ln(VOTES/POP),POP,EDUCATION,HOUSES,INCOME,XCOORD,class
0.8087784214007161,0.47906849871326435,0.4550100601023794,0.5098198776703164,0.3898934141094488,0.7197491405497065,0.0
0.7940967233510964,0.3270712288134719,0.2938536846965551,0.3486291057349406,0.2256712174840524,0.7503170616019328,1.0
0.7867017111754735,0.6927614915129121,0.6893071958451791,0.726506808532458,0.6584740625036509,0.6061760569320562,0.0
0.8835292709069763,0.42358712871207144,0.4184644421743758,0.46413857826550525,0.34192961853445336,0.49192478434088716,0.0
0.7918864867056389,0.5177249619714885,0.5330249137323337,0.548179972332667,0.47902591697919505,0.4147775432784142,0.0
0.7388525267268227,0.6065342708089583,0.604101652888396,0.6319199125418855,0.5698106059106589,0.8337341463900545,0.0
0.8253390423194752,0.5181430579330386,0.5113727222165672,0.5590617814353691,0.4505917485124098,0.7310885082265759,0.0
0.8211523257847005,0.4199668916109108,0.4264767072658338,0.4523325174736487,0.3386224464229526,0.5035614149311995,0.0
0.8364421714925718,0.3919366002084376,0.3989505585609742,0.4308296605049278,0.30147403923478455,0.5458051047483086,0.0
0.6783266310393498,0.5200494426748519,0.5029681524865843,0.5384423010564205,0.4750319753809602,0.49862912185381014,1.0
0.8330751873221485,0.45426072367222875,0.4551862257561084,0.4894196447552411,0.38455769891960045,0.18698411258569259,0.0
0.7449352702836249,0.4759894167327963,0.4415581498326027,0.5077016716273344,0.3927517191685348,0.7828898073879029,1.0
0.7242883405424171,0.4628412053047743,0.4510572990285507,0.4784407572915063,0.38870535020754193,0.706798908482938,1.0
0.8217348172136195,0.4237289474366848,0.42122985381699757,0.4595410419756249,0.3504258443919184,0.5427212779843249,0.0
0.8004192417919072,0.42359727144364184,0.4273525830863815,0.44909690664911944,0.34964455117011983,0.3856348452113456,1.0
0.891766504240563,0.417353836730565,0.41259402244820903,0.43590930399377087,0.3354045842756339,0.4985760663139145,0.0
0.787422619545359,0.5125528869400482,0.4791570473469073,0.5455380540788513,0.4366244425247898,0.6505951298546704,1.0
0.8752578292676129,0.3224062006018678,0.33142888120925335,0.3591241524575514,0.2497466734934881,0.365781493973357,0.0
0.8059293129705226,0.47435751405419063,0.4590661150936555,0.5162413740310638,0.38927258916924057,0.6721855731601987,1.0
0.7265384868779473,0.6178924247528248,0.6191789389362266,0.6472516331335745,0.5700053499082329,0.6288951137896508,1.0
0.8335008906829245,0.4197978760042987,0.44195204632944446,0.44793388233701187,0.3508392771125981,0.01963395845617022,0.0
0.812279071358526,0.6419933501379544,0.656603881711131,0.6778860602955159,0.6250718462455105,0.6318973084945807,0.0
0.7445973048922946,0.5214335216201298,0.4857779398328849,0.5543636084610724,0.4397064569752387,0.7084061522384564,1.0
0.7652138272505898,0.6922323640562058,0.6992082008295528,0.7074350163473024,0.6609104383265456,0.8916076732863876,0.0
0.7241454891914424,0.44349039936601636,0.406939034214253,0.4530823200779401,0.3577660613832694,0.8220748735886416,1.0
0.8589778431536511,0.383313931993254,0.36970396476191675,0.43072373195496655,0.27983582801005724,0.6785295427516738,0.0
0.9010575434382135,0.26763437301717447,0.2579117348169216,0.31189516485894714,0.15064679241573986,0.6371404286181159,0.0
0.8612862703064305,0.3735086930839046,0.3376253665806503,0.4070997492933078,0.2729205333455891,0.713479402793844,1.0
0.7817931360400973,0.519110118021004,0.5224716890209267,0.5347213896657894,0.45706812090966387,0.4442857134783256,0.0
0.7378392640399756,0.5277749728188257,0.5074803633222047,0.5666971222652686,0.4600966459329161,0.6695806238625028,1.0
0.8122432793348893,0.3670663531216231,0.36547625438214265,0.39891505807639954,0.27853180598168215,0.6824416117072032,0.0
0.8548098144896248,0.4238806396168093,0.42400782345300775,0.4554302660768244,0.35826436270775086,0.49489361622462447,0.0
0.8240739684928835,0.6513244836654,0.6553259732290111,0.678673453392989,0.6139653556511049,0.9299383404198864,0.0
0.8039183080318568,0.49452467524634053,0.500115100199964,0.5196909404539216,0.4535611841323324,0.6255195698643969,0.0
0.8237483561008614,0.41345624528822983,0.39259117302182195,0.45027389053757866,0.320056594517411,0.5142840914341231,1.0
0.7784695457390388,0.7613679152010193,0.7706371828564995,0.7699223683324545,0.7402706931911145,0.3418805560842273,0.0
0.7209210396284218,0.5598372244172709,0.5472640863763547,0.5860575036007494,0.49689814425480594,0.49707936670759945,1.0
0.8249142891894152,0.3082667839992215,0.3016394637241578,0.34316835668779583,0.23219847242306224,0.4185662634021756,1.0
