year,month,day,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,class
0.17647058823529393,0.5454545454545454,0.13333333333333333,0.33447196128664963,0.3091073582629675,0.1354359925788497,0.24455375966268447,0.2659716653301257,0.27561162079510704,0.27724728350345734,0.28153153153153154,0.36244204018547144,0.34185303514376997,0.31242603550295855,1.0
0.35294117647058787,0.7272727272727273,0.8,0.46256760603472824,0.4059107358262968,0.42393320964749537,0.342586085734364,0.30606789628441594,0.36162079510703365,0.3868949621336846,0.3484555984555985,0.39760432766615145,0.44515441959531415,0.3569230769230769,0.0
0.0,0.6363636363636364,0.5666666666666667,0.5192143467122119,0.38178528347406515,0.30797773654916516,0.41426563598032323,0.5412991178829191,0.5447247706422018,0.6269344748106684,0.5698198198198199,0.6232612055641421,0.6315228966986155,0.5157396449704142,0.0
0.4705882352941173,0.7272727272727273,0.06666666666666668,0.2097922003985198,0.1218335343787696,0.38930117501546074,0.15214335910049193,0.16038492381716118,0.095565749235474,0.12611129404017124,0.07368082368082368,0.13369397217928902,0.13028044018459353,0.06698224852071005,1.0
0.35294117647058787,0.8181818181818182,0.8,0.8087105038428695,0.799155609167672,0.7226345083487941,0.6412508784258608,0.6893878642074313,0.7293577981651375,0.7010207441554165,0.839124839124839,0.659969088098918,0.8416755413560525,0.9190532544378698,0.0
0.7058823529411762,0.4545454545454545,0.03333333333333333,0.4056362083689155,0.4095295536791315,0.40197897340754485,0.22839072382290934,0.36861801657310883,0.32339449541284404,0.28251564043463945,0.2628700128700129,0.39605873261205565,0.2559460418885339,0.2778698224852071,1.0
0.4705882352941173,0.36363636363636365,0.23333333333333334,0.09706803302021066,0.17340168878166468,0.21119356833642547,0.14335910049191847,0.2405773857257418,0.09709480122324159,0.22621007573263088,0.1274131274131274,0.2090417310664606,0.15548455804046857,0.2305325443786982,1.0
0.5294117647058818,0.4545454545454545,0.8666666666666667,0.16253914033589528,0.20717732207478895,0.22170686456400737,0.13176387912860155,0.2916332531408714,0.2595565749235474,0.15772143562726376,0.23455598455598456,0.2561823802163833,0.2765353212637558,0.23857988165680474,1.0
0.4705882352941173,0.1818181818181818,0.9666666666666667,0.3472815257614575,0.40078407720144754,0.2795299938157081,0.34855938158819394,0.41967388398823846,0.32645259938837917,0.4787619361211722,0.38063063063063063,0.5231839258114374,0.41143059992900255,0.28994082840236685,1.0
0.9999999999999996,0.0,0.7666666666666667,0.30002846569883296,0.1556091676718939,0.20624613481756335,0.23998594518622626,0.19460037423148893,0.2515290519877676,0.4583470530128416,0.27477477477477474,0.3767387944358578,0.31203407880724177,0.2878106508875739,0.0
0.4117647058823528,0.6363636363636364,0.6666666666666666,0.3023057216054654,0.4912545235223161,0.3271490414347557,0.31026001405481374,0.3675487837476611,0.3535932721712538,0.21007573263088575,0.3915701415701416,0.34621329211746527,0.4096556620518282,0.5502958579881656,0.0
0.9999999999999996,0.5454545454545454,0.13333333333333333,0.6937090805579278,0.5389022919179735,0.38280766852195425,0.4244553759662684,0.3627372360331462,0.48432721712538224,0.40763911755021404,0.41280566280566283,0.49420401854714063,0.6315228966986155,0.4179881656804733,0.0
0.8823529411764706,0.4545454545454545,0.23333333333333334,0.3461428978081412,0.4019903498190591,0.35034013605442177,0.24877020379479972,0.24485431702753274,0.356651376146789,0.2551860388541324,0.29375804375804376,0.40726429675425035,0.32268370607028757,0.317396449704142,1.0
0.8235294117647061,0.09090909090909091,0.3666666666666667,0.19328209507543415,0.17581423401688787,0.23191094619666044,0.09205903021784961,0.11681368618016574,0.10206422018348622,0.15377016792887718,0.09781209781209782,0.1464451313755796,0.03123890663826766,0.1408284023668639,1.0
0.35294117647058787,0.7272727272727273,0.4,0.10190720182180474,0.059107358262967445,0.25881261595547306,0.0657062543921293,0.05560010692328255,0.03669724770642201,0.12084293710898913,0.04826254826254826,0.09003091190108192,0.05324813631522896,0.0570414201183432,1.0
0.8823529411764706,0.9090909090909091,0.7333333333333333,0.2618844292627384,0.11308805790108566,0.16604823747680889,0.049894588896697116,0.07885592087677093,0.11162079510703363,0.2811985512018439,0.05630630630630631,0.1240340030911901,0.1508697195598154,0.1408284023668639,1.0
0.35294117647058787,0.36363636363636365,0.03333333333333333,0.45288926843154,0.28136308805790106,0.2628324056895485,0.25193253689388617,0.3084736701416734,0.28822629969418956,0.2881132696740204,0.22522522522522523,0.25927357032457493,0.2868299609513667,0.26224852071005916,1.0
0.9999999999999996,0.09090909090909091,0.9,0.2655849701110162,0.2587454764776839,0.3685837971552257,0.17709065354884046,0.20155038759689922,0.3184250764525994,0.34705301284162,0.3526383526383527,0.39605873261205565,0.3610223642172524,0.2049704142011834,0.0
0.6470588235294117,0.1818181818181818,0.3333333333333333,0.41389126103045837,0.3718335343787696,0.9662956091527519,0.39072382290934643,0.33948142207965787,0.4380733944954128,0.6243002963450774,0.2158944658944659,0.4764296754250386,0.3759318423855166,0.24449704142011836,1.0
0.8235294117647061,0.8181818181818182,0.5666666666666667,0.30002846569883296,0.4987937273823885,0.15213358070500926,0.07765284609978917,0.2659716653301257,0.17851681957186544,0.14125782021731972,0.22522522522522523,0.23493044822256567,0.1657791977280795,0.26224852071005916,1.0
0.9411764705882351,0.9090909090909091,0.9666666666666667,0.16965556504412188,0.11791314837153198,0.21521335807050093,0.016163035839775124,0.09783480352846834,0.0668960244648318,0.07013500164636154,0.07110682110682111,0.00811437403400309,0.04437344692935747,0.1162130177514793,1.0
0.23529411764705843,0.4545454545454545,0.06666666666666668,0.22174779390834048,0.18094089264173707,0.13636363636363635,0.07624736472241743,0.12349639133921413,0.14181957186544342,0.1247942048073757,0.17953667953667954,0.10780525502318393,0.15406460773872913,0.29964497041420113,1.0
0.5294117647058818,0.9090909090909091,0.9666666666666667,0.2442356959863365,0.23250904704463213,0.19202226345083487,0.18587491215741392,0.2036888532477947,0.16743119266055045,0.25782021731972343,0.13256113256113256,0.2542503863987635,0.2161874334398296,0.20899408284023668,1.0
0.0588235294117645,0.6363636363636364,0.9999999999999999,0.16253914033589528,0.24638118214716534,0.08503401360544216,0.1275474349964863,0.1724137931034483,0.11964831804281344,0.17681922950279882,0.15025740025740025,0.14799072642967542,0.20411785587504436,0.14579881656804733,1.0
0.4117647058823528,0.0,0.5,0.6902931966979791,0.6646562123039808,0.6029684601113172,0.5049191848208011,0.458700882117081,0.47782874617737,0.5116891669410603,0.4623552123552123,0.46522411128284386,0.3741569045083422,0.39124260355029583,1.0
0.9411764705882351,0.6363636363636364,0.5,0.31426131511528616,0.2285886610373945,0.510204081632653,0.21820098383696415,0.20261962042234696,0.3535932721712538,0.5060915377016793,0.2425997425997426,0.41537867078825347,0.2960596379126731,0.23857988165680474,0.0
0.9411764705882351,0.36363636363636365,0.13333333333333333,0.23000284656988335,0.13691194209891439,0.18552875695732837,0.0628952916373858,0.08446939321037157,0.21827217125382262,0.2621007573263089,0.0990990990990991,0.12248840803709428,0.12282570110046148,0.19218934911242602,1.0
0.0588235294117645,0.4545454545454545,0.5666666666666667,0.6108738969541703,0.6281664656212305,0.6505875077303648,0.5797610681658468,0.6246992782678429,0.5397553516819571,0.707935462627593,0.7052767052767054,0.732612055641422,0.7720979765708199,0.7020118343195266,0.0
0.8235294117647061,0.6363636363636364,0.6666666666666666,0.36293766011955597,0.2913148371531966,0.20871985157699444,0.15214335910049193,0.2638331996792302,0.21827217125382262,0.27724728350345734,0.24131274131274133,0.3284389489953632,0.25452609158679446,0.2878106508875739,0.0
0.5882352941176472,0.5454545454545454,0.8,0.22658696270993461,0.1709891435464415,0.2501546072974644,0.21082220660576245,0.19139267575514568,0.1720183486238532,0.2867961804412249,0.05888030888030888,0.22720247295208654,0.13773517926872558,0.2198816568047337,1.0
0.9411764705882351,0.6363636363636364,0.43333333333333335,0.19669797893538288,0.19481302774427023,0.1688311688311688,0.19184820801124383,0.19700614808874634,0.3298929663608563,0.25913730655251893,0.1714929214929215,0.27704791344667695,0.2055378061767838,0.22769230769230767,1.0
0.9999999999999996,0.7272727272727273,0.1,0.1944207230287504,0.34559710494571777,0.05936920222634507,0.08924806746310611,0.17802726543704891,0.2549694189602446,0.16759960487323017,0.12612612612612611,0.25270479134466767,0.13631522896698614,0.21301775147928995,1.0
0.5294117647058818,0.0,0.06666666666666668,0.21093082835183607,0.21863691194209894,0.31570810142238714,0.1257905832747716,0.11681368618016574,0.13876146788990823,0.1689166941060257,0.15283140283140284,0.12094281298299844,0.0873269435569755,0.29372781065088754,0.0
0.9999999999999996,0.0,0.8,0.21576999715343015,0.30277442702050666,0.1880024737167594,0.0966268446943078,0.2715851376637263,0.17851681957186544,0.27428383272966744,0.20785070785070786,0.24149922720247294,0.17749378771742988,0.2523076923076923,1.0
0.0,0.5454545454545454,0.7333333333333333,0.06746370623398805,0.10554885404101327,0.34539270253555965,0.11560084328882642,0.16145415664260893,0.08295107033639143,0.07276918011195259,0.10842985842985843,0.1545595054095827,0.13773517926872558,0.09656804733727811,1.0
0.0,0.9999999999999999,0.16666666666666669,0.32023911187019644,0.2714113389626056,0.29128014842300554,0.22839072382290934,0.20475808607324247,0.2102446483180428,0.41554165294698714,0.10070785070785071,0.3203245749613601,0.2779552715654952,0.25041420118343194,1.0
0.2941176470588234,0.7272727272727273,0.26666666666666666,0.29291204099060636,0.37424607961399275,0.26406926406926406,0.23295853829936752,0.32397754611066565,0.32798165137614677,0.2621007573263089,0.3445945945945946,0.2928902627511592,0.36386226482073125,0.4189349112426035,1.0
0.35294117647058787,0.8181818181818182,0.3,0.20039851978366074,0.25241254523522316,0.18923933209647495,0.09522136331693605,0.19460037423148893,0.1051223241590214,0.14553836022390518,0.17696267696267698,0.11282843894899536,0.18920837770678026,0.328284023668639,1.0
