acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,class
0.4895999561795906,0.536720294955589,0.6935188446636139,0.4776351990370561,0.6616612477838962,0.4572345778986031,0.0
0.49446949916923805,0.5588905647729178,0.6803822695166941,0.4686645602269796,0.46360264867472295,0.2788703473407178,1.0
0.48662838467016006,0.5499346405228758,0.6981702230214494,0.4804692201874301,0.4024883008513597,0.4533181980314467,1.0
0.3023334367981887,0.5499078263784146,0.6914740179084555,0.6843457140400653,0.4731937579482168,0.5428849620653421,1.0
0.48696799284266645,0.5448868778280543,0.6945255000834244,0.4663410282864758,0.46348424765233953,0.5549642826156115,0.0
0.48440541182055535,0.38355957767722476,0.6907398824641738,0.7125892012724615,0.5437739229578956,0.34820834658877287,0.0
0.4875906078255947,0.5675766716943188,0.6903913535158784,0.3419847820479752,0.46647684915459164,0.45325794603349046,1.0
0.48869342146104544,0.5428506787330317,0.6914462097476872,0.4843349668988049,0.46392652872007867,0.3707184930252287,1.0
0.4933256039000164,0.36168929110105585,0.6907899371535566,0.46868390508124835,0.3980216379434557,0.45391396978723814,0.0
0.580191349120853,0.553125523713759,0.5029198568806659,0.3543225002149428,0.5401216586166501,0.5385805593313474,1.0
0.48372163084956815,0.34650578179989944,0.6932148087725477,0.3647687215200756,0.47082511104011227,0.5068880084063587,0.0
0.49044623783527175,0.5606334841628959,0.6909790326467807,0.4802413807927091,0.4019933971070057,0.2925933423952338,1.0
0.23854735342985994,0.5513407072230602,0.6886987634637844,0.23045095004728738,0.34208498562273304,0.4533731478535828,1.0
0.49053387865398307,0.539348081112787,0.6967612762091915,0.46747162754707244,0.5322157279157035,0.4551122615225921,1.0
0.48532198871624455,0.5396614714261773,0.6899056376411263,0.48431239790215797,0.5489547507627156,0.45506068581234155,0.0
0.4909574759444211,0.3562929445282387,0.6926512300476446,0.26441191643022954,0.4681075256692164,0.35325023377775205,0.0
0.6466705618141648,0.5567186190715603,0.6824697354516972,0.585600980139283,0.46670989243674316,0.30158294049030665,1.0
0.49415819167777386,0.5565811965811965,0.6811145510835913,0.28472401341243225,0.5822197999085368,0.45971696021440067,1.0
0.4880954554583797,0.5614245014245014,0.6843143434493242,0.47733750322414237,0.4731542909407556,0.4591549295774648,1.0
0.48390147711296533,0.5396363331657449,0.6904377004504921,0.4859599346573811,0.46477475615027536,0.3917247495926965,0.0
0.4873769833299859,0.5429193899782135,0.7027771083220555,0.4833290344768291,0.5422077718681677,0.5593120667881347,1.0
0.49334751410469424,0.35976202446790684,0.6837600341113439,0.5990886424211159,0.47211060785456094,0.6788086492948107,1.0
0.4876627289159926,0.5361437908496732,0.6920283272464359,0.47811774567964915,0.3165441936514499,0.45682341826454964,0.0
0.6556354872281764,0.35687950393832746,0.40674069817022296,0.4714426962427994,0.46653510997512954,0.30830706346222436,1.0
0.48595373295112193,0.3765711412770236,0.6922637696742737,0.3191578540108331,0.46517067914575855,0.5135735700995845,0.0
0.4885537439062243,0.5454566783978548,0.6975009732856269,0.4723744733900782,0.46621498869238914,0.5062276465087582,1.0
