id,raw,class
0.28750000000000003,0.8876404494382023,0.0
0.2785,0.8876404494382023,0.0
0.6290000000000001,0.9325842696629215,0.0
0.9420000000000001,0.9101123595505619,0.0
0.7100000000000001,0.9101123595505619,0.0
0.9345000000000001,0.9325842696629215,0.0
0.6140000000000001,0.8988764044943821,0.0
0.14300000000000002,0.8202247191011237,0.0
0.8025000000000001,0.9325842696629215,0.0
0.529,0.9101123595505619,0.0
0.299,0.7640449438202247,1.0
0.6345000000000001,0.9325842696629215,0.0
0.9165000000000001,0.8426966292134833,1.0
0.9960000000000001,0.9325842696629215,0.0
0.794,0.9550561797752809,0.0
0.5205000000000001,0.0,1.0
0.6155,0.9438202247191011,0.0
0.4035,0.9213483146067417,0.0
0.4525,0.8988764044943821,0.0
0.8400000000000001,0.9438202247191011,0.0
0.646,0.9325842696629215,0.0
0.3835,0.9101123595505619,0.0
0.3045,0.8988764044943821,0.0
0.8065000000000001,0.9438202247191011,0.0
0.4815,0.9101123595505619,0.0
0.7115,0.9438202247191011,0.0
0.7210000000000001,0.9438202247191011,0.0
0.2465,0.7640449438202247,1.0
0.8380000000000001,0.9438202247191011,0.0
0.1385,0.6741573033707865,1.0
0.9235000000000001,0.7865168539325843,1.0
0.179,0.7977528089887641,0.0
0.5555000000000001,0.9213483146067417,0.0
0.11800000000000001,0.7977528089887641,0.0
0.2755,0.8539325842696631,0.0
0.934,0.9325842696629215,0.0
0.7160000000000001,0.9213483146067417,0.0
0.104,0.7977528089887641,0.0
0.6935000000000001,0.8314606741573035,1.0
0.7805000000000001,0.9325842696629215,0.0
0.029,0.6853932584269663,1.0
0.3155,0.8651685393258429,0.0
0.9575000000000001,0.9438202247191011,0.0
0.93,0.8764044943820225,1.0
0.789,0.9325842696629215,0.0
0.1815,0.7977528089887641,0.0
0.2525,0.8426966292134833,0.0
0.6275000000000001,0.8988764044943821,0.0
0.5980000000000001,0.9213483146067417,0.0
0.802,0.9325842696629215,0.0
0.652,0.8202247191011237,1.0
0.8685,0.9438202247191011,0.0
0.492,0.8876404494382023,0.0
0.47150000000000003,0.8876404494382023,0.0
0.059000000000000004,0.7865168539325843,0.0
0.8880000000000001,0.8202247191011237,1.0
0.8270000000000001,0.9438202247191011,0.0
0.261,0.8876404494382023,0.0
0.2565,0.8426966292134833,0.0
0.0405,0.7528089887640449,0.0
0.458,0.8988764044943821,0.0
0.8705,0.9101123595505619,0.0
0.19,0.8089887640449439,0.0
0.937,0.9550561797752809,0.0
0.8445,0.9438202247191011,0.0
0.042,0.7640449438202247,0.0
0.9005000000000001,0.8876404494382023,1.0
0.1645,0.8089887640449439,0.0
0.003,0.6179775280898877,1.0
0.3725,0.8876404494382023,0.0
0.9560000000000001,0.9438202247191011,0.0
0.4575,0.8988764044943821,0.0
0.437,0.8876404494382023,0.0
0.2255,0.8314606741573035,0.0
0.245,0.8089887640449439,1.0
0.7405,0.9325842696629215,0.0
0.14350000000000002,0.8202247191011237,0.0
0.8600000000000001,0.9438202247191011,0.0
0.9930000000000001,0.9438202247191011,0.0
0.9610000000000001,0.9438202247191011,0.0
0.8800000000000001,0.9213483146067417,0.0
0.3525,0.8876404494382023,0.0
0.7135,0.8651685393258429,1.0
