RollRate,PitchRate,currPitch,currRoll,diffRollRate,class
0.4415584415584415,0.4162162162162162,0.2553191489361702,0.5643564356435644,0.5948275862068966,0.0
0.8233766233766233,0.48648648648648646,0.42553191489361697,0.49504950495049505,0.7241379310344828,1.0
0.47792207792207786,0.5351351351351351,0.23404255319148937,0.37623762376237624,0.6422413793103449,0.0
0.5558441558441558,0.45945945945945943,0.42553191489361697,0.594059405940594,0.6206896551724138,1.0
0.3584415584415584,0.47567567567567565,0.3829787234042553,0.37623762376237624,0.6508620689655172,0.0
0.5454545454545454,0.37837837837837834,0.3191489361702127,0.5841584158415841,0.603448275862069,0.0
0.7558441558441558,0.27027027027027023,0.5106382978723404,0.6435643564356436,0.6767241379310345,1.0
0.3116883116883116,0.49189189189189186,0.44680851063829785,0.3564356435643564,0.4870689655172414,0.0
0.7402597402597402,0.427027027027027,0.3191489361702127,0.6831683168316831,0.603448275862069,1.0
0.41818181818181815,0.4324324324324324,0.42553191489361697,0.5445544554455446,0.5948275862068966,0.0
0.6987012987012986,0.4216216216216216,0.21276595744680848,0.1089108910891089,0.875,1.0
0.5844155844155844,0.6108108108108108,0.14893617021276595,0.8415841584158417,0.603448275862069,1.0
0.20779220779220775,0.49189189189189186,0.46808510638297873,0.3366336633663366,0.5948275862068966,0.0
0.5246753246753246,0.38378378378378375,0.3404255319148936,0.39603960396039606,0.6939655172413793,0.0
0.6493506493506493,0.4378378378378378,0.4042553191489361,0.42574257425742573,0.7155172413793104,1.0
0.8077922077922077,0.48108108108108105,0.36170212765957444,0.43564356435643564,0.7241379310344828,1.0
0.6649350649350649,0.5135135135135135,0.2978723404255319,0.42574257425742573,0.6982758620689655,1.0
0.4077922077922077,0.4108108108108108,0.36170212765957444,0.2178217821782178,0.9612068965517242,0.0
0.4493506493506493,0.6648648648648648,0.5957446808510638,0.39603960396039606,0.7586206896551724,0.0
0.3532467532467532,0.39999999999999997,0.42553191489361697,0.5544554455445545,0.5646551724137931,0.0
0.7454545454545454,0.6054054054054053,0.23404255319148937,0.2871287128712871,0.8706896551724138,1.0
0.6441558441558441,0.39459459459459456,0.2978723404255319,0.6336633663366337,0.646551724137931,1.0
0.6311688311688312,0.5729729729729729,0.42553191489361697,0.8217821782178218,0.44396551724137934,1.0
0.6415584415584416,0.48108108108108105,0.4893617021276596,0.594059405940594,0.6767241379310345,1.0
0.657142857142857,0.4324324324324324,0.23404255319148937,0.25742574257425743,0.7413793103448276,1.0
0.41298701298701296,0.5891891891891892,0.5319148936170213,0.5841584158415841,0.5948275862068966,0.0
0.3999999999999999,0.5189189189189188,0.42553191489361697,0.5643564356435644,0.5905172413793104,0.0
0.48051948051948046,0.5297297297297296,0.6595744680851063,0.3366336633663366,0.6637931034482759,0.0
0.6909090909090909,0.37837837837837834,0.23404255319148937,0.3069306930693069,0.771551724137931,1.0
0.5324675324675324,0.48108108108108105,0.3191489361702127,0.40594059405940597,0.6508620689655172,0.0
0.4493506493506493,0.4486486486486486,0.5957446808510638,0.6534653465346535,0.5560344827586207,0.0
0.2987012987012987,0.48108108108108105,0.2978723404255319,0.38613861386138615,0.7068965517241379,0.0
0.42337662337662335,0.49189189189189186,0.3829787234042553,0.7425742574257426,0.39655172413793105,0.0
0.42857142857142855,0.5189189189189188,0.4893617021276596,0.6633663366336634,0.5517241379310345,0.0
0.6493506493506493,0.5675675675675675,0.46808510638297873,0.8217821782178218,0.5775862068965517,1.0
0.3272727272727272,0.5243243243243243,0.2978723404255319,0.39603960396039606,0.6810344827586207,0.0
0.7480519480519481,0.5567567567567567,0.5319148936170213,0.6435643564356436,0.5646551724137931,1.0
0.6025974025974026,0.5675675675675675,0.4042553191489361,0.594059405940594,0.6896551724137931,1.0
0.6519480519480519,0.508108108108108,0.21276595744680848,0.42574257425742573,0.728448275862069,1.0
0.7948051948051947,0.38378378378378375,0.21276595744680848,0.6039603960396039,0.7370689655172414,1.0
0.41818181818181815,0.45945945945945943,0.44680851063829785,0.5643564356435644,0.5258620689655172,0.0
0.4077922077922077,0.627027027027027,0.44680851063829785,0.6237623762376238,0.43103448275862066,0.0
0.3688311688311688,0.45945945945945943,0.276595744680851,0.3267326732673267,0.625,0.0
0.348051948051948,0.5621621621621622,0.42553191489361697,0.19801980198019803,0.685344827586207,0.0
0.4441558441558441,0.47567567567567565,0.42553191489361697,0.6534653465346535,0.5344827586206897,0.0
0.7532467532467533,0.30810810810810807,0.42553191489361697,0.6435643564356436,0.6120689655172414,1.0
0.6623376623376623,0.5297297297297296,0.36170212765957444,0.6039603960396039,0.6896551724137931,1.0
0.3402597402597402,0.3351351351351351,0.3404255319148936,0.5841584158415841,0.5732758620689655,0.0
0.3506493506493506,0.39999999999999997,0.3404255319148936,0.5742574257425742,0.625,0.0
0.8883116883116883,0.827027027027027,0.4042553191489361,0.4653465346534653,0.6681034482758621,1.0
0.7116883116883117,0.45945945945945943,0.2553191489361702,0.5148514851485149,0.7413793103448276,1.0
0.41818181818181815,0.4162162162162162,0.3829787234042553,0.5346534653465347,0.6163793103448276,0.0
0.7818181818181817,0.5567567567567567,0.5106382978723404,0.42574257425742573,0.7456896551724138,1.0
0.6519480519480519,0.46486486486486484,0.36170212765957444,0.6336633663366337,0.6939655172413793,1.0
0.4493506493506493,0.38918918918918916,0.4893617021276596,0.37623762376237624,0.6982758620689655,0.0
0.6155844155844156,0.427027027027027,0.3829787234042553,0.7821782178217822,0.5818965517241379,1.0
0.6727272727272727,0.3135135135135135,0.276595744680851,0.27722772277227725,0.7629310344827587,1.0
0.49610389610389605,0.4216216216216216,0.3191489361702127,0.40594059405940597,0.7068965517241379,0.0
0.22857142857142854,0.2216216216216216,0.42553191489361697,0.2871287128712871,0.6077586206896551,0.0
0.6805194805194805,0.2810810810810811,0.3404255319148936,0.2871287128712871,0.7931034482758621,1.0
0.7714285714285714,0.5027027027027027,0.4042553191489361,0.44554455445544555,0.8620689655172414,1.0
0.21818181818181814,0.4324324324324324,0.3404255319148936,0.7524752475247525,0.625,0.0
0.6987012987012986,0.49189189189189186,0.276595744680851,0.19801980198019803,0.728448275862069,1.0
0.48051948051948046,0.39999999999999997,0.46808510638297873,0.3465346534653465,0.6982758620689655,1.0
0.4259740259740259,0.5297297297297296,0.3404255319148936,0.3465346534653465,0.5732758620689655,0.0
0.6805194805194805,0.454054054054054,0.3404255319148936,0.6039603960396039,0.6120689655172414,1.0
0.625974025974026,0.3567567567567567,0.276595744680851,0.45544554455445546,0.6206896551724138,1.0
0.5012987012987012,0.5351351351351351,0.21276595744680848,0.8316831683168318,0.4870689655172414,1.0
0.41818181818181815,0.48108108108108105,0.36170212765957444,0.7722772277227723,0.4870689655172414,0.0
0.4363636363636363,0.49729729729729727,0.2553191489361702,0.36633663366336633,0.646551724137931,0.0
0.657142857142857,0.4324324324324324,0.5531914893617021,0.45544554455445546,0.6681034482758621,1.0
0.7246753246753246,0.5567567567567567,0.4042553191489361,0.6237623762376238,0.6982758620689655,1.0
0.3220779220779221,0.4324324324324324,0.36170212765957444,0.5643564356435644,0.4525862068965517,1.0
0.3506493506493506,0.5135135135135135,0.2978723404255319,0.5445544554455446,0.6120689655172414,0.0
0.34545454545454546,0.5567567567567567,0.36170212765957444,0.6237623762376238,0.4353448275862069,0.0
0.40519480519480516,0.5783783783783784,0.5106382978723404,0.5544554455445545,0.625,0.0
0.6311688311688312,0.37837837837837834,0.3829787234042553,0.6237623762376238,0.6551724137931034,1.0
0.5454545454545454,0.627027027027027,0.36170212765957444,0.40594059405940597,0.6767241379310345,0.0
0.3402597402597402,0.4216216216216216,0.2553191489361702,0.9207920792079207,0.5043103448275862,0.0
0.5636363636363636,0.5189189189189188,0.2978723404255319,0.594059405940594,0.6336206896551724,1.0
0.4493506493506493,0.6216216216216216,0.3829787234042553,0.5544554455445545,0.5646551724137931,0.0
0.32987012987012987,0.4054054054054054,0.2978723404255319,0.37623762376237624,0.7241379310344828,0.0
0.4467532467532467,0.5243243243243243,0.23404255319148937,0.504950495049505,0.5775862068965517,0.0
0.6155844155844156,0.47027027027027024,0.3829787234042553,0.594059405940594,0.521551724137931,1.0
0.6883116883116882,0.5027027027027027,0.42553191489361697,0.6237623762376238,0.6422413793103449,1.0
0.7298701298701298,0.48648648648648646,0.3404255319148936,0.6237623762376238,0.5387931034482759,1.0
0.6987012987012986,0.47567567567567565,0.4042553191489361,0.44554455445544555,0.6810344827586207,1.0
0.19480519480519476,0.3405405405405405,0.276595744680851,0.5148514851485149,0.47413793103448276,0.0
0.6441558441558441,0.4162162162162162,0.23404255319148937,0.25742574257425743,0.7758620689655172,1.0
0.18961038961038956,0.6378378378378378,0.3404255319148936,0.504950495049505,0.6120689655172414,0.0
0.4077922077922077,0.7027027027027026,0.4042553191489361,0.5742574257425742,0.4956896551724138,0.0
0.3714285714285714,0.5351351351351351,0.42553191489361697,0.5445544554455446,0.5732758620689655,0.0
0.3428571428571428,0.46486486486486484,0.3404255319148936,0.44554455445544555,0.6120689655172414,0.0
