theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,class
0.9927279996842135,0.35244504093478635,0.8526114907183252,0.8695906082668039,0.39331854734863014,0.4481358714564938,0.6711605407547838,0.7766255163434836,1.0
0.4783495322414084,0.05995216051249491,0.7770806374854564,0.3884540628391219,0.4758719661486478,0.7876932079872621,0.09491414809473558,0.8510990745557462,0.0
0.32007879379785337,0.4002861201182426,0.6942479559305471,0.02942335909598076,0.8210608280809343,0.8970610194498243,0.7379418145815327,0.5574601459443841,0.0
0.22434108240878797,0.9649229086459337,0.047615955281156086,0.23139255855185736,0.42449231407876387,0.885676843632506,0.7877819216755568,0.7391907531391548,0.0
0.011934624577094544,0.13092764930103035,0.5844451766009159,0.4846242466081446,0.7048760323474984,0.7402551092044799,0.8927512563014042,0.007745430995294622,1.0
0.22293309530509675,0.6637098586653203,0.17058322629524053,0.8030580831367595,0.7157433172580583,0.9524189463301507,0.640865729753133,0.9764527939331171,0.0
0.7469379543408531,0.554210021334858,0.27554772466460076,0.650574564777689,0.7743563655765212,0.9043186066451416,0.5899406748769964,0.20518479418414148,1.0
0.11462823155801105,0.40529290385179817,0.06074829574664842,0.6093150566285748,0.39836365181775607,0.9107458456322823,0.9496680371772894,0.5151046098279751,0.0
0.6409209502623701,0.8742134720937385,0.7242679629019501,0.6218568338946093,0.4831868582796155,0.08336912511927508,0.0899522947696158,0.10113403634943446,0.0
0.4791520498738764,0.5767418214786183,0.16212522740620838,0.7463409865548531,0.21584598296927066,0.9680895400641418,0.41506097260093,0.03336454144621098,0.0
0.1342340461022664,0.002133167459216434,0.3490960255045116,0.2059609662775947,0.043789711335854464,0.26704163935188263,0.12218746866210467,0.04047412970618397,0.0
0.9800949523837414,0.9372394820296319,0.5917100787704865,0.968998530153506,0.1865364345487786,0.006408135884191923,0.645516233626696,0.526221663824594,0.0
0.29955076839232886,0.4976627793634432,0.7800009868195921,0.8121659729262938,0.087060523108062,0.6461509953830984,0.9963698182043924,0.6438678606663415,1.0
0.37883225248649943,0.13429691424482176,0.8583433209025899,0.836711071994457,0.7060344835819222,0.49295206935954616,0.5728247322251458,0.6236839950801827,1.0
0.8355968935787128,0.11324983175958775,0.15105247492762003,0.01717516901960986,0.42381774464602295,0.5848071111937497,0.21811143317845455,0.8976949426610654,0.0
0.4876630024409778,0.9842076847508927,0.31066640563696823,0.791865469561186,0.5306613932039437,0.567372027517383,0.8894671244586007,0.42972520189440355,1.0
0.1920079939796852,0.2257818165380484,0.6149920179028174,0.5373903346766593,0.06725797871747768,0.7417225458960008,0.36226463748322685,0.31661113661348755,1.0
0.758616320808413,0.6140332558928712,0.3852419538391262,0.9289630449513194,0.9477168896714473,0.8531901067576908,0.7352020667491203,0.47631183180366854,1.0
0.9726456405561404,0.021197655266641136,0.20148213936120946,0.12540121459758818,0.40363796345610026,0.009129691284304797,0.053052927814998596,0.9318077779876723,0.0
0.6293645053549985,0.06235050160154687,0.04853879076400536,0.5874943957326052,0.6138932015561893,0.9968521270190785,0.08358363855448542,0.8883939905853224,0.0
0.3350025657644259,0.2026579120107419,0.2390691426288556,0.4389558358255341,0.18284365237804034,0.5483580723822938,0.24221268223732284,0.6575454877624165,0.0
0.7810301512336678,0.7119950161364361,0.3319158147389465,0.010449092872900356,0.9432979664548939,0.6396505278346537,0.47159732137598637,0.8922205151026983,0.0
0.6317010699810655,0.29294332542375257,0.15780359425161677,0.48979068061280123,0.06996103159780004,0.9257166290282474,0.4695455348572903,0.6466670340707855,1.0
0.21633946273020255,0.9147812174302796,0.7830069666279899,0.25093967006149415,0.7277009279388577,0.3784464783588906,0.3500214092542099,0.3767775961640461,0.0
0.38705288530714677,0.484151976005129,0.21444863046948742,0.5985163338920618,0.3427474872368216,0.6390252195981281,0.17032916131435316,0.8571105917191995,0.0
0.12489160759466272,0.7943701059866846,0.9277829506224128,0.9869452412127636,0.3651187436391031,0.013207248608736954,0.6367927186250962,0.008489902173874964,1.0
0.7334762860973767,0.7002586159146198,0.27841745970354037,0.9515119421843398,0.9909577771743403,0.7969028139189028,0.8028024634172355,0.5285872791314566,1.0
0.7833367925525344,0.035035707714356046,0.1640915450252356,0.6485751786997082,0.9896688051907783,0.6116679842501284,0.7039009412113023,0.5492798826175695,0.0
0.7265286671649639,0.20410570272921918,0.9059627778016526,0.8667623637780915,0.9012846106804809,0.05750161341623655,0.9831486088760063,0.8331890794328766,1.0
0.7323054571199007,0.6954893106058628,0.28869279828611727,0.7695713117552057,0.9362998258980543,0.4006786695707628,0.1837315136263139,0.9901673738134094,1.0
0.7956069401699388,0.9041230201907594,0.4299986789350626,0.12686596630306862,0.9288388141967099,0.8532563308479135,0.09637602609223017,0.3347304246607591,0.0
0.6844224356044062,0.5912213203418416,0.2981637197368694,0.920009909363712,0.9761560875354911,0.13384429888587518,0.9529184235785131,0.6900942009294899,0.0
0.5489850905530208,0.7650969109341306,0.9099183327205503,0.07526754008324887,0.3393316637288887,0.7187911811162007,0.11649913328335193,0.9656138414935804,1.0
0.5799012785528833,0.10332921831397957,0.25819784459501405,0.31568105859516304,0.13770862229619107,0.7174676544668944,0.8128169007358736,0.21938103449319413,0.0
0.5103601492854696,0.7169120292053895,0.17376715195907566,0.5426128113552647,0.313781749570157,0.007095847590350535,0.48156241394514465,0.62655356990973,0.0
0.38303106548620275,0.32488385522347485,0.00422326952430524,0.3353412107255489,0.6629537227541915,0.13192443703951573,0.6209966684335272,0.37445498625260853,0.0
0.36146209098977383,0.20165961128665555,0.508051652047412,0.18949047019803444,0.7852462528607123,0.5368748788146906,0.9765360940924785,0.6551922962364545,0.0
0.9332204099875084,0.8600624956626761,0.04468000783089093,0.6851407944813251,0.7339958481668042,0.3372012871670767,0.24634649883084786,0.35401053982602243,0.0
0.2928781892197147,0.912606984667043,0.15897759123704208,0.7426943916567743,0.9302395246752659,0.9076540084200109,0.3761442012756414,0.6838708423737576,0.0
0.7894755271913728,0.7660009842939537,0.927551525511674,0.8106919869165832,0.1763367155185669,0.9954098427464403,0.6913794722658633,0.1942869084249481,1.0
0.5231666881010923,0.44457489133611217,0.08770152208963827,0.4702636298330439,0.4681620099940692,0.22010149478596724,0.00010792174241092134,0.7526243644360032,0.0
0.6259577049969376,0.9907708116732424,0.9082681156998224,0.9924546181710729,0.5182119421391969,0.2890455484835161,0.6652340771656376,0.09369187303150772,1.0
0.8759102733716945,0.3717696090010053,0.8442696818780133,0.051652239923781984,0.7465576744131261,0.6241617319637257,0.25930379333782216,0.4631464467508786,1.0
0.9393374979785849,0.695895506946403,0.412362939512734,0.08294634168708825,0.4972047867370544,0.1635384804946175,0.9081353574231218,0.04576251910952711,0.0
0.011689826457551511,0.38386159018863936,0.1608738764979365,0.4062918727933198,0.09022103529694908,0.6012650711542827,0.39439348139941716,0.13441415979721838,1.0
0.24905359582652625,0.10178147018881761,0.6366460230374626,0.7955127013078322,0.5843433039513087,0.46028512654691356,0.7792541939057643,0.5065312453311271,1.0
0.41943117703010535,0.34615759272004476,0.8248363391539775,0.853962344417895,0.5154152963314437,0.6343344526690378,0.8954082322959794,0.19813828050412519,1.0
0.6430343634166559,0.33514445118608693,0.03465646740869133,0.8745287320599759,0.17867208189826828,0.5274076993782895,0.226120245195652,0.49620262358396766,0.0
0.5333934558363819,0.3387887581661063,0.17376906193247926,0.6814461175163926,0.523389795760495,0.18909843224017953,0.5512598032895439,0.9605038448416301,0.0
0.9428012799535487,0.8748469601169947,0.906661509738477,0.06578199909312765,0.16692043932647477,0.07994011813995633,0.4390985510153081,0.28179364991887906,1.0
0.608806874975329,0.7889440741492956,0.9206250069634448,0.02887789829783116,0.3922460488026631,0.4594452267872624,0.8965829556868232,0.26410855708615827,1.0
0.5236196760388162,0.6847785879774796,0.8553602607750355,0.24681703085913426,0.4264539454353233,0.714511767670609,0.64954212847781,0.9511662585401546,1.0
0.38880180711308837,0.023305355870651245,0.05578968646194937,0.23741937497134186,0.9944894776400446,0.28138361227578135,0.3584886499117367,0.4198189886978635,0.0
0.028129500433569654,0.42947431954154563,0.27504699330395166,0.8346145665099172,0.7913075091133724,0.7509187796555774,0.26169112415298157,0.8354001938746937,0.0
0.3123579438740623,0.8549684879500391,0.4086346714288671,0.31185136973389926,0.1787745884378354,0.6487732146478773,0.18866312339530084,0.7304348546306139,1.0
0.8047290922032593,0.4187053414818781,0.6495781346244754,0.9189113455846016,0.9376123552851192,0.3127076069511098,0.7053943361778194,0.5721268971352353,0.0
0.24527434579373797,0.5335509900558297,0.40249856354083613,0.19563160093540322,0.9642828378266957,0.9793743797461261,0.2320718586893717,0.9326353929307412,0.0
0.705399947284046,0.004931019839316875,0.10499537627271877,0.7630095425389369,0.0035791336160009846,0.31244016350982584,0.17916187147125356,0.705799452780235,0.0
0.5715081092162512,0.5561273571962011,0.23525365242622337,0.26861476520667016,0.48716455769542377,0.4142320027279231,0.426036199944925,0.6354021689372984,0.0
0.9773248181363254,0.21352430079157353,0.5370084404907995,0.19285016481640938,0.5089659796075654,0.19221796895172677,0.5670704977293457,0.720181412685827,1.0
0.03158341408381837,0.7771198132770176,0.83198091299912,0.8924318189923528,0.041322550833852556,0.9318655994824332,0.7916349507268801,0.04386231774870902,1.0
0.5631973881409476,0.20872061522828805,0.7007539620010792,0.5029091242567978,0.2597283322026841,0.30556431998843625,0.6500323924403845,0.16150214342076386,1.0
0.2606523790302556,0.7081259641592212,0.10904069994158666,0.31483596054595764,0.45370731454195334,0.7018530965015533,0.11184067057922781,0.7003673935003237,0.0
0.1935025676744242,0.23643778542773808,0.8288635180755108,0.6218275388604997,0.6425644716790666,0.9477676591471547,0.46554478991074977,0.8853644993964909,1.0
0.10811800224361134,0.4162668900958763,0.6182380177022703,0.6606218062044336,0.6418679365592757,0.10449556505545793,0.9793831269608569,0.29403043698897247,1.0
0.756391172751709,0.09792865333179684,0.5912669649408466,0.009246085928703573,0.09366073455167556,0.5536595018356489,0.1650893856260337,0.6255654014904076,1.0
0.9183526646386727,0.6296383897562121,0.8488657145449252,0.044756443633806986,0.9919987597345399,0.6321048021698578,0.4100421340489915,0.22603412844469234,1.0
